#gen      BHL
           0     477.844
           1     472.153
           2     465.144
           3     460.357
           4     454.599
           5     447.294
           6     440.129
           7     431.312
           8      422.03
           9     412.672
          10     404.995
          11      397.44
          12     391.879
          13     386.258
          14     381.391
          15     378.844
          16     375.051
          17     370.931
          18     369.511
          19     364.832
          20     360.665
          21     357.948
          22     351.298
          23     344.618
          24     339.164
          25      334.25
          26      330.91
          27     328.179
          28     327.056
          29     325.092
          30     326.034
          31     322.505
          32     321.454
          33      319.53
          34     315.758
          35     311.566
          36     307.868
          37     305.781
          38     305.033
          39     301.465
          40      299.64
          41      297.04
          42     296.015
          43     292.289
          44     290.498
          45     289.442
          46     288.817
          47     285.137
          48     281.837
          49     280.137
          50     278.869
          51     276.436
          52     274.996
          53     273.931
          54     272.056
          55      269.29
          56     266.707
          57     263.142
          58     260.171
          59     260.587
          60     259.377
          61     256.344
          62     255.551
          63     250.506
          64     249.379
          65     246.074
          66     245.238
          67     244.133
          68     243.747
          69     244.502
          70     243.519
          71     243.184
          72     243.885
          73     242.019
          74     241.304
          75      241.23
          76      239.52
          77     236.193
          78         236
          79     231.173
          80     227.325
          81     225.912
          82     225.526
          83     225.856
          84      223.51
          85     222.827
          86     221.141
          87     220.489
          88      219.51
          89     220.088
          90     220.456
          91     219.726
          92      220.35
          93     216.654
          94     215.311
          95     213.121
          96     208.835
          97     207.067
          98      205.63
          99     204.192
           0     203.757
           1     202.523
           2     200.893
           3     203.329
           4     202.383
           5     202.991
           6     202.522
           7     202.105
           8      200.04
           9     197.528
          10     195.271
          11     191.857
          12     191.724
          13     192.596
          14     192.467
          15       191.2
          16     190.558
          17     187.956
          18     188.032
          19     188.486
          20     187.001
          21     187.533
          22     185.577
          23      183.01
          24     182.609
          25     181.159
          26     182.205
          27     180.858
          28     181.338
          29     181.619
          30     182.821
          31     181.467
          32     180.998
          33     182.587
          34     179.299
          35     177.879
          36     175.259
          37     175.097
          38     172.957
          39     173.762
          40     173.016
          41     172.228
          42     171.845
          43     171.339
          44     172.599
          45     170.746
          46     170.199
          47     170.535
          48     171.102
          49     168.932
          50     169.395
          51     165.981
          52     167.571
          53      166.86
          54       166.4
          55     165.182
          56     165.311
          57     164.671
          58     163.357
          59     162.296
          60     160.814
          61     157.462
          62     159.971
          63     158.315
          64     156.641
          65     158.236
          66     158.835
          67      159.14
          68     159.579
          69     158.574
          70     159.323
          71     158.995
          72     157.152
          73     155.767
          74     156.174
          75     157.034
          76     157.771
          77     157.757
          78     155.888
          79     155.091
          80     156.983
          81     155.357
          82     153.866
          83     154.246
          84     153.617
          85     153.336
          86     153.802
          87     154.179
          88       152.6
          89      150.67
          90     149.424
          91     148.728
          92     147.998
          93      148.04
          94     146.374
          95     146.692
          96     145.262
          97     145.271
          98     143.772
          99     141.628
           0     141.839
           1     140.601
           2     140.728
           3     142.742
           4     141.114
           5     139.962
           6     140.979
           7     140.666
           8      141.96
           9     139.391
          10     138.491
          11     138.455
          12     138.028
          13     137.686
          14     136.234
          15     138.694
          16     137.181
          17     136.225
          18     135.265
          19     135.028
          20     135.665
          21     135.672
          22     136.454
          23     135.348
          24     134.934
          25     135.541
          26     136.303
          27     136.577
          28     135.641
          29     134.558
          30     135.232
          31     136.653
          32     135.795
          33     133.025
          34     133.873
          35     132.115
          36     131.047
          37     132.823
          38     130.997
          39     131.187
          40     131.367
          41     134.078
          42     134.077
          43     130.898
          44     131.793
          45     132.547
          46     131.006
          47     130.734
          48     128.969
          49     129.932
          50     128.775
          51     127.875
          52     128.126
          53      129.38
          54     129.256
          55     131.033
          56     133.241
          57      132.08
          58     128.854
          59      131.48
          60     129.947
          61     129.916
          62     128.853
          63     128.314
          64     128.228
          65     129.893
          66     128.609
          67       128.2
          68     129.248
          69     128.453
          70     128.456
          71     126.867
          72      126.82
          73     125.037
          74     124.631
          75     125.244
          76     125.404
          77     125.478
          78      124.34
          79     124.898
          80     125.872
          81     125.848
          82     125.932
          83     130.093
          84      129.25
          85     132.394
          86     131.088
          87      128.08
          88     125.225
          89     125.793
          90     126.413
          91     126.138
          92     123.863
          93     124.864
          94     124.132
          95     122.979
          96     121.942
          97     122.223
          98     121.694
          99     120.569
           0     121.756
           1     121.772
           2     124.183
           3     120.784
           4      124.06
           5     120.899
           6     120.729
           7      114.56
           8     113.523
           9     113.841
          10     113.164
          11     111.033
          12     108.861
          13     108.561
          14     109.193
          15     108.212
          16     108.697
          17     108.088
          18     107.163
          19     107.987
          20     107.606
          21     108.816
          22      107.33
          23     107.753
          24     107.717
          25     108.915
          26     108.218
          27     107.594
          28     106.585
          29     106.533
          30     107.626
          31     107.251
          32     106.339
          33     105.312
          34     105.924
          35     106.776
          36     107.388
          37     107.356
          38     105.777
          39     104.742
          40     104.594
          41     103.637
          42     103.776
          43     104.117
          44      104.54
          45     104.335
          46     103.218
          47     103.319
          48     102.779
          49      104.13
          50     104.104
          51     102.678
          52     102.521
          53     101.829
          54     102.354
          55     102.282
          56     102.136
          57     102.557
          58     104.458
          59     103.427
          60     103.654
          61     102.975
          62     102.519
          63     102.511
          64     102.527
          65     103.527
          66      102.68
          67     103.478
          68     103.448
          69     102.567
          70     101.361
          71     100.631
          72     100.124
          73      100.83
          74     99.8582
          75     99.7558
          76     99.8457
          77     100.912
          78     101.168
          79     101.672
          80     100.943
          81     100.917
          82      99.871
          83     100.696
          84     100.453
          85     99.7483
          86      99.043
          87     100.046
          88     100.873
          89     99.8186
          90     101.345
          91     100.919
          92     100.406
          93     99.8256
          94     98.6558
          95     98.5895
          96     98.9088
          97     99.2318
          98     98.6141
          99     99.1502
           0     99.3481
           1     98.8048
           2     99.5481
           3     98.4871
           4      100.46
           5     100.094
           6     99.5705
           7     98.4302
           8     99.1866
           9     98.0518
          10     97.9679
          11     99.0921
          12     98.8046
          13     98.0744
          14     97.0207
          15     98.4478
          16     98.0346
          17     97.4124
          18     97.0786
          19     96.5806
          20     97.3451
          21     98.3541
          22     97.5736
          23     96.8708
          24     97.7517
          25     97.2558
          26     97.2046
          27     97.8239
          28     96.6811
          29     97.4075
          30     97.8788
          31     96.4842
          32     95.2047
          33     95.0822
          34     95.4794
          35     93.9797
          36     94.5057
          37     94.3847
          38     94.3498
          39     94.6039
          40     94.9516
          41     94.5679
          42     93.8233
          43     94.2118
          44     92.7225
          45     92.3236
          46     92.0523
          47     92.0082
          48      91.523
          49     92.8159
          50     92.9219
          51      92.494
          52     92.1632
          53     92.1684
          54     92.8972
          55     93.1951
          56     93.9593
          57     95.3729
          58     94.3452
          59     93.1429
          60     93.7999
          61     94.4877
          62     93.4595
          63     91.5149
          64      91.504
          65     91.3872
          66     91.7091
          67     91.2683
          68     91.8925
          69     92.0205
          70     92.0253
          71     91.3323
          72     91.4839
          73     91.5303
          74     91.7845
          75     91.9615
          76     91.0756
          77     90.8722
          78     91.4989
          79     90.9331
          80     90.5261
          81      91.587
          82     91.9322
          83     92.7303
          84     91.5098
          85     90.2396
          86     90.0128
          87     90.1516
          88     88.9381
          89     89.4834
          90     89.3742
          91     89.8729
          92     90.6981
          93     90.2386
          94     88.5876
          95     89.3283
          96     89.4895
          97     89.7781
          98     89.1268
          99     90.2881
           0     90.5973
           1     91.7971
           2     93.6162
           3     93.5634
           4     94.6756
           5     94.1443
           6     94.3397
           7     94.1538
           8     92.3683
           9     89.0273
          10     88.4632
          11     89.5365
          12     88.8649
          13     89.0325
          14     88.5967
          15      87.728
          16     87.6776
          17     87.2332
          18     86.9407
          19     86.9077
          20     86.9558
          21     86.6539
          22     87.0938
          23     87.2531
          24     86.2942
          25     86.0661
          26      86.135
          27     86.1962
          28     86.0086
          29     85.4256
          30     84.9168
          31     86.7826
          32      87.242
          33     88.4699
          34     86.5585
          35      86.833
          36     85.7214
          37     86.0799
          38     85.9645
          39     86.0525
          40     85.7545
          41     85.2398
          42     86.0858
          43     86.0462
          44     86.0839
          45      86.554
          46     86.6944
          47     86.0445
          48     85.3815
          49      84.863
          50     84.7806
          51     84.5679
          52     84.8902
          53     84.6206
          54     85.2706
          55     87.1442
          56     86.8257
          57     85.9628
          58     85.1794
          59     85.5174
          60     85.5476
          61     84.7539
          62     83.8357
          63     84.7147
          64     85.9794
          65     85.2689
          66     84.8853
          67     84.9994
          68     85.7666
          69     85.6193
          70     86.3906
          71     86.4145
          72     86.5474
          73     86.9391
          74      84.685
          75     84.4899
          76      84.638
