#gen      BHL
           0     509.798
           1     504.407
           2     496.533
           3     487.411
           4     480.059
           5     475.058
           6     468.022
           7     459.391
           8     451.853
           9     444.187
          10     432.182
          11     423.898
          12     418.502
          13     412.515
          14      408.32
          15     404.388
          16     399.813
          17     395.079
          18     391.978
          19      387.96
          20     384.652
          21     380.572
          22     375.412
          23     366.442
          24     361.739
          25     355.079
          26     346.375
          27     339.736
          28      336.17
          29     333.125
          30     330.912
          31     327.008
          32     323.542
          33     321.169
          34     320.752
          35     317.189
          36     313.569
          37      310.42
          38     307.874
          39     306.131
          40     304.758
          41     303.506
          42     300.892
          43      298.54
          44     294.013
          45      288.61
          46     287.689
          47     285.356
          48     283.078
          49     280.575
          50     278.461
          51     276.543
          52     275.617
          53     273.344
          54     272.496
          55     272.361
          56     270.869
          57     267.935
          58     265.792
          59     266.026
          60     264.149
          61     262.831
          62     261.304
          63     259.137
          64     258.603
          65     257.329
          66     255.538
          67     254.895
          68     252.558
          69     253.713
          70     253.006
          71      252.38
          72     251.092
          73     247.962
          74      247.24
          75     246.091
          76     244.403
          77     242.874
          78     240.732
          79     239.937
          80     238.748
          81     236.596
          82     235.593
          83      235.07
          84     231.974
          85     230.849
          86     228.482
          87     225.869
          88     225.765
          89     225.148
          90     225.781
          91     224.544
          92      223.49
          93     221.215
          94     218.438
          95      216.87
          96     216.924
          97     214.062
          98     214.368
          99      212.92
           0     212.666
           1     211.485
           2     212.355
           3     209.048
           4     205.561
           5     202.793
           6     203.263
           7     203.621
           8     202.785
           9     202.065
          10     203.829
          11     202.663
          12     201.255
          13     198.498
          14     197.808
          15     197.366
          16     198.311
          17     195.932
          18     194.521
          19     193.612
          20       192.7
          21     193.299
          22     191.274
          23     189.692
          24     189.073
          25      188.92
          26     190.043
          27     190.354
          28     190.386
          29     188.157
          30     187.512
          31     186.333
          32      186.11
          33     184.892
          34     182.995
          35     183.289
          36     182.078
          37     184.244
          38     183.913
          39     182.579
          40     182.716
          41     184.449
          42      182.06
          43     182.384
          44     182.783
          45     183.787
          46     181.733
          47     179.256
          48     178.298
          49     176.943
          50     176.558
          51     176.455
          52     175.449
          53       175.1
          54      175.46
          55     174.871
          56     174.184
          57     172.463
          58     170.428
          59     171.662
          60     170.883
          61     171.287
          62     170.654
          63     168.369
          64         168
          65     169.019
          66      168.12
          67     167.187
          68     164.489
          69     163.325
          70     161.414
          71     159.754
          72     160.047
          73     159.825
          74      160.09
          75     161.111
          76     161.563
          77     161.854
          78     161.003
          79     159.913
          80     159.301
          81     158.148
          82     157.027
          83     154.487
          84     155.219
          85     153.741
          86     154.329
          87     153.619
          88     154.604
          89     156.702
          90     154.759
          91     153.766
          92     152.044
          93     152.495
          94     150.114
          95      148.66
          96     148.313
          97     148.196
          98     146.214
          99     145.849
           0     144.087
           1     142.628
           2     139.287
           3     136.216
           4     135.635
           5     133.158
           6     132.175
           7     132.469
           8     130.526
           9     129.681
          10     129.968
          11     128.785
          12      127.96
          13     127.986
          14     128.694
          15     127.605
          16     127.296
          17     127.524
          18     127.507
          19      127.04
          20     126.782
          21      126.99
          22      125.83
          23     125.573
          24     126.423
          25     124.784
          26      124.58
          27     123.256
          28     122.395
          29     120.918
          30     120.324
          31     119.121
          32     118.955
          33     120.944
          34     120.162
          35      120.74
          36     119.798
          37     120.993
          38     120.313
          39      121.56
          40      123.69
          41     122.391
          42     120.698
          43     122.131
          44     121.439
          45     120.892
          46     120.319
          47     120.113
          48     119.525
          49     119.608
          50     119.856
          51     118.926
          52     119.027
          53     120.911
          54     121.854
          55      120.67
          56     119.309
          57     117.978
          58     117.745
          59     118.901
          60     118.794
          61     119.475
          62     119.989
          63     120.465
          64       119.3
          65     116.834
          66     116.659
          67     117.065
          68     117.159
          69     116.958
          70      116.24
          71     116.579
          72      116.77
          73     116.494
          74     115.407
          75     116.065
          76     115.294
          77     114.778
          78     116.456
          79     117.531
          80     116.279
          81     115.957
          82     116.656
          83     116.465
          84     115.003
          85     114.357
          86     115.158
          87     115.085
          88     114.715
          89     115.972
          90     114.677
          91     114.317
          92     113.877
          93      113.76
          94     113.457
          95     113.025
          96     114.631
          97     114.776
          98     114.485
          99     114.349
           0     113.505
           1      113.96
           2     112.445
           3     114.142
           4      115.59
           5     113.428
           6     114.245
           7     114.777
           8     115.782
           9     116.016
          10     115.134
          11     115.944
          12     115.997
          13     115.686
          14     116.275
          15     114.225
          16     114.575
          17     116.015
          18     115.148
          19     115.948
          20     116.203
          21     115.588
          22     116.168
          23     115.676
          24     113.976
          25     114.973
          26     114.892
          27     115.288
          28     113.969
          29     114.566
          30     115.835
          31     114.641
          32     114.795
          33     114.201
          34     114.634
          35      113.64
          36     112.891
          37     111.633
          38      112.12
          39     111.493
          40      109.69
          41     110.268
          42     111.652
          43     110.918
          44      110.65
          45      109.82
          46     112.244
          47      111.69
          48     110.636
          49     111.516
          50     109.846
          51     108.524
          52     109.049
          53     108.016
          54     107.737
          55     107.917
          56      107.82
          57     108.852
          58     107.924
          59     107.761
          60     107.876
          61     109.578
          62     110.823
          63     107.955
          64     107.535
          65     111.793
          66     110.225
          67      111.56
          68     111.116
          69      109.59
          70     108.098
          71     107.219
          72     107.286
          73     106.307
          74     106.259
          75     108.841
          76     108.312
          77     108.238
          78     109.104
          79     108.374
          80     106.715
          81     105.638
          82     106.138
          83     105.547
          84     105.603
          85     106.436
          86     106.429
          87     105.851
          88      105.65
          89     106.107
          90     106.918
          91     106.904
          92     106.974
          93     105.927
          94     107.791
          95     109.864
          96     107.508
          97     105.801
          98     106.976
          99     106.114
           0     104.576
           1     105.384
           2     105.284
           3     103.139
           4     102.345
           5     100.457
           6     99.5657
           7      99.927
           8     100.815
           9     100.241
          10     99.9512
          11     98.6366
          12     99.9957
          13     99.8004
          14     100.091
          15     99.3041
          16     97.8813
          17     97.7449
          18     99.1392
          19     98.2304
          20     97.6358
          21     97.7073
          22     98.5653
          23     98.1937
          24     97.6639
          25     98.1206
          26     98.4859
          27     98.5616
          28     98.1003
          29     98.4825
          30     98.3908
          31     98.3222
          32     98.2151
          33       98.13
          34     97.8505
          35     98.2577
          36     97.9664
          37     98.6007
          38     99.0752
          39     99.3833
          40     97.6493
          41     97.8094
          42     97.8689
          43     97.4527
          44     97.1981
          45     97.5465
          46     96.6825
          47     97.7561
          48     98.8943
          49     97.0379
