#gen      BHL
           0     505.084
           1     500.639
           2     493.667
           3     488.754
           4     482.261
           5     473.106
           6     461.171
           7     452.408
           8     446.205
           9     439.548
          10     431.598
          11     424.473
          12     419.047
          13     415.467
          14     411.123
          15     408.469
          16     403.058
          17      395.54
          18     390.153
          19     384.921
          20     376.356
          21     367.116
          22     359.478
          23     354.057
          24     351.276
          25     347.474
          26     344.203
          27     340.053
          28     336.599
          29     329.138
          30     323.277
          31     316.138
          32     311.912
          33     310.866
          34     308.613
          35     304.462
          36     300.927
          37     299.524
          38     295.939
          39     294.009
          40     289.398
          41     286.492
          42     284.104
          43     282.443
          44     282.088
          45     280.814
          46     277.673
          47     273.904
          48     267.865
          49     265.054
          50      261.11
          51     259.977
          52     257.649
          53     254.745
          54      251.69
          55     251.365
          56     249.004
          57     247.712
          58     246.074
          59     245.017
          60     243.568
          61     241.757
          62     239.995
          63     237.756
          64     235.917
          65     234.366
          66      232.57
          67     231.157
          68     230.654
          69     229.052
          70     227.768
          71     226.663
          72     225.934
          73      224.24
          74     222.157
          75     219.624
          76     218.392
          77     216.453
          78     215.622
          79         214
          80     214.294
          81     214.986
          82     215.555
          83     214.933
          84     216.325
          85     216.834
          86     215.806
          87     215.098
          88     215.164
          89     214.833
          90     212.482
          91     212.599
          92     211.097
          93     211.658
          94      211.21
          95     211.317
          96     210.557
          97     208.965
          98     208.273
          99     206.377
           0     205.035
           1     203.371
           2     204.057
           3     201.431
           4     197.178
           5     195.687
           6     194.584
           7     193.691
           8     191.716
           9     189.314
          10     188.444
          11     187.438
          12      185.27
          13     182.461
          14     181.484
          15     180.498
          16     178.399
          17      178.34
          18     176.999
          19     175.703
          20     175.005
          21     174.312
          22     172.909
          23     173.431
          24     173.006
          25     171.624
          26     170.558
          27     169.705
          28     168.493
          29     167.282
          30     166.133
          31     167.975
          32     167.161
          33     165.452
          34     162.642
          35      159.58
          36     158.551
          37     155.402
          38     155.456
          39     154.103
          40     152.512
          41     152.208
          42     152.735
          43     152.936
          44     153.465
          45     152.139
          46     151.085
          47     151.803
          48     151.152
          49     150.965
          50     150.484
          51     151.737
          52     151.519
          53     151.749
          54     151.128
          55      151.42
          56     150.206
          57     150.251
          58     149.581
          59      150.56
          60      150.43
          61     150.911
          62     151.324
          63      150.91
          64     149.851
          65     150.054
          66      149.74
          67     148.928
          68     147.123
          69     145.784
          70      146.46
          71     146.328
          72     144.954
          73     143.442
          74     142.724
          75     141.949
          76     140.541
          77     140.255
          78     140.829
          79     139.947
          80     138.532
          81     137.204
          82      136.84
          83     136.356
          84     137.049
          85     137.394
          86     137.374
          87     137.066
          88     138.246
          89     136.895
          90     136.072
          91     137.162
          92     136.976
          93      137.68
          94      136.56
          95     135.661
          96     136.571
          97     136.465
          98     136.378
          99     135.022
           0     134.802
           1       136.1
           2     136.827
           3     135.298
           4     134.491
           5     133.495
           6     133.986
           7         136
           8     134.075
           9      134.52
          10     135.146
          11     134.887
          12     134.326
          13     132.843
          14     132.768
          15     132.397
          16      133.42
          17     133.597
          18     133.472
          19     131.961
          20     132.269
          21     131.509
          22     130.558
          23     131.313
          24     131.956
          25     131.911
          26      131.94
          27     130.689
          28     130.131
          29     129.763
          30     130.781
          31      129.89
          32     130.409
          33     129.358
          34     128.152
          35     126.959
          36     127.914
          37     127.949
          38     127.624
          39     127.496
          40     126.671
          41     127.642
          42     129.191
          43     129.156
          44     130.047
          45      129.82
          46     129.636
          47     128.096
          48     129.355
          49     127.876
          50     127.343
          51     127.191
          52     128.144
          53      128.07
          54      127.44
          55     127.065
          56     126.404
          57     125.468
          58     124.616
          59     122.707
          60     121.407
          61     121.464
          62     122.113
          63      120.46
          64     118.777
          65     119.214
          66     117.383
          67      117.56
          68     117.482
          69     117.041
          70     117.844
          71     116.799
          72     117.245
          73     117.872
          74     117.463
          75     118.088
          76     117.639
          77     117.389
          78     117.792
          79     116.948
          80     116.277
          81      115.74
          82     114.018
          83     115.177
          84     115.966
          85     116.272
          86     115.701
          87     115.158
          88     116.076
          89     116.186
          90     115.373
          91     116.173
          92      114.88
          93     115.205
          94     115.067
          95     114.982
          96     115.169
          97     114.192
          98     114.649
          99      114.42
           0     116.457
           1      117.69
           2     118.499
           3      117.76
           4     118.892
           5      116.89
           6     117.655
           7     114.578
           8     115.372
           9     113.307
          10      112.84
          11     112.933
          12     112.333
          13     112.243
          14     111.755
          15      112.71
          16     112.982
          17     112.933
          18     113.254
          19     111.656
          20     109.877
          21     111.691
          22     111.006
          23     112.042
          24     111.342
          25     110.063
          26     109.382
          27     109.242
          28     110.128
          29     108.763
          30      108.37
          31      107.83
          32     108.381
          33     107.609
          34     107.859
          35     108.735
          36     107.595
          37     108.191
          38     107.732
          39     107.247
          40     107.498
          41     107.756
          42     107.409
          43     107.442
          44     107.233
          45     107.654
          46     106.191
          47     106.711
          48     106.608
          49     106.542
          50     105.987
          51     105.502
          52     106.088
          53     105.686
          54     106.637
          55     106.545
          56     104.978
          57     104.289
          58     105.044
          59     104.251
          60     104.023
          61     104.144
          62     106.194
          63     105.489
          64      105.07
          65     103.744
          66     104.106
          67     104.927
          68     104.745
          69     104.154
          70     103.687
          71     103.071
          72     102.459
          73     102.865
          74     102.981
          75     103.129
          76     103.296
          77     102.891
          78     103.688
          79     104.237
          80     104.428
          81     103.472
