# T          A
    0.666667       0.875
        0.67       0.875
     0.67335           1
    0.676717           1
      0.6801       0.875
    0.683501           1
    0.686918        0.75
    0.690353           1
    0.693805           1
    0.697274           1
     0.70076    0.888889
    0.704264    0.888889
    0.707785    0.777778
    0.711324           1
    0.714881           1
    0.718455    0.888889
    0.722047    0.777778
    0.725658    0.777778
    0.729286           1
    0.732932    0.888889
    0.736597    0.555556
     0.74028    0.888889
    0.743981           1
    0.747701           1
     0.75144    0.888889
    0.755197           1
    0.758973           1
    0.762768    0.888889
    0.766582           1
    0.770415         0.9
    0.774267           1
    0.778138           1
    0.782029           1
    0.785939         0.8
    0.789869           1
    0.793818         0.9
    0.797787           1
    0.801776           1
    0.805785           1
    0.809814         0.9
    0.813863         0.9
    0.817932           1
    0.822022         0.9
    0.826132         0.9
    0.830263           1
    0.834414           1
    0.838586         0.6
    0.842779         0.8
    0.846993    0.818182
    0.851228    0.909091
    0.855484    0.909091
    0.859761    0.636364
     0.86406    0.909091
     0.86838    0.727273
    0.872722    0.818182
    0.877086    0.909091
    0.881471           1
    0.885879           1
    0.890308           1
     0.89476           1
    0.899233    0.909091
     0.90373    0.909091
    0.908248    0.818182
    0.912789    0.818182
    0.917353    0.818182
     0.92194    0.909091
     0.92655    0.666667
    0.931183        0.75
    0.935839    0.833333
    0.940518    0.833333
     0.94522    0.833333
    0.949946    0.833333
    0.954696    0.833333
     0.95947    0.833333
    0.964267        0.75
    0.969088    0.833333
    0.973934    0.833333
    0.978803        0.75
    0.983697           1
    0.988616    0.916667
    0.993559           1
    0.998527    0.916667
     1.00352    0.846154
     1.00854    0.846154
     1.01358    0.846154
     1.01865    0.846154
     1.02374           1
     1.02886    0.923077
       1.034    0.846154
     1.03917    0.846154
     1.04437    0.923077
     1.04959    0.846154
     1.05484    0.846154
     1.06011    0.769231
     1.06541    0.692308
     1.07074    0.692308
      1.0761    0.692308
     1.08148    0.642857
     1.08688    0.571429
     1.09232           1
     1.09778    0.785714
     1.10327           1
     1.10878    0.785714
     1.11433    0.785714
      1.1199           1
      1.1255           1
     1.13113           1
     1.13678    0.857143
     1.14247    0.928571
     1.14818           1
     1.15392           1
