#step 	 	 AVERAGE 	 	 ERROR
1 	 	 1 	 	 0
2 	 	 1.4164 	 	 0.00402232
3 	 	 1.73989 	 	 0.00578657
4 	 	 2.00694 	 	 0.00673655
5 	 	 2.24566 	 	 0.00721962
6 	 	 2.45711 	 	 0.00858708
7 	 	 2.65021 	 	 0.00968387
8 	 	 2.82684 	 	 0.0109845
9 	 	 2.99419 	 	 0.0120634
10 	 	 3.16484 	 	 0.012684
11 	 	 3.31665 	 	 0.0133408
12 	 	 3.47033 	 	 0.0135885
13 	 	 3.6135 	 	 0.0140367
14 	 	 3.74996 	 	 0.0146774
15 	 	 3.8824 	 	 0.0150181
16 	 	 4.01203 	 	 0.0167433
17 	 	 4.14256 	 	 0.0178456
18 	 	 4.26601 	 	 0.0185594
19 	 	 4.38034 	 	 0.0196141
20 	 	 4.48727 	 	 0.0202974
21 	 	 4.60185 	 	 0.0206392
22 	 	 4.7115 	 	 0.0212708
23 	 	 4.80951 	 	 0.0220316
24 	 	 4.91542 	 	 0.0217326
25 	 	 5.01073 	 	 0.022272
26 	 	 5.1124 	 	 0.022435
27 	 	 5.21354 	 	 0.0232838
28 	 	 5.30364 	 	 0.0237429
29 	 	 5.38984 	 	 0.0243376
30 	 	 5.48314 	 	 0.0244265
31 	 	 5.57021 	 	 0.0249607
32 	 	 5.6499 	 	 0.0240603
33 	 	 5.73876 	 	 0.0247466
34 	 	 5.8258 	 	 0.0263495
35 	 	 5.91376 	 	 0.0264884
36 	 	 5.99977 	 	 0.0262616
37 	 	 6.08651 	 	 0.0261999
38 	 	 6.17458 	 	 0.0268347
39 	 	 6.266 	 	 0.0275667
40 	 	 6.34965 	 	 0.0272577
41 	 	 6.43164 	 	 0.0270868
42 	 	 6.50546 	 	 0.0278438
43 	 	 6.5786 	 	 0.0276201
44 	 	 6.65617 	 	 0.028502
45 	 	 6.72913 	 	 0.0293907
46 	 	 6.79991 	 	 0.0299509
47 	 	 6.8686 	 	 0.0295555
48 	 	 6.94063 	 	 0.0305426
49 	 	 7.01391 	 	 0.0306342
50 	 	 7.08484 	 	 0.0309103
51 	 	 7.14356 	 	 0.0318648
52 	 	 7.21683 	 	 0.0321273
53 	 	 7.28567 	 	 0.0322752
54 	 	 7.35209 	 	 0.0337768
55 	 	 7.42053 	 	 0.0334414
56 	 	 7.486 	 	 0.0341918
57 	 	 7.55152 	 	 0.0340651
58 	 	 7.61148 	 	 0.0333712
59 	 	 7.68349 	 	 0.0336197
60 	 	 7.74154 	 	 0.0326738
61 	 	 7.8045 	 	 0.0323131
62 	 	 7.86492 	 	 0.0327966
63 	 	 7.92408 	 	 0.0325372
64 	 	 7.98519 	 	 0.0338964
65 	 	 8.03965 	 	 0.0335531
66 	 	 8.11178 	 	 0.0333783
67 	 	 8.18246 	 	 0.0338939
68 	 	 8.23771 	 	 0.0353371
69 	 	 8.29975 	 	 0.0357365
70 	 	 8.36787 	 	 0.0366694
71 	 	 8.4312 	 	 0.0369115
72 	 	 8.49043 	 	 0.0371352
73 	 	 8.53806 	 	 0.036992
74 	 	 8.6013 	 	 0.0374245
75 	 	 8.66067 	 	 0.0370776
76 	 	 8.72368 	 	 0.0377773
77 	 	 8.77032 	 	 0.0376956
78 	 	 8.83958 	 	 0.0381699
79 	 	 8.89924 	 	 0.0379919
80 	 	 8.95997 	 	 0.0383951
81 	 	 9.01698 	 	 0.0391032
82 	 	 9.07113 	 	 0.0392246
83 	 	 9.12059 	 	 0.0397378
84 	 	 9.17722 	 	 0.0393869
85 	 	 9.23174 	 	 0.0390766
86 	 	 9.27643 	 	 0.0393702
87 	 	 9.32893 	 	 0.0391819
88 	 	 9.375 	 	 0.0382053
89 	 	 9.43711 	 	 0.0388276
90 	 	 9.47935 	 	 0.0392514
91 	 	 9.52563 	 	 0.0390489
92 	 	 9.57567 	 	 0.0381638
93 	 	 9.62625 	 	 0.0383169
94 	 	 9.68113 	 	 0.0380103
95 	 	 9.73162 	 	 0.0375439
96 	 	 9.7873 	 	 0.0379408
97 	 	 9.83757 	 	 0.0388806
98 	 	 9.8842 	 	 0.0399188
99 	 	 9.94065 	 	 0.0399932
100 	 	 9.98924 	 	 0.0404268
