   #BLOCK      # VELOCITY:     AVE_POFV:        ERROR:
           1     0.10328           0           0
           1    0.309839   0.0337765           0
           1    0.516398   0.0823681           0
           1    0.722957    0.171483           0
           1    0.929516    0.198468           0
           1     1.13608    0.240448           0
           1     1.34263    0.292984           0
           1     1.54919    0.290967           0
           1     1.75575    0.316406           0
           1     1.96231    0.386066           0
           1     2.16887    0.375464           0
           1     2.37543    0.365558           0
           1     2.58199    0.310825           0
           1     2.78855    0.366499           0
           1     2.99511    0.328352           0
           1     3.20167    0.218169           0
           1     3.40823    0.221038           0
           1     3.61478    0.191811           0
           1     3.82134    0.136922           0
           1      4.0279   0.0994917           0
           1     4.23446   0.0781321           0
           1     4.44102   0.0433021           0
           1     4.64758   0.0155099           0
           1     4.85414   0.0138961           0
           1      5.0607    0.015353           0
           1     5.26726   0.0027344           0
           1     5.47382  0.00228614           0
           1     5.68038  0.00118789           0
           1     5.88693  0.00192753           0
           1     6.09349  0.00197235           0
           2     0.10328           0           0
           2    0.309839   0.0488045   0.0106264
           2    0.516398    0.109611   0.0192638
           2    0.722957    0.215737   0.0312928
           2    0.929516    0.261157   0.0443281
           2     1.13608     0.27818   0.0266809
           2     1.34263    0.350608   0.0407464
           2     1.54919    0.293903  0.00207615
           2     1.75575    0.330335  0.00984981
           2     1.96231    0.413869     0.01966
           2     2.16887    0.366689  0.00620467
           2     2.37543    0.306947   0.0414437
           2     2.58199    0.292289   0.0131067
           2     2.78855    0.309144   0.0405562
           2     2.99511    0.266705   0.0435912
           2     3.20167    0.243933   0.0182178
           2     3.40823    0.209305  0.00829667
           2     3.61478    0.163873   0.0197551
           2     3.82134    0.104736   0.0227584
           2      4.0279    0.102394  0.00205237
           2     4.23446   0.0489166   0.0206585
           2     4.44102   0.0267837   0.0116803
           2     4.64758  0.00868508  0.00482585
           2     4.85414  0.00832647  0.00393834
           2      5.0607  0.00776614   0.0053647
           2     5.26726   0.0156331  0.00912079
           2     5.47382  0.00554724  0.00230595
           2     5.68038  0.00161374 0.000301121
           2     5.88693  0.00114307 0.000554696
           2     6.09349  0.00114307 0.000586393
           3     0.10328           0           0
           3    0.309839   0.0590212   0.0109441
           3    0.516398    0.112073   0.0129989
           3    0.722957     0.21657   0.0208729
           3    0.929516    0.262771   0.0295814
           3     1.13608    0.354381   0.0647103
           3     1.34263    0.383451   0.0381705
           3     1.54919    0.320971   0.0221439
           3     1.75575    0.341598   0.0112997
           3     1.96231    0.393163   0.0213918
           3     2.16887    0.341897   0.0206614
           3     2.37543    0.299999   0.0282055
           3     2.58199    0.291086   0.0087928
           3     2.78855    0.280186   0.0359174
           3     2.99511    0.260657   0.0294773
           3     3.20167    0.215636   0.0261018
           3     3.40823    0.185386   0.0202975
           3     3.61478     0.16969   0.0140001
           3     3.82134    0.103705   0.0151956
           3      4.0279   0.0875605   0.0121887
           3     4.23446   0.0352334    0.017734
           3     4.44102   0.0207471   0.0092157
           3     4.64758  0.00999624  0.00339068
           3     4.85414  0.00588717   0.0032955
           3      5.0607  0.00519984  0.00414508
           3     5.26726   0.0104445  0.00741085
           3     5.47382  0.00469181  0.00168853
           3     5.68038   0.0026298 0.000853553
           3     5.88693  0.00196488  0.00076616
           3     6.09349 0.000769516 0.000495835
           4     0.10328           0           0
           4    0.309839   0.0575344  0.00830844
           4    0.516398    0.108894   0.0101304
           4    0.722957    0.204469   0.0188388
           4    0.929516    0.260737   0.0222559
           4     1.13608    0.357354    0.048601
           4     1.34263    0.411179    0.037366
           4     1.54919    0.334773   0.0204624
           4     1.75575    0.357472   0.0161497
           4     1.96231    0.407924   0.0205139
           4     2.16887    0.345823   0.0158647
           4     2.37543    0.307558   0.0221439
           4     2.58199    0.291101  0.00659461
           4     2.78855    0.256798   0.0337032
           4     2.99511    0.261342    0.022116
           4     3.20167     0.21098   0.0199873
           4     3.40823    0.162332   0.0251068
           4     3.61478    0.149714   0.0202367
           4     3.82134    0.106451   0.0116421
           4      4.0279   0.0870693  0.00915144
           4     4.23446   0.0303081   0.0139677
           4     4.44102   0.0198188  0.00695837
           4     4.64758   0.0085562  0.00283235
           4     4.85414   0.0159133  0.00902781
           4      5.0607  0.00836569  0.00414508
           4     5.26726   0.0138065  0.00627455
           4     5.47382   0.0090773  0.00400352
           4     5.68038  0.00241501 0.000666643
           4     5.88693  0.00151288  0.00069528
           4     6.09349 0.000621963 0.000393219
           5     0.10328           0           0
           5    0.309839   0.0504788  0.00916542
           5    0.516398   0.0987969   0.0121343
           5    0.722957     0.20274   0.0151502
           5    0.929516    0.269441   0.0194324
           5     1.13608    0.354898   0.0389428
           5     1.34263    0.409707   0.0299218
           5     1.54919    0.346726   0.0195518
           5     1.75575    0.401728   0.0416387
           5     1.96231    0.418887   0.0191175
           5     2.16887    0.353325   0.0143562
           5     2.37543    0.312757   0.0183152
           5     2.58199    0.277008    0.013665
           5     2.78855    0.259521   0.0270724
           5     2.99511    0.243066   0.0240887
           5     3.20167    0.189095   0.0252754
           5     3.40823    0.150114   0.0228661
           5     3.61478    0.137742   0.0194102
           5     3.82134    0.102778  0.00987625
           5      4.0279   0.0887514  0.00747415
           5     4.23446   0.0327455   0.0113849
           5     4.44102   0.0243272  0.00687376
           5     4.64758  0.00840491  0.00226991
           5     4.85414   0.0175719  0.00737303
           5      5.0607  0.00998728  0.00361938
           5     5.26726   0.0219693  0.00886016
           5     5.47382  0.00925213  0.00320663
           5     5.68038  0.00421815  0.00169866
           5     5.88693  0.00253716  0.00107178
           5     6.09349 0.000600671 0.000315151
           6     0.10328           0           0
           6    0.309839   0.0474784   0.0081141
           6    0.516398   0.0983599   0.0101198
           6    0.722957    0.193601   0.0151327
           6    0.929516    0.265644   0.0165606
           6     1.13608    0.344661    0.033771
           6     1.34263    0.400888   0.0262022
           6     1.54919    0.361889   0.0213792
           6     1.75575     0.41939   0.0382619
           6     1.96231    0.426521   0.0173888
           6     2.16887    0.350787   0.0121856
           6     2.37543    0.334844   0.0252882
           6     2.58199     0.30976   0.0319937
           6     2.78855     0.26564   0.0232415
           6     2.99511     0.22471   0.0261483
           6     3.20167    0.172592   0.0258959
           6     3.40823    0.141005   0.0207906
           6     3.61478    0.121826   0.0217422
           6     3.82134    0.103108  0.00823572
           6      4.0279   0.0798915   0.0102083
           6     4.23446   0.0354725  0.00980855
           6     4.44102   0.0228576  0.00588312
           6     4.64758   0.0124953  0.00418579
           6     4.85414   0.0223347  0.00752692
           6      5.0607   0.0127381  0.00392467
           6     5.26726   0.0203772  0.00752515
           6     5.47382   0.0099178  0.00274042
           6     5.68038  0.00386626  0.00145154
           6     5.88693   0.0021143 0.000972995
