#       T       BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
       1.225          12    0.364876    0.364285  0.00144729
       1.225          13    0.353507    0.363456   0.0015554
       1.225          14    0.366918    0.363703  0.00146383
       1.225          15     0.36553    0.363825   0.0013713
       1.225          16    0.359774    0.363572  0.00130876
       1.225          17     0.36573    0.363699  0.00123791
       1.225          18    0.353321    0.363122  0.00129646
       1.225          19    0.369106    0.363437   0.0012659
       1.225          20    0.374997    0.364015  0.00132802
        1.25           1    0.351285    0.351285           0
        1.25           2    0.355528    0.353406  0.00149998
        1.25           3    0.360471    0.355761  0.00216733
        1.25           4     0.35689    0.356043  0.00164377
        1.25           5    0.361766    0.357188  0.00166649
        1.25           6    0.363863      0.3583  0.00172044
