#      T        BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
         1.8          14    0.028288   0.0322013   0.0010246
         1.8          15    0.037128   0.0325297  0.00100757
         1.8          16    0.034134     0.03263 0.000949569
         1.8          17    0.029998   0.0324752 0.000906245
         1.8          18    0.039104   0.0328434 0.000927712
         1.8          19    0.038996   0.0331673 0.000933691
         1.8          20     0.04189   0.0336034 0.000983608
       1.825           1    0.036652    0.036652           0
       1.825           2     0.02619    0.031421  0.00369888
       1.825           3    0.034738   0.0325267  0.00262598
       1.825           4    0.041484    0.034766  0.00276402
       1.825           5     0.03446   0.0347048   0.0022119
       1.825           6    0.039958   0.0355803  0.00200907
       1.825           7     0.02726   0.0343917  0.00204364
       1.825           8    0.040082    0.035103  0.00190796
       1.825           9    0.034528   0.0350391  0.00169703
       1.825          10    0.022038    0.033739  0.00196316
       1.825          11     0.02847     0.03326   0.0018422
       1.825          12    0.039308    0.033764  0.00175627
       1.825          13    0.038302   0.0341131   0.0016555
       1.825          14     0.03564   0.0342221  0.00154084
       1.825          15    0.026452   0.0337041   0.0015227
       1.825          16     0.02527    0.033177  0.00151603
       1.825          17    0.020798   0.0324488  0.00159216
       1.825          18    0.025814   0.0320802  0.00154578
       1.825          19    0.033322   0.0321456  0.00146581
       1.825          20    0.028504   0.0319635  0.00140378
        1.85           1    0.039056    0.039056           0
        1.85           2     0.03091    0.034983  0.00288005
        1.85           3     0.02961    0.033192   0.0024135
        1.85           4     0.01812    0.029424  0.00373161
        1.85           5     0.03884   0.0313072   0.0034277
        1.85           6     0.03387   0.0317343   0.0028829
        1.85           7     0.02724   0.0310923  0.00254155
        1.85           8    0.043612   0.0326573  0.00266243
        1.85           9    0.033164   0.0327136   0.0023672
        1.85          10    0.033028    0.032745  0.00213068
        1.85          11    0.033642   0.0328265  0.00193855
        1.85          12    0.038178   0.0332725  0.00182758
        1.85          13    0.028702   0.0329209  0.00172048
        1.85          14    0.038412   0.0333131  0.00164169
        1.85          15    0.035778   0.0334775  0.00154044
        1.85          16    0.038642   0.0338003   0.0014776
        1.85          17     0.03924   0.0341202   0.0014249
        1.85          18    0.039092   0.0343964  0.00137225
        1.85          19    0.030348   0.0341834  0.00131647
        1.85          20    0.017482   0.0333483  0.00149217
       1.875           1    0.052324    0.052324           0
       1.875           2    0.023854    0.038089   0.0100657
       1.875           3     0.03443   0.0368693  0.00678394
       1.875           4    0.032482   0.0357725  0.00517586
       1.875           5     0.03029    0.034676  0.00425525
       1.875           6    0.021262   0.0324403   0.0040914
       1.875           7    0.042374   0.0338594  0.00374494
       1.875           8    0.035686   0.0340878  0.00328378
       1.875           9    0.029944   0.0336273  0.00295102
       1.875          10    0.027254     0.03299  0.00272387
       1.875          11     0.03449   0.0331264  0.00247965
       1.875          12    0.037292   0.0334735  0.00229719
       1.875          13    0.028322   0.0330772  0.00215439
       1.875          14    0.033818   0.0331301  0.00200115
       1.875          15    0.034694   0.0332344  0.00187046
       1.875          16    0.034724   0.0333275  0.00175587
       1.875          17    0.036764   0.0335296  0.00166418
       1.875          18    0.024708   0.0330396   0.0016423
       1.875          19    0.034834    0.033134  0.00155858
       1.875          20    0.023092   0.0326319  0.00155943
         1.9           1     0.02599     0.02599           0
         1.9           2    0.031828    0.028909  0.00206404
         1.9           3    0.029232   0.0290167  0.00137884
         1.9           4    0.030048   0.0292745  0.00105796
         1.9           5    0.030472    0.029514 0.000873055
         1.9           6    0.033646   0.0302027  0.00096153
         1.9           7    0.035296   0.0309303  0.00106445
         1.9           8     0.02917   0.0307103 0.000953864
         1.9           9     0.02416   0.0299824  0.00109075
         1.9          10    0.027676   0.0297518  0.00100577
         1.9          11    0.032668   0.0300169 0.000948631
         1.9          12     0.03364   0.0303188 0.000916367
         1.9          13    0.030868   0.0303611 0.000846851
         1.9          14    0.029036   0.0302664 0.000791633
         1.9          15    0.023508   0.0298159 0.000857544
         1.9          16    0.028248   0.0297179 0.000809527
         1.9          17    0.029442   0.0297016 0.000762071
         1.9          18    0.039528   0.0302476 0.000894134
         1.9          19    0.027814   0.0301195 0.000856199
         1.9          20    0.032894   0.0302582 0.000824551
       1.925           1    0.017084    0.017084           0
       1.925           2     0.02523    0.021157  0.00288005
       1.925           3    0.023748   0.0220207  0.00204543
       1.925           4    0.025924   0.0229965  0.00175145
       1.925           5    0.025154    0.023428  0.00145334
       1.925           6    0.033086   0.0250377   0.0019042
       1.925           7    0.030824   0.0258643  0.00180269
       1.925           8    0.026644   0.0259618  0.00157998
       1.925           9    0.022264   0.0255509  0.00145687
       1.925          10     0.03237   0.0262328  0.00146209
       1.925          11    0.034674   0.0270002  0.00151725
       1.925          12    0.036142    0.027762  0.00157046
       1.925          13    0.031714    0.028066  0.00147879
       1.925          14    0.019324   0.0274416  0.00149921
       1.925          15    0.029158    0.027556  0.00140362
       1.925          16    0.028844   0.0276365   0.0013182
       1.925          17    0.032082    0.027898  0.00126633
       1.925          18    0.032212   0.0281377  0.00121845
       1.925          19    0.023982   0.0279189  0.00117379
       1.925          20    0.023974   0.0277217  0.00113155
        1.95           1    0.027862    0.027862           0
        1.95           2    0.020048    0.023955  0.00276267
        1.95           3    0.035062   0.0276573  0.00353982
        1.95           4    0.023284    0.026564  0.00281866
        1.95           5    0.026838   0.0266188  0.00225546
        1.95           6    0.021978   0.0258453   0.0020078
        1.95           7    0.024282    0.025622  0.00173335
        1.95           8    0.028936   0.0260363   0.0015654
        1.95           9    0.027966   0.0262507  0.00140607
        1.95          10    0.030172   0.0266428  0.00131901
        1.95          11    0.018964   0.0259447  0.00137144
        1.95          12    0.040262   0.0271378  0.00169862
        1.95          13    0.027014   0.0271283  0.00156798
        1.95          14     0.02634    0.027072    0.001457
        1.95          15    0.038412    0.027828  0.00154359
        1.95          16    0.022486   0.0274941  0.00148278
        1.95          17     0.01852   0.0269662  0.00148656
        1.95          18    0.024898   0.0268513  0.00140841
        1.95          19    0.024828   0.0267448   0.0013383
        1.95          20    0.025608    0.026688  0.00127259
       1.975           1    0.034356    0.034356           0
       1.975           2      0.0302    0.032278  0.00146937
       1.975           3    0.026536    0.030364  0.00184441
       1.975           4     0.01656    0.026913  0.00329326
       1.975           5    0.027834   0.0270972  0.00263976
       1.975           6    0.032448    0.027989  0.00234561
       1.975           7    0.024276   0.0274586  0.00206963
       1.975           8    0.028698   0.0276135  0.00181671
       1.975           9    0.034806   0.0284127  0.00178198
       1.975          10    0.026728   0.0282442  0.00161173
       1.975          11    0.024714   0.0279233  0.00149682
       1.975          12    0.027658   0.0279012  0.00137225
       1.975          13    0.027094   0.0278391  0.00126809
       1.975          14     0.02625   0.0277256  0.00118258
       1.975          15    0.039176   0.0284889  0.00132745
       1.975          16     0.02762   0.0284346   0.0012456
       1.975          17    0.025096   0.0282382  0.00118771
       1.975          18    0.019852   0.0277723  0.00120966
       1.975          19    0.030364   0.0279087  0.00115365
       1.975          20    0.020574    0.027542  0.00115279
           2           1    0.021518    0.021518           0
           2           2    0.025694    0.023606  0.00147644
           2           3    0.034848   0.0273533  0.00321411
           2           4    0.020378   0.0256095  0.00284458
           2           5    0.027812     0.02605  0.00230952
           2           6    0.027252   0.0262503  0.00193327
           2           7    0.020186    0.025384  0.00184099
           2           8    0.020662   0.0247938  0.00170286
           2           9     0.02709   0.0250489  0.00153265
           2          10    0.028034   0.0253474  0.00140815
           2          11    0.040128   0.0266911  0.00181111
           2          12    0.027208   0.0267342   0.0016607
           2          13    0.024494   0.0265618  0.00154187
           2          14    0.028348   0.0266894    0.001437
           2          15     0.02357   0.0264815  0.00135617
           2          16    0.026506    0.026483  0.00127141
           2          17    0.030934   0.0267448  0.00122328
           2          18     0.03089   0.0269751   0.0011768
           2          19    0.018496   0.0265288  0.00119649
           2          20    0.029924   0.0266986  0.00114864
