#       T       BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
        1.25           7     0.35518    0.357304 0.000866769
        1.25           8    0.349645    0.356346  0.00117353
        1.25           9    0.362779    0.357061  0.00124186
        1.25          10    0.362052     0.35756  0.00121384
        1.25          11    0.352862    0.357133  0.00117623
        1.25          12    0.353023    0.356791  0.00112699
        1.25          13     0.36007    0.357043  0.00106816
        1.25          14    0.361724    0.357377  0.00104289
        1.25          15    0.360679    0.357597 0.000996315
        1.25          16    0.352363     0.35727 0.000986287
        1.25          17    0.346177    0.356618  0.00112358
        1.25          18    0.353989    0.356472  0.00107061
        1.25          19    0.355462    0.356418  0.00101558
        1.25          20    0.359794    0.356587 0.000978724
       1.275           1    0.352555    0.352555           0
       1.275           2    0.355284    0.353919 0.000964818
       1.275           3    0.349907    0.352582  0.00126721
       1.275           4     0.34741    0.351289  0.00146879
       1.275           5     0.34985    0.351001  0.00120289
       1.275           6    0.345384    0.350065  0.00131729
       1.275           7    0.350873     0.35018  0.00113415
       1.275           8    0.359028    0.351286  0.00143358
       1.275           9    0.351112    0.351267  0.00127442
       1.275          10    0.348135    0.350954  0.00118483
       1.275          11    0.347733    0.350661  0.00111271
       1.275          12    0.351336    0.350717  0.00102141
       1.275          13    0.332216    0.349294  0.00166091
       1.275          14    0.354451    0.349662   0.0015826
       1.275          15    0.356661    0.350129  0.00154434
       1.275          16    0.354939     0.35043  0.00147678
       1.275          17    0.343014    0.349993  0.00145291
       1.275          18      0.3586    0.350472  0.00144874
       1.275          19    0.348902    0.350389  0.00137485
       1.275          20    0.344513    0.350095  0.00133712
         1.3           1    0.343815    0.343815           0
         1.3           2    0.340077    0.341946  0.00132189
         1.3           3    0.343505    0.342466 0.000978109
         1.3           4    0.347331    0.343682  0.00128373
         1.3           5     0.34332     0.34361  0.00102903
         1.3           6    0.336588    0.342439  0.00136984
         1.3           7    0.344284    0.342703  0.00119923
         1.3           8    0.349255    0.343522  0.00129925
         1.3           9    0.341098    0.343253  0.00118248
         1.3          10    0.347985    0.343726  0.00115507
         1.3          11    0.345881    0.343922  0.00106655
         1.3          12    0.336599    0.343312  0.00113896
         1.3          13    0.349355    0.343776  0.00114228
         1.3          14    0.342164    0.343661  0.00106649
         1.3          15    0.345255    0.343767  0.00100066
         1.3          16    0.343869    0.343774 0.000938143
         1.3          17    0.335105    0.343264   0.0010121
         1.3          18    0.346026    0.343417 0.000967433
         1.3          19    0.343376    0.343415 0.000916518
         1.3          20    0.343055    0.343397 0.000870869
       1.325           1    0.339518    0.339518           0
       1.325           2    0.340183     0.33985 0.000235107
       1.325           3    0.334263    0.337988  0.00152873
       1.325           4    0.331953    0.336479  0.00173825
       1.325           5    0.331345    0.335452  0.00166649
       1.325           6    0.340043    0.336217  0.00155452
       1.325           7    0.334092    0.335914  0.00136177
       1.325           8    0.331206    0.335325  0.00131257
       1.325           9     0.33874    0.335705  0.00122034
       1.325          10    0.341144    0.336249  0.00121349
       1.325          11    0.331068    0.335778  0.00119105
       1.325          12    0.340134    0.336141  0.00114579
       1.325          13    0.343216    0.336685  0.00117985
       1.325          14    0.345772    0.337334  0.00126152
       1.325          15    0.340743    0.337561  0.00119772
       1.325          16    0.339149    0.337661  0.00112696
       1.325          17    0.336482    0.337591   0.0010628
       1.325          18     0.34167    0.337818  0.00102762
       1.325          19    0.340467    0.337957 0.000982951
       1.325          20    0.339463    0.338032 0.000936683
        1.35           1    0.333234    0.333234           0
        1.35           2     0.33731    0.335272  0.00144101
        1.35           3    0.332843    0.334462  0.00116612
        1.35           4    0.329635    0.333256   0.0013628
        1.35           5    0.329453    0.332495  0.00128501
        1.35           6     0.34122    0.333949  0.00170549
        1.35           7    0.333618    0.333902   0.0014625
        1.35           8    0.328904    0.333277  0.00140679
        1.35           9    0.324992    0.332357  0.00152216
        1.35          10    0.329925    0.332113  0.00138924
        1.35          11    0.332613    0.332159  0.00126369
        1.35          12    0.332945    0.332224  0.00116007
        1.35          13    0.325929     0.33174  0.00116753
        1.35          14    0.332482    0.331793  0.00108534
        1.35          15    0.327635    0.331516  0.00104778
        1.35          16    0.327508    0.331265  0.00101179
        1.35          17    0.338344    0.331682   0.0010344
        1.35          18    0.330234    0.331601  0.00098005
        1.35          19    0.335213    0.331791 0.000946725
        1.35          20    0.323142    0.331359 0.000993259
       1.375           1    0.328734    0.328734           0
       1.375           2    0.325454    0.327094  0.00115959
       1.375           3    0.331956    0.328715  0.00153257
       1.375           4    0.316351    0.325624  0.00291326
       1.375           5    0.325356     0.32557   0.0023311
       1.375           6    0.333841    0.326949  0.00231453
       1.375           7    0.326518    0.326887  0.00198471
       1.375           8    0.332242    0.327556  0.00184604
       1.375           9    0.321371    0.326869  0.00176423
       1.375          10    0.324809    0.326663  0.00159978
       1.375          11    0.324885    0.326502  0.00146249
       1.375          12    0.322195    0.326143  0.00138395
       1.375          13    0.325415    0.326087  0.00127863
       1.375          14    0.319712    0.325631  0.00126577
       1.375          15    0.324019    0.325524  0.00118594
       1.375          16    0.331786    0.325915  0.00117463
       1.375          17     0.32831    0.326056  0.00111395
       1.375          18    0.326064    0.326057  0.00105207
       1.375          19    0.319899    0.325732  0.00104542
       1.375          20    0.322696    0.325581  0.00100411
         1.4           1    0.323149    0.323149           0
         1.4           2    0.318648    0.320899  0.00159144
         1.4           3    0.322023    0.321273  0.00110419
         1.4           4    0.317174    0.320249  0.00121393
         1.4           5    0.310282    0.318255  0.00203016
         1.4           6    0.316762    0.318006  0.00170699
         1.4           7    0.311357    0.317056  0.00170707
         1.4           8    0.313264    0.316582  0.00155812
         1.4           9     0.31462    0.316364  0.00140017
         1.4          10    0.323596    0.317088  0.00143481
         1.4          11    0.319915    0.317345   0.0013272
         1.4          12    0.317898    0.317391   0.0012174
         1.4          13    0.320339    0.317618  0.00114469
         1.4          14    0.314419    0.317389  0.00108549
         1.4          15    0.316688    0.317342  0.00101412
         1.4          16    0.317224    0.317335 0.000950769
         1.4          17    0.318223    0.317387 0.000896276
         1.4          18    0.320227    0.317545 0.000860254
         1.4          19    0.319834    0.317665 0.000823368
         1.4          20    0.319061    0.317735 0.000785152
       1.425           1    0.316164    0.316164           0
       1.425           2    0.307864    0.312014  0.00293424
       1.425           3    0.313853    0.312627  0.00201916
       1.425           4    0.314101    0.312995  0.00154763
       1.425           5    0.310561    0.312509  0.00131244
       1.425           6    0.307523    0.311678  0.00133103
       1.425           7    0.306301     0.31091  0.00134433
       1.425           8    0.314361    0.311341  0.00124361
       1.425           9    0.306131    0.310762  0.00123282
       1.425          10    0.313964    0.311082  0.00115036
       1.425          11    0.310511     0.31103  0.00104695
       1.425          12    0.316745    0.311507  0.00106249
       1.425          13    0.308642    0.311286  0.00100336
       1.425          14     0.31631    0.311645 0.000993779
       1.425          15     0.30693    0.311331 0.000975978
       1.425          16    0.317418    0.311711 0.000986362
       1.425          17    0.315172    0.311915 0.000949116
       1.425          18    0.305598    0.311564 0.000959071
       1.425          19    0.308519    0.311404 0.000921882
       1.425          20    0.306867    0.311177 0.000903264
        1.45           1     0.30584     0.30584           0
        1.45           2    0.306999     0.30642 0.000409763
        1.45           3    0.303846    0.305562 0.000751764
        1.45           4    0.302014    0.304675 0.000952917
        1.45           5    0.299398     0.30362  0.00121334
        1.45           6    0.305476    0.303929  0.00104981
        1.45           7    0.311657    0.305033  0.00136175
        1.45           8    0.305839    0.305134  0.00119525
        1.45           9    0.302406    0.304831  0.00110021
        1.45          10    0.300462    0.304394  0.00107341
        1.45          11    0.308883    0.304802  0.00105057
        1.45          12     0.31637    0.305766  0.00133389
        1.45          13    0.306954    0.305857  0.00123441
        1.45          14    0.303237     0.30567  0.00116034
        1.45          15    0.308901    0.305886  0.00110279
        1.45          16    0.304541    0.305801  0.00103707
        1.45          17    0.307999    0.305931 0.000984088
        1.45          18    0.307013    0.305991 0.000931251
        1.45          19     0.31234    0.306325 0.000940288
        1.45          20    0.310016     0.30651 0.000911204
       1.475           1    0.305082    0.305082           0
       1.475           2    0.297962    0.301522  0.00251701
       1.475           3    0.297908    0.300317  0.00194504
       1.475           4    0.303505    0.301114   0.0016138
       1.475           5      0.2931    0.299511  0.00192926
       1.475           6    0.296599    0.299026  0.00166765
       1.475           7    0.297006    0.298738  0.00145416
       1.475           8    0.302284    0.299181  0.00133826
       1.475           9    0.295102    0.298728  0.00126397
       1.475          10    0.300027    0.298858  0.00114423
       1.475          11    0.302285    0.299169  0.00108181
       1.475          12    0.294531    0.298783  0.00105847
       1.475          13    0.297623    0.298693 0.000980802
       1.475          14    0.298662    0.298691 0.000910747
       1.475          15    0.295853    0.298502 0.000869471
       1.475          16    0.300763    0.298643 0.000826531
       1.475          17    0.305294    0.299034 0.000865566
       1.475          18    0.298342    0.298996 0.000818334
       1.475          19    0.298434    0.298966 0.000775797
       1.475          20    0.304917    0.299264 0.000792002
         1.5           1    0.291943    0.291943           0
         1.5           2    0.297316    0.294629  0.00189957
         1.5           3    0.291665    0.293641  0.00150152
         1.5           4    0.293475      0.2936  0.00112671
         1.5           5    0.293047    0.293489  0.00090677
         1.5           6    0.290765    0.293035 0.000861819
         1.5           7    0.283315    0.291647  0.00148276
         1.5           8     0.28752    0.291131  0.00138424
         1.5           9    0.294792    0.291538  0.00128881
         1.5          10    0.292756    0.291659  0.00116568
         1.5          11    0.286611      0.2912  0.00114651
         1.5          12    0.302074    0.292107  0.00136281
         1.5          13    0.289655    0.291918  0.00127095
         1.5          14    0.292642     0.29197  0.00118122
         1.5          15    0.292553    0.292009  0.00110311
         1.5          16     0.29177    0.291994  0.00103427
         1.5          17     0.29355    0.292085 0.000977472
         1.5          18    0.299163    0.292478  0.00099913
         1.5          19    0.294629    0.292592 0.000952935
         1.5          20     0.29088    0.292506 0.000909125
       1.525           1    0.284299    0.284299           0
       1.525           2    0.285619    0.284959 0.000466727
       1.525           3    0.284301    0.284739 0.000358962
       1.525           4    0.288537    0.285689 0.000865072
       1.525           5    0.285874    0.285726 0.000692851
       1.525           6    0.291431    0.286677  0.00104251
       1.525           7    0.287023    0.286726 0.000894749
       1.525           8    0.288924    0.287001 0.000823998
       1.525           9    0.278003    0.286001  0.00119367
       1.525          10    0.284267    0.285828  0.00108683
       1.525          11    0.288849    0.286102  0.00102215
       1.525          12     0.28483    0.285996 0.000942453
       1.525          13    0.279934     0.28553 0.000978568
       1.525          14     0.28653    0.285601 0.000911273
       1.525          15    0.284504    0.285528 0.000853453
       1.525          16    0.288533    0.285716 0.000820513
       1.525          17    0.287491    0.285821 0.000778864
       1.525          18    0.295586    0.286363 0.000905017
       1.525          19    0.292307    0.286676 0.000909847
       1.525          20    0.291684    0.286926 0.000898157
        1.55           1    0.280135    0.280135           0
        1.55           2    0.280241    0.280188 3.76433e-05
        1.55           3    0.284729    0.281702  0.00123627
        1.55           4    0.288329    0.283359  0.00170833
        1.55           5    0.277294    0.282146  0.00174493
        1.55           6    0.282147    0.282146  0.00145411
        1.55           7    0.279079    0.281708  0.00131072
        1.55           8    0.278973    0.281366  0.00119061
        1.55           9    0.281604    0.281392  0.00105861
        1.55          10    0.282816    0.281535  0.00096228
        1.55          11    0.281892    0.281567 0.000875347
        1.55          12    0.279974    0.281434 0.000812406
        1.55          13    0.283856    0.281621 0.000770977
        1.55          14    0.277476    0.281325 0.000770663
        1.55          15     0.27326    0.280787 0.000887222
        1.55          16    0.281848    0.280853 0.000834245
        1.55          17    0.285404    0.281121 0.000827001
        1.55          18    0.272501    0.280642 0.000909197
        1.55          19    0.285784    0.280913 0.000900716
        1.55          20    0.281818    0.280958 0.000856818
       1.575           1    0.278583    0.278583           0
       1.575           2    0.273309    0.275946  0.00186448
       1.575           3    0.277254    0.276382  0.00129295
       1.575           4    0.276282    0.276357 0.000969952
       1.575           5    0.279418    0.276969 0.000949745
       1.575           6    0.277396     0.27704 0.000794119
       1.575           7    0.275065    0.276758 0.000729077
       1.575           8    0.275748    0.276632 0.000648797
       1.575           9    0.274213    0.276363 0.000629928
       1.575          10    0.279479    0.276675 0.000639377
       1.575          11    0.278524    0.276843 0.000602948
       1.575          12    0.278336    0.276967 0.000565387
       1.575          13    0.277436    0.277003 0.000523042
       1.575          14    0.273378    0.276744 0.000546023
       1.575          15    0.277599    0.276801 0.000512588
       1.575          16    0.277335    0.276835 0.000481635
       1.575          17    0.273488    0.276638 0.000491902
       1.575          18    0.274795    0.276535 0.000475112
       1.575          19    0.277002     0.27656  0.00045074
       1.575          20    0.277904    0.276627 0.000433184
         1.6           1     0.26524     0.26524           0
         1.6           2    0.271508    0.268374  0.00221623
         1.6           3    0.274413    0.270387  0.00221019
         1.6           4     0.27036     0.27038  0.00165766
         1.6           5      0.2713    0.270564  0.00133629
         1.6           6    0.266235    0.269843  0.00129374
         1.6           7    0.269751     0.26983  0.00110899
         1.6           8    0.264513    0.269165  0.00115244
         1.6           9    0.269721    0.269227  0.00102604
         1.6          10    0.269643    0.269268 0.000924281
         1.6          11    0.269466    0.269286  0.00084043
         1.6          12     0.26875    0.269242  0.00077158
         1.6          13    0.268874    0.269213 0.000712746
         1.6          14    0.266923     0.26905 0.000680347
         1.6          15    0.270714    0.269161 0.000643976
         1.6          16    0.272506     0.26937 0.000636773
         1.6          17    0.273614     0.26962 0.000646414
         1.6          18    0.270669    0.269678 0.000613128
         1.6          19    0.268522    0.269617 0.000583869
         1.6          20    0.273963    0.269834 0.000593732
       1.625           1    0.265036    0.265036           0
       1.625           2    0.263833    0.264434 0.000425571
       1.625           3    0.268694    0.265854  0.00119353
       1.625           4    0.267976    0.266385  0.00100612
       1.625           5    0.264502    0.266008 0.000872547
       1.625           6    0.266147    0.266031 0.000727428
       1.625           7    0.261245    0.265347 0.000888521
       1.625           8    0.264834    0.265283 0.000779774
       1.625           9    0.266745    0.265446 0.000709848
       1.625          10    0.262701    0.265171 0.000689898
       1.625          11    0.262347    0.264914 0.000673274
       1.625          12    0.268826     0.26524 0.000691576
       1.625          13    0.267258    0.265396 0.000655571
       1.625          14    0.264829    0.265355 0.000609994
       1.625          15    0.267458    0.265495 0.000585223
       1.625          16    0.260685    0.265195 0.000621095
       1.625          17    0.261581    0.264982 0.000619872
       1.625          18    0.265877    0.265032 0.000587425
       1.625          19    0.263307    0.264941 0.000563476
       1.625          20    0.264353    0.264912 0.000536068
        1.65           1    0.264533    0.264533           0
        1.65           2     0.25517    0.259851  0.00331025
        1.65           3    0.253345    0.257683  0.00282939
        1.65           4    0.255975    0.257256    0.002154
        1.65           5    0.259962    0.257797  0.00178988
        1.65           6    0.256573    0.257593  0.00150316
        1.65           7    0.253813    0.257053  0.00138202
        1.65           8    0.256692    0.257008     0.00121
        1.65           9    0.256451    0.256946  0.00107714
        1.65          10    0.260095    0.257261   0.0010144
        1.65          11     0.25786    0.257315 0.000923646
        1.65          12    0.250355    0.256735  0.00101253
        1.65          13    0.265769     0.25743   0.0011486
        1.65          14    0.256647    0.257374  0.00106792
        1.65          15    0.260301    0.257569   0.0010144
        1.65          16    0.254933    0.257405 0.000964291
        1.65          17    0.262734    0.257718 0.000957172
        1.65          18    0.257342    0.257697 0.000904223
        1.65          19    0.259382    0.257786 0.000860969
        1.65          20    0.260463     0.25792 0.000828264
       1.675           1    0.256311    0.256311           0
       1.675           2    0.250348     0.25333  0.00210825
       1.675           3    0.256548    0.254403  0.00165606
       1.675           4    0.251594    0.253701  0.00138286
       1.675           5    0.255597     0.25408  0.00115711
       1.675           6    0.253599       0.254 0.000967036
       1.675           7    0.257826    0.254546 0.000971155
       1.675           8    0.254894     0.25459 0.000850732
       1.675           9     0.25568    0.254711 0.000764788
       1.675          10    0.257046    0.254944 0.000723096
       1.675          11      0.2539    0.254849 0.000663559
       1.675          12    0.257247    0.255049 0.000637637
       1.675          13     0.25863    0.255325 0.000645331
       1.675          14     0.25597    0.255371 0.000600881
       1.675          15    0.247333    0.254835  0.00076322
       1.675          16    0.254592     0.25482  0.00071567
       1.675          17    0.255683    0.254871 0.000675373
       1.675          18    0.257269    0.255004  0.00065086
       1.675          19    0.257241    0.255121 0.000627162
       1.675          20    0.254554    0.255093 0.000596445
         1.7           1    0.250882    0.250882           0
         1.7           2    0.248921    0.249902 0.000693124
         1.7           3    0.253226     0.25101  0.00101608
         1.7           4    0.249075    0.250526  0.00086965
         1.7           5    0.248663    0.250153 0.000771448
         1.7           6    0.251315    0.250347  0.00066674
         1.7           7    0.244902    0.249569 0.000919319
         1.7           8    0.249078    0.249508 0.000806451
         1.7           9    0.249388    0.249494 0.000716955
         1.7          10    0.243413    0.248886 0.000865565
         1.7          11    0.244454    0.248483 0.000875643
         1.7          12      0.2512     0.24871 0.000831422
         1.7          13    0.250634    0.248858 0.000780531
         1.7          14    0.249438    0.248899 0.000725878
         1.7          15    0.253077    0.249178 0.000728961
         1.7          16    0.245117    0.248924  0.00072624
         1.7          17     0.24734    0.248831  0.00068947
         1.7          18    0.248401    0.248807 0.000651579
         1.7          19    0.252944    0.249025 0.000652654
         1.7          20    0.251156    0.249131 0.000628664
       1.725           1    0.242308    0.242308           0
       1.725           2    0.247554    0.244931  0.00185481
       1.725           3    0.248883    0.246248   0.0016389
       1.725           4    0.245991    0.246184  0.00123043
       1.725           5    0.247181    0.246383  0.00100039
       1.725           6    0.239904    0.245303  0.00129106
       1.725           7    0.249118    0.245848  0.00121622
       1.725           8    0.242973    0.245489  0.00111603
       1.725           9    0.245867    0.245531 0.000992814
       1.725          10    0.247453    0.245723 0.000911938
       1.725          11     0.24292    0.245468 0.000863913
       1.725          12    0.244491    0.245387  0.00079575
       1.725          13    0.245305    0.245381 0.000734563
       1.725          14    0.246799    0.245482 0.000689049
       1.725          15    0.240152    0.245127 0.000729008
       1.725          16    0.241853    0.244922 0.000711584
       1.725          17    0.236767    0.244442 0.000815537
       1.725          18    0.242811    0.244352 0.000775248
       1.725          19    0.246505    0.244465 0.000742686
       1.725          20    0.239626    0.244223 0.000743923
        1.75           1    0.237294    0.237294           0
        1.75           2    0.242865     0.24008  0.00196938
        1.75           3    0.238027    0.239395  0.00142679
        1.75           4    0.237622    0.238952  0.00113687
        1.75           5    0.240529    0.239268 0.000952247
        1.75           6     0.24627    0.240435  0.00132841
        1.75           7    0.239858    0.240352  0.00114119
        1.75           8     0.24522    0.240961  0.00114936
        1.75           9    0.240446    0.240904  0.00102308
        1.75          10     0.23888    0.240701 0.000940573
        1.75          11    0.239629    0.240604 0.000860106
        1.75          12    0.240372    0.240584 0.000788647
        1.75          13    0.235344    0.240181 0.000824585
        1.75          14    0.243878    0.240445 0.000806865
        1.75          15    0.244109     0.24069 0.000789169
        1.75          16    0.235526    0.240367 0.000803131
        1.75          17    0.238533    0.240259 0.000763098
        1.75          18    0.236548    0.240053 0.000748035
        1.75          19    0.235318    0.239804 0.000749025
        1.75          20    0.237691    0.239698 0.000718981
       1.775           1    0.236031    0.236031           0
       1.775           2    0.235537    0.235784 0.000174643
       1.775           3    0.234152     0.23524 0.000459375
       1.775           4    0.233677    0.234849 0.000483019
       1.775           5     0.23139    0.234157 0.000729603
       1.775           6     0.23715    0.234656 0.000759618
       1.775           7    0.240064    0.235429 0.000967184
       1.775           8    0.234617    0.235327 0.000851585
       1.775           9    0.237026    0.235516  0.00077759
       1.775          10    0.237426    0.235707 0.000722913
       1.775          11    0.233925    0.235545 0.000675097
       1.775          12    0.234638    0.235469 0.000623054
       1.775          13    0.237146    0.235598  0.00058832
       1.775          14    0.236031    0.235629 0.000547106
       1.775          15    0.231665    0.235365 0.000570921
       1.775          16    0.239124      0.2356 0.000581568
       1.775          17    0.232262    0.235404 0.000579557
       1.775          18    0.236735    0.235477 0.000552058
       1.775          19    0.237969    0.235609 0.000538354
       1.775          20     0.23149    0.235403 0.000549404
         1.8           1    0.231883    0.231883           0
         1.8           2    0.225289    0.228586  0.00233119
         1.8           3    0.229917     0.22903   0.0015958
         1.8           4    0.227703    0.228698  0.00123085
         1.8           5    0.226683    0.228295  0.00104856
         1.8           6    0.230977    0.228742 0.000964397
         1.8           7    0.225849    0.228329 0.000910887
         1.8           8    0.228918    0.228402 0.000800002
         1.8           9    0.227488    0.228301  0.00071754
         1.8          10    0.231407    0.228611 0.000709827
         1.8          11    0.233631    0.229068  0.00077827
         1.8          12    0.230765    0.229209 0.000726156
         1.8          13    0.229233    0.229211   0.0006703
         1.8          14    0.227364    0.229079 0.000635265
         1.8          15    0.232279    0.229292 0.000627722
         1.8          16    0.224995    0.229024 0.000643385
         1.8          17    0.225218      0.2288 0.000643305
         1.8          18    0.227648    0.228736  0.00061074
         1.8          19     0.23302    0.228961 0.000618826
         1.8          20    0.228803    0.228954 0.000587936
       1.825           1    0.228262    0.228262           0
       1.825           2    0.222075    0.225169  0.00218755
       1.825           3    0.223337    0.224558  0.00154118
       1.825           4    0.220926     0.22365  0.00139799
       1.825           5    0.228997     0.22472  0.00147162
       1.825           6    0.222873    0.224412  0.00125811
       1.825           7    0.220997    0.223924  0.00116915
       1.825           8    0.227519    0.224373    0.001106
       1.825           9    0.225081    0.224452 0.000985906
       1.825          10    0.227578    0.224765 0.000935552
       1.825          11    0.223155    0.224618 0.000861866
       1.825          12    0.222228    0.224419  0.00081273
       1.825          13    0.227776    0.224677 0.000790176
       1.825          14    0.225486    0.224735 0.000735845
       1.825          15    0.229413    0.225047  0.00074996
       1.825          16    0.218849     0.22466 0.000796871
       1.825          17    0.229555    0.224948 0.000800345
       1.825          18    0.224124    0.224902  0.00075719
       1.825          19    0.222982    0.224801 0.000724048
       1.825          20    0.222245    0.224673  0.00069903
        1.85           1    0.220058    0.220058           0
        1.85           2    0.220283     0.22017 7.95533e-05
        1.85           3    0.215436    0.218592  0.00128964
        1.85           4    0.221106    0.219221   0.0011098
        1.85           5    0.218707    0.219118 0.000892573
        1.85           6    0.221842    0.219572 0.000851475
        1.85           7     0.22192    0.219907 0.000793155
        1.85           8    0.219435    0.219848 0.000696201
        1.85           9    0.218149     0.21966 0.000643928
        1.85          10     0.22185    0.219879 0.000615659
        1.85          11    0.223464    0.220205 0.000640177
        1.85          12    0.221735    0.220332 0.000599406
        1.85          13     0.21867    0.220204 0.000566773
        1.85          14    0.222736    0.220385 0.000554387
        1.85          15    0.217159     0.22017 0.000557586
        1.85          16     0.22462    0.220448 0.000588032
        1.85          17    0.221231    0.220494  0.00055524
        1.85          18    0.222365    0.220598 0.000534031
        1.85          19    0.223675     0.22076 0.000529913
        1.85          20    0.224481    0.220946 0.000535086
       1.875           1    0.219544    0.219544           0
       1.875           2    0.213149    0.216346  0.00226091
       1.875           3    0.217229    0.216641  0.00152632
       1.875           4    0.215944    0.216466  0.00115464
       1.875           5    0.217115    0.216596 0.000930976
       1.875           6    0.214927    0.216318 0.000816338
       1.875           7    0.213247    0.215879 0.000809046
       1.875           8    0.218589    0.216218 0.000775559
       1.875           9    0.215264    0.216112 0.000696588
       1.875          10    0.218031    0.216304 0.000652821
       1.875          11    0.215516    0.216232 0.000597386
       1.875          12    0.218297    0.216404 0.000571843
       1.875          13    0.218574    0.216571 0.000551676
       1.875          14    0.217899    0.216666 0.000520365
       1.875          15     0.21748     0.21672 0.000488497
       1.875          16    0.216798    0.216725  0.00045799
       1.875          17    0.218984    0.216858 0.000449913
       1.875          18    0.217584    0.216898  0.00042672
       1.875          19    0.224482    0.217298 0.000560685
       1.875          20    0.218013    0.217333 0.000533791
         1.9           1    0.213003    0.213003           0
         1.9           2    0.211173    0.212088 0.000646961
         1.9           3    0.216137    0.213438  0.00118348
         1.9           4    0.209711    0.212506  0.00119961
         1.9           5    0.208507    0.211706  0.00119695
         1.9           6    0.212073    0.211767 0.000999021
         1.9           7    0.213776    0.212054 0.000896575
         1.9           8    0.213516    0.212237 0.000802912
         1.9           9    0.210047    0.211994 0.000749672
         1.9          10    0.211952     0.21199 0.000674716
         1.9          11    0.212773    0.212061 0.000617126
         1.9          12    0.208386    0.211755 0.000637163
         1.9          13    0.211035    0.211699 0.000590549
         1.9          14    0.212665    0.211768  0.00055238
         1.9          15    0.213166    0.211861 0.000523355
         1.9          16     0.21195    0.211867 0.000490674
         1.9          17    0.213727    0.211976 0.000473854
         1.9          18    0.209535    0.211841 0.000466535
         1.9          19    0.210392    0.211764 0.000448165
         1.9          20    0.218066     0.21208 0.000524962
       1.925           1     0.20957     0.20957           0
       1.925           2    0.208813    0.209192 0.000267749
       1.925           3    0.209302    0.209228 0.000181019
       1.925           4    0.210328    0.209503 0.000274015
       1.925           5    0.208391    0.209281 0.000296035
       1.925           6    0.209648    0.209342 0.000252933
       1.925           7    0.212723    0.209825 0.000496953
       1.925           8    0.208685    0.209683  0.00045479
       1.925           9    0.209978    0.209715 0.000405445
       1.925          10    0.205319    0.209276 0.000554174
       1.925          11    0.207845    0.209146 0.000518837
       1.925          12    0.208674    0.209106 0.000477088
       1.925          13    0.207744    0.209002 0.000451747
       1.925          14    0.207386    0.208886 0.000433967
       1.925          15     0.21041    0.208988  0.00041675
       1.925          16    0.210371    0.209074 0.000399569
       1.925          17    0.209385    0.209092 0.000376482
       1.925          18    0.208014    0.209033 0.000360303
       1.925          19    0.207976    0.208977 0.000345606
       1.925          20    0.208107    0.208933 0.000331051
        1.95           1     0.20775     0.20775           0
        1.95           2    0.204488    0.206119  0.00115317
        1.95           3    0.203957    0.205398 0.000968127
        1.95           4    0.206197    0.205598  0.00074643
        1.95           5    0.204475    0.205373 0.000630009
        1.95           6    0.207023    0.205648 0.000581915
        1.95           7    0.207156    0.205864 0.000537194
        1.95           8    0.203076    0.205515 0.000571976
        1.95           9    0.201872     0.20511 0.000635751
        1.95          10    0.203022    0.204902 0.000605518
        1.95          11     0.20686     0.20508 0.000576046
        1.95          12    0.206372    0.205187 0.000538012
        1.95          13    0.206974    0.205325 0.000513877
        1.95          14    0.201003    0.205016 0.000562286
        1.95          15    0.204763    0.204999 0.000525053
        1.95          16     0.20659    0.205099 0.000501562
        1.95          17    0.203882    0.205027 0.000477135
        1.95          18    0.206067    0.205085 0.000454114
        1.95          19    0.205876    0.205126  0.00043212
        1.95          20    0.206109    0.205176   0.0004133
       1.975           1    0.201738    0.201738           0
       1.975           2    0.201413    0.201576 0.000114975
       1.975           3    0.200721    0.201291 0.000244894
       1.975           4    0.194677    0.199637  0.00144375
       1.975           5    0.197687    0.199247  0.00120653
       1.975           6    0.196219    0.198743  0.00110596
       1.975           7     0.20005    0.198929 0.000963607
       1.975           8     0.20172    0.199278 0.000904087
       1.975           9    0.198921    0.199238 0.000804501
       1.975          10    0.197864    0.199101 0.000735701
       1.975          11    0.201048    0.199278 0.000689775
       1.975          12    0.201227     0.19944 0.000651136
       1.975          13    0.200112    0.199492 0.000603091
       1.975          14    0.202138    0.199681 0.000588893
       1.975          15    0.200203    0.199716 0.000550662
       1.975          16    0.202749    0.199905 0.000547911
       1.975          17    0.202519    0.200059 0.000536815
       1.975          18    0.199881    0.200049 0.000507083
       1.975          19    0.201255    0.200113 0.000484347
       1.975          20    0.199476    0.200081 0.000461176
           2           1    0.196828    0.196828           0
           2           2    0.198518    0.197673 0.000597797
           2           3    0.196963    0.197436 0.000442869
           2           4    0.194951    0.196815 0.000632304
           2           5    0.199966    0.197445 0.000757384
           2           6    0.199673    0.197817 0.000716399
           2           7    0.199185    0.198012 0.000640162
           2           8    0.194734    0.197602 0.000678721
           2           9    0.199177    0.197777 0.000625453
           2          10    0.197411    0.197741 0.000563982
           2          11     0.19886    0.197843 0.000521811
           2          12    0.194719    0.197582 0.000539351
           2          13    0.196549    0.197503 0.000503687
           2          14    0.195041    0.197327 0.000497456
           2          15    0.196659    0.197282 0.000466283
           2          16    0.198275    0.197344 0.000441248
           2          17    0.195115    0.197213  0.00043434
           2          18    0.193931    0.197031 0.000446848
           2          19    0.198961    0.197132 0.000434725
           2          20    0.193783    0.196965 0.000444071
