#      T         BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
       1.275           6     3.88435     3.80838   0.0223067
       1.275           7     3.70921     3.79421   0.0231865
       1.275           8     3.64589     3.77567   0.0266901
       1.275           9       3.888     3.78815   0.0264823
       1.275          10     3.87497     3.79683   0.0252169
       1.275          11       3.688     3.78694   0.0247896
       1.275          12     4.03341     3.80748   0.0300513
       1.275          13     3.60163     3.79165   0.0316375
       1.275          14      3.7617     3.78951   0.0294499
       1.275          15     3.75042      3.7869   0.0276016
       1.275          16     3.92712     3.79566   0.0272322
       1.275          17     3.85421     3.79911   0.0258472
       1.275          18     3.76293      3.7971   0.0244892
       1.275          19     4.03309     3.80952   0.0261611
       1.275          20     3.59722      3.7989   0.0269205
         1.3           1     3.54218     3.54218           0
         1.3           2     3.61399     3.57809   0.0253884
         1.3           3     3.59828     3.58482   0.0177956
         1.3           4     3.59401     3.58711   0.0134941
         1.3           5     3.74484     3.61866    0.030209
         1.3           6     3.50654     3.59997   0.0304089
         1.3           7     3.56587      3.5951   0.0264521
         1.3           8     3.48988     3.58195   0.0262124
         1.3           9     3.73618     3.59909   0.0283535
         1.3          10     3.46409     3.58559   0.0285515
         1.3          11     3.46998     3.57508   0.0278232
         1.3          12      3.5191     3.57041   0.0258926
         1.3          13     3.39269     3.55674    0.027272
         1.3          14     3.73848     3.56972   0.0282452
         1.3          15     3.75262     3.58192   0.0288743
         1.3          16     3.43574     3.57278   0.0284783
         1.3          17     3.57565     3.57295   0.0268037
         1.3          18     3.53782       3.571   0.0253855
         1.3          19     3.51625     3.56812   0.0242124
         1.3          20     3.59805     3.56961    0.023048
       1.325           1     3.54357     3.54357           0
       1.325           2     3.38555     3.46456   0.0558662
       1.325           3     3.55248     3.49387   0.0442693
       1.325           4     3.51561      3.4993   0.0335341
       1.325           5     3.50002     3.49945   0.0268276
       1.325           6     3.45514     3.49206   0.0233507
       1.325           7     3.51002     3.49463   0.0201553
       1.325           8     3.38411     3.48081   0.0218634
       1.325           9     3.56872     3.49058   0.0215056
       1.325          10     3.35964     3.47749   0.0229982
       1.325          11     3.38737     3.46929   0.0223191
       1.325          12     3.34204     3.45869   0.0228398
       1.325          13     3.32165     3.44815   0.0233894
       1.325          14     3.40046     3.44474   0.0219654
       1.325          15      3.3553     3.43878    0.021295
       1.325          16     3.22762     3.42558   0.0237035
       1.325          17     3.39167     3.42359   0.0223929
       1.325          18     3.40769      3.4227   0.0211663
       1.325          19     3.26565     3.41444   0.0216062
       1.325          20     3.35707     3.41157   0.0207154
        1.35           1     3.18748     3.18748           0
        1.35           2     3.17694     3.18221  0.00372933
        1.35           3     3.18321     3.18254  0.00250112
        1.35           4     3.36883     3.22912   0.0403756
        1.35           5     3.13144     3.20958   0.0367233
        1.35           6     3.29854     3.22441   0.0334619
        1.35           7     3.25854     3.22928   0.0290347
        1.35           8     3.26967     3.23433   0.0258404
        1.35           9     3.27499     3.23885   0.0233608
        1.35          10       3.146     3.22956   0.0227952
        1.35          11      3.2978     3.23577   0.0215503
        1.35          12     3.24277     3.23635   0.0197624
        1.35          13     3.28363     3.23999   0.0185738
        1.35          14     3.33373     3.24668   0.0184145
        1.35          15     3.13299      3.2391   0.0186816
        1.35          16     3.24243     3.23931   0.0175152
        1.35          17     3.36775     3.24687    0.018041
        1.35          18     3.26703     3.24799   0.0170735
        1.35          19     3.22406     3.24673   0.0162213
        1.35          20     3.32296     3.25054   0.0158517
       1.375           1     3.07608     3.07608           0
       1.375           2     3.17213     3.12411   0.0339576
       1.375           3     3.01264     3.08695   0.0378539
       1.375           4     3.21905     3.11997   0.0402982
       1.375           5      3.0727     3.11052   0.0333295
       1.375           6     3.07853     3.10519   0.0281977
       1.375           7     3.10236     3.10478   0.0241724
       1.375           8     3.03934      3.0966   0.0224925
       1.375           9     2.95362     3.08072   0.0249818
       1.375          10     3.00198     3.07284   0.0236918
       1.375          11     3.14042     3.07899   0.0223204
       1.375          12     3.11498     3.08199   0.0206609
       1.375          13     3.01454      3.0768   0.0197122
       1.375          14     3.17258     3.08364   0.0194553
       1.375          15     3.06832     3.08262   0.0181851
       1.375          16      3.1414     3.08629   0.0174157
       1.375          17     3.18478     3.09209    0.017328
       1.375          18     3.03635     3.08899   0.0166397
       1.375          19     3.21118     3.09542   0.0169612
       1.375          20     3.25924     3.10361   0.0179826
         1.4           1     3.01018     3.01018           0
         1.4           2     3.06026     3.03522    0.017708
         1.4           3     2.96192     3.01079   0.0231816
         1.4           4     2.91349     2.98646   0.0273136
         1.4           5     2.93916       2.977   0.0234318
         1.4           6     2.96359     2.97477   0.0196329
         1.4           7     3.10879     2.99391   0.0244414
         1.4           8     3.03366     2.99888   0.0218853
         1.4           9     2.88822     2.98658   0.0226455
         1.4          10     3.04303     2.99223   0.0210728
         1.4          11     3.08304     3.00049   0.0207112
         1.4          12     2.95952     2.99707   0.0192646
         1.4          13     2.88751     2.98864   0.0195393
         1.4          14      2.9425     2.98535   0.0184195
         1.4          15     3.10091     2.99305   0.0187337
         1.4          16     2.92267     2.98865   0.0180718
         1.4          17     2.93333      2.9854   0.0172993
         1.4          18     2.89756     2.98052   0.0170126
         1.4          19     3.03684     2.98348   0.0163735
         1.4          20      3.1017      2.9894   0.0165875
       1.425           1     2.71788     2.71788           0
       1.425           2     2.77581     2.74684   0.0204788
       1.425           3     2.91522     2.80297   0.0478163
       1.425           4     2.68025     2.77229   0.0446327
       1.425           5     2.73003     2.76384   0.0364975
       1.425           6     2.91512     2.78905   0.0381418
       1.425           7     2.94597     2.81147   0.0387244
       1.425           8     2.90443     2.82309   0.0355847
       1.425           9     2.86161     2.82737   0.0318873
       1.425          10     2.86439     2.83107   0.0289127
       1.425          11     2.67206     2.81662   0.0296788
       1.425          12      2.7903     2.81442   0.0272864
       1.425          13     2.81999     2.81485   0.0251909
       1.425          14     2.93231     2.82324   0.0247492
       1.425          15     2.93798     2.83089   0.0242526
       1.425          16     2.87336     2.83355   0.0228816
       1.425          17     2.91624     2.83841   0.0220466
       1.425          18     2.79026     2.83573   0.0209834
       1.425          19     2.81176     2.83447   0.0199169
       1.425          20     2.82984     2.83424   0.0189224
        1.45           1     2.58978     2.58978           0
        1.45           2     2.84324     2.71651   0.0896094
        1.45           3     2.76654     2.73319   0.0612716
        1.45           4     2.85393     2.76337   0.0528687
        1.45           5     2.71002      2.7527   0.0433585
        1.45           6     2.73955     2.75051   0.0361874
        1.45           7     2.63592     2.73414   0.0345222
        1.45           8      2.7021     2.73014   0.0304384
        1.45           9     2.62466     2.71842   0.0292254
        1.45          10     2.70845     2.71742   0.0263199
        1.45          11     2.79321     2.72431   0.0248125
        1.45          12     2.75187     2.72661   0.0228509
        1.45          13     2.74778     2.72823    0.021151
        1.45          14     2.68538     2.72517   0.0198605
        1.45          15     2.69277     2.72301   0.0186535
        1.45          16     2.75969     2.72531    0.017628
        1.45          17     2.62529     2.71942   0.0175453
        1.45          18     2.81941     2.72498   0.0174278
        1.45          19      2.8678     2.73249   0.0180591
        1.45          20     2.74913     2.73333   0.0171753
       1.475           1     2.62143     2.62143           0
       1.475           2     2.66281     2.64212   0.0146282
       1.475           3     2.55532     2.61319   0.0255591
       1.475           4     2.61375     2.61333   0.0191697
       1.475           5     2.62149     2.61496   0.0154051
       1.475           6     2.64626     2.62018   0.0136921
       1.475           7     2.64056     2.62309   0.0120419
       1.475           8      2.6845     2.63077   0.0127505
       1.475           9     2.56766     2.62375    0.013121
       1.475          10     2.61886     2.62326   0.0118181
       1.475          11     2.52009     2.61388   0.0139784
       1.475          12     2.74815     2.62507   0.0167014
       1.475          13     2.74081     2.63398   0.0176306
       1.475          14      2.6522     2.63528   0.0164193
       1.475          15     2.53804      2.6288    0.016555
       1.475          16     2.68853     2.63253   0.0159357
       1.475          17     2.61691     2.63161   0.0150248
       1.475          18     2.55871     2.62756   0.0147258
       1.475          19     2.71497     2.63216   0.0146518
       1.475          20     2.69432     2.63527    0.014245
         1.5           1     2.47966     2.47966           0
         1.5           2     2.49543     2.48754  0.00557483
         1.5           3     2.53486     2.50332   0.0134048
         1.5           4     2.63489     2.53621   0.0302092
         1.5           5     2.60937     2.55084   0.0274834
         1.5           6     2.60538     2.55993   0.0243595
         1.5           7     2.55575     2.55933   0.0208869
         1.5           8     2.63169     2.56838   0.0201395
         1.5           9     2.56465     2.56797    0.017906
         1.5          10     2.43088     2.55426   0.0207085
         1.5          11     2.54553     2.55346   0.0188411
         1.5          12     2.62415     2.55935   0.0181687
         1.5          13     2.44377     2.55046   0.0188212
         1.5          14     2.64852     2.55747   0.0187349
         1.5          15     2.54231     2.55646   0.0175131
         1.5          16     2.44968     2.54978   0.0176443
         1.5          17      2.5058      2.5472    0.016795
         1.5          18     2.53558     2.54655   0.0158744
         1.5          19     2.53581     2.54599   0.0150489
         1.5          20     2.49805     2.54359   0.0144861
       1.525           1     2.39853     2.39853           0
       1.525           2       2.408     2.40327  0.00334682
       1.525           3      2.5446     2.45038   0.0385294
       1.525           4     2.47162     2.45569    0.029261
       1.525           5     2.44087     2.45272   0.0235585
       1.525           6     2.43002     2.44894   0.0199335
       1.525           7     2.43432     2.44685    0.017195
       1.525           8     2.48292     2.45136   0.0156255
       1.525           9     2.43733      2.4498   0.0139668
       1.525          10     2.51774      2.4566   0.0141263
       1.525          11     2.50813     2.46128   0.0135966
       1.525          12     2.41121     2.45711   0.0130881
       1.525          13     2.41177     2.45362   0.0125373
       1.525          14     2.42497     2.45157   0.0118076
       1.525          15     2.51332     2.45569    0.011716
       1.525          16     2.51538     2.45942   0.0115625
       1.525          17     2.53703     2.46399    0.011749
       1.525          18      2.4899     2.46543   0.0111842
       1.525          19     2.48401      2.4664   0.0106382
       1.525          20     2.46542     2.46635   0.0101064
        1.55           1     2.38896     2.38896           0
        1.55           2     2.48754     2.43825   0.0348508
        1.55           3     2.29943     2.39198   0.0443528
        1.55           4     2.28905     2.36625   0.0400394
        1.55           5     2.30384     2.35376   0.0339211
        1.55           6     2.45731     2.37102   0.0323612
        1.55           7     2.39102     2.37388   0.0278641
        1.55           8     2.41888      2.3795   0.0249424
        1.55           9     2.37334     2.37882   0.0221804
        1.55          10     2.43511     2.38445   0.0206643
        1.55          11     2.37727      2.3838    0.018796
        1.55          12     2.39398     2.38464   0.0172488
        1.55          13     2.32257     2.37987   0.0165698
        1.55          14     2.37396     2.37945   0.0153916
        1.55          15      2.3948     2.38047   0.0143995
        1.55          16     2.33534     2.37765    0.013773
        1.55          17     2.32844     2.37476   0.0132635
        1.55          18     2.40562     2.37647    0.012637
        1.55          19     2.38815     2.37709   0.0119868
        1.55          20     2.24073     2.37027   0.0131845
       1.575           1     2.18489     2.18489           0
       1.575           2     2.23889     2.21189   0.0190887
       1.575           3     2.25985     2.22788     0.01823
       1.575           4     2.26634     2.23749   0.0160094
       1.575           5     2.20387     2.23077   0.0141493
       1.575           6     2.39168     2.25759   0.0271733
       1.575           7     2.37325     2.27411   0.0278661
       1.575           8     2.26575     2.27307   0.0244025
       1.575           9     2.27909     2.27374   0.0217002
       1.575          10     2.20095     2.26646    0.020715
       1.575          11     2.28192     2.26786   0.0188795
       1.575          12     2.37763     2.27701   0.0193959
       1.575          13     2.18722      2.2701   0.0190941
       1.575          14     2.26993     2.27009   0.0177303
       1.575          15     2.31111     2.27282   0.0167578
       1.575          16     2.26002     2.27202   0.0157295
       1.575          17     2.29105     2.27314    0.014844
       1.575          18     2.25588     2.27218   0.0140503
       1.575          19     2.26364     2.27173    0.013318
       1.575          20     2.30299      2.2733   0.0127435
         1.6           1     2.23772     2.23772           0
         1.6           2     2.22022     2.22897  0.00618895
         1.6           3     2.28893     2.24895   0.0168332
         1.6           4     2.09969     2.21164   0.0346948
         1.6           5     2.17939     2.20519    0.028349
         1.6           6     2.15386     2.19663   0.0248816
         1.6           7     2.18433     2.19488   0.0213891
         1.6           8     2.12481     2.18612   0.0204299
         1.6           9     2.13745     2.18071   0.0188622
         1.6          10     2.15692     2.17833   0.0171254
         1.6          11     2.22602     2.18267    0.016108
         1.6          12     2.25215     2.18846   0.0157722
         1.6          13     2.13751     2.18454    0.015038
         1.6          14     2.25736     2.18974   0.0148362
         1.6          15     2.22583     2.19214   0.0140409
         1.6          16     2.18416     2.19165   0.0131722
         1.6          17     2.26621     2.19603   0.0131073
         1.6          18     2.21844     2.19728    0.012438
         1.6          19      2.1078     2.19257   0.0126436
         1.6          20      2.1873      2.1923   0.0120141
       1.625           1     2.08953     2.08953           0
       1.625           2     2.06388     2.07671   0.0090675
       1.625           3     2.12328     2.09223    0.014044
       1.625           4     1.96559     2.06057    0.029372
       1.625           5     2.12841     2.07414   0.0264462
       1.625           6     2.08781     2.07642   0.0221365
       1.625           7     2.19286     2.09305   0.0244376
       1.625           8     2.07306     2.09056   0.0215103
       1.625           9     2.08813     2.09029   0.0191219
       1.625          10     2.10331     2.09159    0.017254
       1.625          11     2.13248     2.09531   0.0160809
       1.625          12     2.10772     2.09634   0.0147741
       1.625          13     2.07765      2.0949   0.0137074
       1.625          14     2.13781     2.09797   0.0130665
       1.625          15     2.10221     2.09825   0.0121984
       1.625          16     2.12772     2.10009   0.0115742
       1.625          17     2.11403     2.10091   0.0109224
       1.625          18     2.10372     2.10107   0.0103167
       1.625          19     2.20174     2.10637   0.0110509
       1.625          20     2.06736     2.10442   0.0106691
        1.65           1     2.01486     2.01486           0
        1.65           2     1.94134      1.9781   0.0259941
        1.65           3     2.09365     2.01661   0.0359065
        1.65           4     2.09471     2.03614   0.0317975
        1.65           5     2.04756     2.03842   0.0255199
        1.65           6       2.036     2.03802   0.0212698
        1.65           7     1.99412     2.03175   0.0191335
        1.65           8     2.04898      2.0339   0.0168627
        1.65           9      2.0102     2.03127   0.0151933
        1.65          10      2.0564     2.03378   0.0138804
        1.65          11     2.04709     2.03499   0.0126711
        1.65          12     2.00995      2.0329   0.0117858
        1.65          13     1.99719     2.03016   0.0111949
        1.65          14     1.98497     2.02693   0.0108505
        1.65          15     2.08241     2.03063    0.010739
        1.65          16     2.01325     2.02954   0.0101226
        1.65          17     2.01105     2.02845  0.00958542
        1.65          18     1.99856     2.02679  0.00919566
        1.65          19     1.96688     2.02364  0.00923647
        1.65          20     2.05037     2.02498  0.00887079
       1.675           1     1.96547     1.96547           0
       1.675           2     1.86368     1.91458   0.0359903
       1.675           3     1.95224     1.92713   0.0260912
       1.675           4     2.02229     1.95092   0.0284141
       1.675           5     2.00908     1.96255    0.024999
       1.675           6     2.03217     1.97415   0.0233709
       1.675           7     1.92111     1.96658    0.021225
       1.675           8     1.94355      1.9637    0.018766
       1.675           9     2.01801     1.96973   0.0176244
       1.675          10     1.97239        1.97    0.015864
       1.675          11     2.11777     1.98343   0.0192884
       1.675          12     1.96207     1.98165    0.017763
       1.675          13     2.02407     1.98491   0.0166937
       1.675          14     1.92397     1.98056   0.0160588
       1.675          15     1.99238     1.98135   0.0150075
       1.675          16     1.99176       1.982   0.0140836
       1.675          17      1.9824     1.98202   0.0132552
       1.675          18     2.06959     1.98689   0.0133817
       1.675          19     1.86725     1.98059   0.0140813
       1.675          20     2.02233     1.98268    0.013531
         1.7           1     1.92588     1.92588           0
         1.7           2      1.8836     1.90474   0.0149507
         1.7           3     1.92496     1.91148   0.0113856
         1.7           4     1.93767     1.91803   0.0102508
         1.7           5     1.94771     1.92396  0.00976963
         1.7           6     1.93441     1.92571  0.00829501
         1.7           7     1.82167     1.91084   0.0154886
         1.7           8      1.8812     1.90714   0.0139886
         1.7           9     1.91722     1.90826   0.0124791
         1.7          10     1.92293     1.90972   0.0113171
         1.7          11     1.90001     1.90884   0.0103227
         1.7          12     1.96074     1.91317   0.0103289
         1.7          13     1.91786     1.91353  0.00954069
         1.7          14     1.88818     1.91172  0.00902935
         1.7          15     1.91523     1.91195  0.00843044
         1.7          16     1.94226     1.91385  0.00811355
         1.7          17     1.81105      1.9078  0.00962952
         1.7          18     1.89692     1.90719  0.00911351
         1.7          19     1.96597     1.91029  0.00914384
         1.7          20     1.88421     1.90898  0.00877911
       1.725           1     1.82244     1.82244           0
       1.725           2     1.88435     1.85339   0.0218887
       1.725           3     1.87009     1.85896   0.0152837
       1.725           4     1.86421     1.86027   0.0115191
       1.725           5     1.76709     1.84164   0.0190474
       1.725           6     1.80939     1.83626   0.0166139
       1.725           7     1.87541     1.84185   0.0151527
       1.725           8     1.85885     1.84398   0.0134067
       1.725           9      1.8372     1.84323   0.0119382
       1.725          10     1.80625     1.83953   0.0113024
       1.725          11     1.80654     1.83653   0.0106653
       1.725          12     1.81223      1.8345  0.00996694
       1.725          13     1.85957     1.83643  0.00938495
       1.725          14     1.85625     1.83785  0.00882066
       1.725          15     1.81793     1.83652  0.00833197
       1.725          16     1.86799     1.83849  0.00804004
       1.725          17     1.89449     1.84178  0.00821422
       1.725          18      1.8829     1.84407  0.00806922
       1.725          19     1.86027     1.84492  0.00768946
       1.725          20     1.86005     1.84567  0.00734213
        1.75           1     1.81009     1.81009           0
        1.75           2     1.89111      1.8506   0.0286463
        1.75           3     1.81507     1.83876   0.0214061
        1.75           4     1.80532      1.8304   0.0176117
        1.75           5     1.82704     1.82973   0.0141022
        1.75           6     1.81045     1.82651    0.012112
        1.75           7     1.79765     1.82239   0.0110614
        1.75           8     1.79467     1.81893   0.0102068
        1.75           9     1.73894     1.81004   0.0123499
        1.75          10     1.72373     1.80141   0.0138055
        1.75          11     1.79143      1.8005   0.0125802
        1.75          12      1.7586     1.79701   0.0120066
        1.75          13     1.81869     1.79868   0.0111983
        1.75          14     1.75113     1.79528   0.0109013
        1.75          15     1.75975     1.79291   0.0104287
        1.75          16     1.84187     1.79597    0.010216
        1.75          17     1.78692     1.79544  0.00962896
        1.75          18     1.77679      1.7944  0.00914957
        1.75          19     1.82848      1.7962  0.00884209
        1.75          20     1.88438     1.80061  0.00943542
       1.775           1     1.71805     1.71805           0
       1.775           2     1.78887     1.75346   0.0250399
       1.775           3      1.7399     1.74894   0.0170964
       1.775           4     1.77451     1.75533   0.0139659
       1.775           5     1.71374     1.74702   0.0134232
       1.775           6     1.77147     1.75109   0.0117887
       1.775           7     1.69869     1.74361   0.0122532
       1.775           8     1.74449     1.74372   0.0107221
       1.775           9     1.72457     1.74159  0.00973955
       1.775          10     1.71934     1.73936  0.00901626
       1.775          11      1.7345     1.73892  0.00820745
       1.775          12     1.76923     1.74145  0.00790252
       1.775          13     1.67771     1.73654  0.00868324
       1.775          14     1.72818     1.73595  0.00808353
       1.775          15     1.73945     1.73618  0.00754801
       1.775          16     1.75838     1.73757  0.00720268
       1.775          17     1.69042      1.7348  0.00729333
       1.775          18     1.66768     1.73107  0.00778322
       1.775          19     1.72675     1.73084  0.00737689
       1.775          20     1.74581     1.73159  0.00704592
         1.8           1     1.67333     1.67333           0
         1.8           2     1.71279     1.69306    0.013952
         1.8           3     1.65592     1.68068   0.0137369
         1.8           4      1.7266     1.69216   0.0143175
         1.8           5     1.77161     1.70805   0.0182534
         1.8           6     1.75559     1.71597   0.0168431
         1.8           7     1.69339     1.71275   0.0147428
         1.8           8     1.69929     1.71107   0.0129956
         1.8           9       1.672     1.70672   0.0122549
         1.8          10     1.73144      1.7092    0.011276
         1.8          11     1.68689     1.70717   0.0104316
         1.8          12     1.60037     1.69827    0.012808
         1.8          13     1.67947     1.69682   0.0119041
         1.8          14      1.7026     1.69724    0.011061
         1.8          15     1.64811     1.69396   0.0107975
         1.8          16     1.72133     1.69567   0.0102572
         1.8          17     1.67412      1.6944  0.00973189
         1.8          18     1.73766     1.69681  0.00948333
         1.8          19     1.66684     1.69523   0.0091144
         1.8          20     1.58137     1.68954   0.0102842
       1.825           1      1.7086      1.7086           0
       1.825           2     1.62895     1.66878   0.0281587
       1.825           3      1.6428     1.66012   0.0200595
       1.825           4     1.70162     1.67049   0.0175234
       1.825           5     1.67381     1.67116   0.0140313
       1.825           6      1.6448     1.66676   0.0123612
       1.825           7     1.63192     1.66179    0.011554
       1.825           8       1.747     1.67244   0.0141944
       1.825           9     1.61213     1.66574   0.0141106
       1.825          10     1.69576     1.66874    0.013015
       1.825          11     1.66686     1.66857   0.0118329
       1.825          12     1.65554     1.66748   0.0108965
       1.825          13      1.5844     1.66109   0.0117844
       1.825          14     1.70867     1.66449   0.0114223
       1.825          15     1.64531     1.66321   0.0107321
       1.825          16     1.63771     1.66162    0.010179
       1.825          17     1.68453     1.66297  0.00966906
       1.825          18     1.63643     1.66149  0.00924362
       1.825          19     1.65217       1.661  0.00877012
       1.825          20     1.66412     1.66116    0.008333
        1.85           1     1.65235     1.65235           0
        1.85           2     1.63051     1.64143  0.00772237
        1.85           3     1.61319     1.63202  0.00925135
        1.85           4     1.56732     1.61584   0.0156311
        1.85           5     1.64439     1.62155   0.0135073
        1.85           6     1.59048     1.61637   0.0122087
        1.85           7     1.58405     1.61176   0.0113043
        1.85           8     1.57693      1.6074   0.0106969
        1.85           9     1.55087     1.60112   0.0112018
        1.85          10     1.53219     1.59423   0.0120166
        1.85          11     1.59836      1.5946   0.0109301
        1.85          12     1.60475     1.59545   0.0100519
        1.85          13     1.66201     1.60057    0.010502
        1.85          14     1.59586     1.60023  0.00975721
        1.85          15     1.57289     1.59841  0.00927546
        1.85          16     1.61873     1.59968  0.00878225
        1.85          17      1.5578     1.59722  0.00860421
        1.85          18     1.59602     1.59715  0.00812646
        1.85          19     1.58926     1.59673  0.00770935
        1.85          20     1.59894     1.59684  0.00732466
       1.875           1      1.4829      1.4829           0
       1.875           2     1.54628     1.51459   0.0224079
       1.875           3     1.51869     1.51596   0.0149804
       1.875           4     1.55168     1.52489   0.0136399
       1.875           5      1.5368     1.52727   0.0111179
       1.875           6     1.50096     1.52288   0.0100929
       1.875           7     1.52962     1.52385  0.00869679
       1.875           8     1.54876     1.52696  0.00814806
       1.875           9     1.55117     1.52965  0.00767389
       1.875          10      1.5478     1.53146  0.00711782
       1.875          11     1.56382     1.53441  0.00705243
       1.875          12     1.55825     1.53639  0.00673882
       1.875          13     1.55321     1.53769  0.00634347
       1.875          14     1.52657     1.53689  0.00593984
       1.875          15     1.58367     1.54001  0.00630953
       1.875          16     1.50592     1.53788  0.00626457
       1.875          17     1.49307     1.53524  0.00642679
       1.875          18     1.55987     1.53661  0.00621366
       1.875          19     1.53939     1.53676  0.00588835
       1.875          20     1.58346     1.53909  0.00603918
         1.9           1     1.51621     1.51621           0
         1.9           2     1.46894     1.49258   0.0167108
         1.9           3     1.45998     1.48171   0.0142407
         1.9           4     1.49912     1.48606   0.0113259
         1.9           5     1.46747     1.48234  0.00965208
         1.9           6     1.53256     1.49071   0.0110938
         1.9           7     1.50014     1.49206  0.00959031
         1.9           8     1.51734     1.49522  0.00889704
         1.9           9     1.49281     1.49495  0.00791252
         1.9          10     1.51932     1.49739  0.00748704
         1.9          11     1.56639     1.50366  0.00906092
         1.9          12      1.4903     1.50255  0.00837401
         1.9          13     1.54588     1.50588  0.00836699
         1.9          14     1.51003     1.50618   0.0077746
         1.9          15     1.45394      1.5027  0.00799829
         1.9          16     1.50431      1.5028  0.00749904
         1.9          17     1.47156     1.50096  0.00727949
         1.9          18     1.48725      1.5002  0.00691477
         1.9          19     1.56411     1.50356  0.00732345
         1.9          20     1.54538     1.50565  0.00724958
       1.925           1     1.50548     1.50548           0
       1.925           2     1.48644     1.49596  0.00673166
       1.925           3     1.42286     1.47159    0.020393
       1.925           4     1.51494     1.48243   0.0179452
       1.925           5     1.46768     1.47948   0.0145966
       1.925           6     1.49817     1.48259   0.0124919
       1.925           7     1.47453     1.48144   0.0107604
       1.925           8      1.4473     1.47717   0.0102267
       1.925           9     1.46896     1.47626  0.00913102
       1.925          10     1.47812     1.47645  0.00821981
       1.925          11     1.47215     1.47606  0.00748185
       1.925          12     1.52048     1.47976  0.00772012
       1.925          13     1.43302     1.47616  0.00791946
       1.925          14     1.47673      1.4762  0.00735388
       1.925          15     1.46031     1.47514  0.00693953
       1.925          16     1.49957     1.47667  0.00667163
       1.925          17      1.4325     1.47407  0.00676615
       1.925          18     1.49684     1.47534  0.00650737
       1.925          19     1.43401     1.47316  0.00651833
       1.925          20     1.41519     1.47026  0.00680648
        1.95           1     1.42074     1.42074           0
        1.95           2      1.4254     1.42307  0.00164774
        1.95           3     1.42214     1.42276  0.00112711
        1.95           4     1.39584     1.41603  0.00589014
        1.95           5     1.44673     1.42217  0.00723676
        1.95           6     1.37929     1.41503  0.00888399
        1.95           7     1.47755     1.42396    0.011242
        1.95           8     1.37726     1.41812   0.0112507
        1.95           9     1.43946     1.42049   0.0102475
        1.95          10     1.36348     1.41479   0.0106917
        1.95          11     1.41281     1.41461  0.00972123
        1.95          12     1.43252      1.4161  0.00902492
        1.95          13     1.50365     1.42284   0.0105483
        1.95          14     1.46067     1.42554   0.0101351
        1.95          15     1.43287     1.42603  0.00947117
        1.95          16     1.38265     1.42332  0.00925906
        1.95          17     1.41285      1.4227  0.00873486
        1.95          18     1.41185      1.4221  0.00827036
        1.95          19     1.44777     1.42345  0.00794466
        1.95          20     1.43533     1.42404  0.00756961
       1.975           1     1.35314     1.35314           0
       1.975           2     1.39898     1.37606   0.0162072
       1.975           3     1.36315     1.37175   0.0113619
       1.975           4     1.39639     1.37791   0.0100536
       1.975           5     1.34769     1.37187  0.00969086
       1.975           6     1.38948     1.37481  0.00850846
       1.975           7     1.40977      1.3798  0.00863526
       1.975           8     1.45603     1.38933    0.011685
       1.975           9      1.3996     1.39047   0.0104423
       1.975          10     1.37975      1.3894   0.0094529
       1.975          11     1.39575     1.38998  0.00861119
       1.975          12      1.3769     1.38889  0.00796228
       1.975          13     1.42313     1.39152  0.00777341
       1.975          14     1.38023     1.39071  0.00725985
       1.975          15     1.40545      1.3917  0.00684201
       1.975          16     1.37424     1.39061  0.00650079
       1.975          17     1.37097     1.38945  0.00622018
       1.975          18     1.39246     1.38962  0.00587686
       1.975          19     1.38705     1.38948  0.00556911
       1.975          20     1.41199     1.39061  0.00540316
           2           1     1.34591     1.34591           0
           2           2      1.3941        1.37   0.0170377
           2           3     1.33464     1.35822   0.0148878
           2           4     1.35727     1.35798   0.0111678
           2           5     1.32363     1.35111   0.0108432
           2           6     1.34726     1.35047  0.00905494
           2           7     1.36681      1.3528  0.00805677
           2           8     1.34033     1.35124  0.00719905
           2           9     1.37667     1.35407  0.00693129
           2          10     1.36416     1.35508  0.00631114
           2          11     1.32168     1.35204  0.00642641
           2          12     1.33701     1.35079  0.00601167
           2          13     1.31636     1.34814  0.00610465
           2          14     1.36251     1.34917  0.00575427
           2          15     1.35285     1.34941  0.00537587
           2          16     1.34375     1.34906  0.00505151
           2          17     1.33419     1.34818  0.00482944
           2          18     1.35934      1.3488  0.00460075
           2          19     1.36151     1.34947  0.00440691
           2          20      1.3738     1.35069  0.00435114
