#      T         BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
       1.275           9      3.9143     3.77519   0.0291728
       1.275          10     3.82681     3.78035   0.0267083
       1.275          11     3.70411     3.77342   0.0251635
       1.275          12     3.68132     3.76575   0.0242087
       1.275          13     3.65713     3.75739   0.0237447
       1.275          14     3.86071     3.76477   0.0231672
       1.275          15     3.71067     3.76116   0.0219017
       1.275          16     3.72267     3.75876   0.0206645
       1.275          17     3.72794     3.75694   0.0195283
       1.275          18      3.8061     3.75967   0.0186334
       1.275          19     3.80963      3.7623   0.0178372
       1.275          20     3.72412     3.76039   0.0170472
         1.3           1     3.61572     3.61572           0
         1.3           2     3.76004     3.68788   0.0510248
         1.3           3     3.57871     3.65149   0.0451656
         1.3           4     3.50537     3.61496   0.0463508
         1.3           5     3.54245     3.60046   0.0392838
         1.3           6     3.49868      3.5835    0.036214
         1.3           7     3.62938     3.59005   0.0316283
         1.3           8     3.62078     3.59389    0.027907
         1.3           9     3.67076     3.60243   0.0260803
         1.3          10     3.61719     3.60391    0.023514
         1.3          11     3.62329     3.60567   0.0214423
         1.3          12     3.49706     3.59662    0.021481
         1.3          13      3.4779     3.58749   0.0216832
         1.3          14      3.6603     3.59269   0.0207488
         1.3          15     3.63356     3.59541   0.0195436
         1.3          16     3.50834     3.58997   0.0190648
         1.3          17     3.52807     3.58633   0.0182878
         1.3          18     3.50955     3.58206   0.0177623
         1.3          19     3.48988     3.57721   0.0174775
         1.3          20     3.67314     3.58201   0.0172492
       1.325           1     3.48426     3.48426           0
       1.325           2      3.3642     3.42423   0.0424467
       1.325           3     3.43503     3.42783   0.0284501
       1.325           4     3.27463     3.38953   0.0394398
       1.325           5     3.35624     3.38287    0.032109
       1.325           6     3.46081     3.39586   0.0292673
       1.325           7      3.4844     3.40851   0.0276848
       1.325           8     3.48872     3.41854   0.0259765
       1.325           9     3.36567     3.41266   0.0237451
       1.325          10     3.38634     3.41003    0.021516
       1.325          11     3.48543     3.41689    0.020623
       1.325          12     3.54787      3.4278   0.0216009
       1.325          13     3.29264      3.4174   0.0223017
       1.325          14     3.37541     3.41441   0.0209094
       1.325          15      3.3451     3.40978   0.0200194
       1.325          16     3.49945     3.41539   0.0195368
       1.325          17     3.28513     3.40773   0.0198333
       1.325          18     3.35451     3.40477   0.0189506
       1.325          19     3.39553     3.40428   0.0179594
       1.325          20     3.49122     3.40863   0.0175797
        1.35           1     3.23334     3.23334           0
        1.35           2     3.34358     3.28846   0.0389736
        1.35           3     3.23852     3.27181   0.0293233
        1.35           4     3.25271     3.26704   0.0223779
        1.35           5     3.24055     3.26174   0.0185186
        1.35           6     3.09169      3.2334   0.0301252
        1.35           7     3.14251     3.22041   0.0284827
        1.35           8     3.26913      3.2265    0.025565
        1.35           9     3.22177     3.22598   0.0227298
        1.35          10     3.42547     3.24593   0.0278685
        1.35          11     3.24138     3.24551    0.025338
        1.35          12     3.21313     3.24281   0.0233698
        1.35          13      3.2632     3.24438   0.0216247
        1.35          14     3.20685      3.2417   0.0202456
        1.35          15     3.21935     3.24021   0.0189507
        1.35          16      3.2344     3.23985   0.0177697
        1.35          17     3.30595     3.24374   0.0171446
        1.35          18     3.41273     3.25312   0.0185859
        1.35          19     3.14539     3.24745   0.0184524
        1.35          20     3.27612     3.24889   0.0175853
       1.375           1     3.06202     3.06202           0
       1.375           2     3.20303     3.13253   0.0498513
       1.375           3     3.05697     3.10734   0.0390822
       1.375           4     3.19415     3.12904     0.03482
       1.375           5     3.20205     3.14364   0.0307652
       1.375           6     3.17562     3.14897   0.0260953
       1.375           7     3.14903     3.14898   0.0223674
       1.375           8     3.05759     3.13756   0.0222988
       1.375           9     3.10943     3.13443    0.020039
       1.375          10     3.09173     3.13016   0.0184845
       1.375          11     3.09774     3.12721   0.0170374
       1.375          12     3.08996     3.12411   0.0158979
       1.375          13     3.06722     3.11973   0.0152655
       1.375          14       3.056     3.11518   0.0148384
       1.375          15       3.155     3.11784   0.0140847
       1.375          16     3.11983     3.11796   0.0132049
       1.375          17     3.04941     3.11393   0.0130293
       1.375          18     3.16877     3.11697   0.0126567
       1.375          19     2.98567     3.11006   0.0137485
       1.375          20      3.0811     3.10862   0.0131371
         1.4           1     2.99978     2.99978           0
         1.4           2     3.07796     3.03887   0.0276388
         1.4           3     2.93832     3.00535   0.0329919
         1.4           4     2.98744     3.00087   0.0250461
         1.4           5     2.94196     2.98909   0.0226392
         1.4           6     3.01512     2.99343   0.0192771
         1.4           7     2.98532     2.99227    0.016558
         1.4           8     2.92589     2.98397   0.0164366
         1.4           9     2.99019     2.98466   0.0146248
         1.4          10     2.87235     2.97343   0.0169342
         1.4          11      2.9286     2.96936   0.0158775
         1.4          12     3.01301     2.97299   0.0149653
         1.4          13     2.82187     2.96137   0.0177646
         1.4          14     3.02433     2.96587   0.0170554
         1.4          15     2.90564     2.96185   0.0163841
         1.4          16      3.0431     2.96693   0.0161279
         1.4          17     2.96661     2.96691   0.0151792
         1.4          18     2.94647     2.96577   0.0143784
         1.4          19     2.95458     2.96519   0.0136337
         1.4          20     3.02063     2.96796   0.0132309
       1.425           1     2.90596     2.90596           0
       1.425           2      2.7084     2.80718   0.0698492
       1.425           3     2.83931     2.81789   0.0473801
       1.425           4     2.80064     2.81358   0.0357309
       1.425           5     2.94521     2.83991   0.0370342
       1.425           6     2.78347      2.8305   0.0320341
       1.425           7     2.83165     2.83066   0.0274582
       1.425           8     2.85316     2.83348   0.0241695
       1.425           9     2.87099     2.83764   0.0218404
       1.425          10     2.91002     2.84488    0.020821
       1.425          11     2.90805     2.85062   0.0197041
       1.425          12     2.70842     2.83877   0.0213299
       1.425          13     2.89436     2.84305   0.0201131
       1.425          14     2.79202      2.8394   0.0190038
       1.425          15     2.90341     2.84367   0.0182097
       1.425          16     2.83967     2.84342   0.0170733
       1.425          17     2.87928     2.84553   0.0161988
       1.425          18     2.86685     2.84671   0.0153421
       1.425          19     2.76199     2.84226   0.0151688
       1.425          20     2.79304     2.83979   0.0146086
        1.45           1     2.80225     2.80225           0
        1.45           2     2.75286     2.77756   0.0174641
        1.45           3     2.63959     2.73157    0.039312
        1.45           4     2.78315     2.74446   0.0315281
        1.45           5     2.75166      2.7459   0.0252553
        1.45           6     2.72951     2.74317   0.0211933
        1.45           7     2.85873     2.75968   0.0237397
        1.45           8     2.65877     2.74706   0.0238895
        1.45           9     2.78979     2.75181   0.0217017
        1.45          10     2.75866      2.7525   0.0195423
        1.45          11     2.70636      2.7483   0.0182103
        1.45          12     2.69716     2.74404   0.0171842
        1.45          13     2.78628     2.74729   0.0161666
        1.45          14      2.7935     2.75059    0.015345
        1.45          15     2.80429     2.75417   0.0147337
        1.45          16     2.74145     2.75338   0.0138343
        1.45          17     2.72807     2.75189   0.0131003
        1.45          18     2.81006     2.75512   0.0127649
        1.45          19     2.78933     2.75692   0.0122194
        1.45          20      2.6734     2.75274   0.0123013
       1.475           1     2.64224     2.64224           0
       1.475           2     2.58761     2.61492   0.0193138
       1.475           3     2.53918     2.58967   0.0243065
       1.475           4     2.59658      2.5914   0.0182911
       1.475           5     2.57836     2.58879   0.0148176
       1.475           6     2.74903      2.6155   0.0273283
       1.475           7     2.68591     2.62556   0.0252076
       1.475           8     2.61789      2.6246   0.0220749
       1.475           9     2.72331     2.63557   0.0221801
       1.475          10     2.64489      2.6365   0.0199816
       1.475          11     2.53498     2.62727   0.0201841
       1.475          12     2.59304     2.62442   0.0187026
       1.475          13     2.62028      2.6241   0.0172666
       1.475          14     2.54789     2.61866   0.0168697
       1.475          15     2.50314     2.61096   0.0174143
       1.475          16      2.5916     2.60975   0.0163678
       1.475          17     2.62434      2.6106   0.0154275
       1.475          18      2.6022     2.61014   0.0145775
       1.475          19     2.58597     2.60887   0.0138656
       1.475          20     2.62172     2.60951   0.0131873
         1.5           1     2.50403     2.50403           0
         1.5           2     2.55815     2.53109   0.0191353
         1.5           3     2.56348     2.54189   0.0155059
         1.5           4     2.49851     2.53105   0.0149476
         1.5           5     2.54139     2.53311   0.0121003
         1.5           6     2.52977     2.53256   0.0100964
         1.5           7     2.48438     2.52567   0.0107471
         1.5           8     2.53581     2.52694  0.00947812
         1.5           9     2.41914     2.51496   0.0140897
         1.5          10     2.51271     2.51474   0.0126825
         1.5          11     2.63055     2.52527   0.0152875
         1.5          12      2.4597      2.5198    0.014958
         1.5          13     2.52698     2.52036   0.0138176
         1.5          14      2.4715     2.51687    0.013264
         1.5          15      2.5265     2.51751   0.0123953
         1.5          16     2.43286     2.51222   0.0126995
         1.5          17     2.52046      2.5127   0.0119617
         1.5          18     2.54823     2.51468   0.0114589
         1.5          19     2.52151     2.51504   0.0108614
         1.5          20     2.45907     2.51224   0.0106727
       1.525           1     2.43164     2.43164           0
       1.525           2      2.4664     2.44902   0.0122902
       1.525           3     2.44117      2.4464  0.00846721
       1.525           4     2.42593     2.44128  0.00774436
       1.525           5     2.46832     2.44669   0.0078601
       1.525           6     2.36331     2.43279   0.0142771
       1.525           7     2.47768     2.43921   0.0136013
       1.525           8     2.41094     2.43567   0.0123517
       1.525           9     2.34121     2.42518   0.0147806
       1.525          10     2.43097     2.42576   0.0133139
       1.525          11     2.38307     2.42188   0.0126563
       1.525          12     2.44399     2.42372   0.0117351
       1.525          13     2.43777      2.4248   0.0108821
       1.525          14     2.43914     2.42582   0.0101529
       1.525          15     2.51599     2.43183   0.0111138
       1.525          16      2.4495     2.43294   0.0104739
       1.525          17     2.52321     2.43825   0.0111227
       1.525          18     2.37897     2.43496   0.0109815
       1.525          19     2.37459     2.43178   0.0108534
       1.525          20     2.42362     2.43137   0.0103184
        1.55           1     2.28798     2.28798           0
        1.55           2     2.36673     2.32735   0.0278427
        1.55           3     2.40899     2.35457   0.0289528
        1.55           4     2.27269      2.3341   0.0280312
        1.55           5     2.31995     2.33127   0.0225673
        1.55           6       2.325     2.33022   0.0188303
        1.55           7     2.34452     2.33227   0.0162506
        1.55           8     2.38194     2.33847     0.01536
        1.55           9     2.27493     2.33141   0.0151896
        1.55          10     2.28994     2.32727   0.0142255
        1.55          11     2.33403     2.32788   0.0129455
        1.55          12     2.37444     2.33176   0.0124346
        1.55          13     2.31532      2.3305   0.0115423
        1.55          14     2.41583     2.33659   0.0122216
        1.55          15     2.27361     2.33239   0.0121065
        1.55          16     2.32119     2.33169   0.0113701
        1.55          17      2.2884     2.32915   0.0109828
        1.55          18     2.31815     2.32854   0.0103896
        1.55          19      2.3239     2.32829  0.00984561
        1.55          20     2.31375     2.32756  0.00938015
       1.575           1     2.25863     2.25863           0
       1.575           2     2.25303     2.25583   0.0019799
       1.575           3     2.27049     2.26072  0.00420269
       1.575           4     2.29426      2.2691  0.00791568
       1.575           5      2.2492     2.26512  0.00726484
       1.575           6     2.30995      2.2726  0.00911951
       1.575           7     2.29192     2.27536  0.00822413
       1.575           8     2.20965     2.26714    0.010527
       1.575           9     2.21586     2.26144   0.0107898
       1.575          10     2.25122     2.26042  0.00975916
       1.575          11     2.26095     2.26047  0.00887208
       1.575          12     2.23271     2.25816  0.00842898
       1.575          13     2.21199     2.25461  0.00849584
       1.575          14     2.24849     2.25417  0.00790022
       1.575          15     2.23182     2.25268  0.00751266
       1.575          16     2.19557     2.24911  0.00784531
       1.575          17     2.20109     2.24629   0.0078759
       1.575          18      2.2562     2.24684  0.00745758
       1.575          19     2.20564     2.24467  0.00737352
       1.575          20     2.32723      2.2488  0.00807807
         1.6           1     2.17304     2.17304           0
         1.6           2     2.24893     2.21098   0.0268285
         1.6           3     2.14096     2.18764   0.0261368
         1.6           4     2.16497     2.18197   0.0202081
         1.6           5     2.24181     2.19394   0.0193892
         1.6           6     2.15233       2.187   0.0173539
         1.6           7     2.13616     2.17974   0.0163245
         1.6           8      2.1348     2.17412   0.0152198
         1.6           9     2.20562     2.17762   0.0139252
         1.6          10     2.22763     2.18262   0.0134005
         1.6          11     2.18051     2.18243   0.0121837
         1.6          12      2.1587     2.18045   0.0113277
         1.6          13     2.24582     2.18548   0.0115182
         1.6          14      2.1377     2.18207   0.0111898
         1.6          15     2.16598       2.181   0.0104951
         1.6          16     2.17593     2.18068  0.00984393
         1.6          17     2.24013     2.18418  0.00986659
         1.6          18     2.13335     2.18135  0.00971409
         1.6          19     2.17647      2.1811  0.00920622
         1.6          20     2.15558     2.17982  0.00883388
       1.625           1     2.06561     2.06561           0
       1.625           2     2.04357     2.05459  0.00779427
       1.625           3     2.05949     2.05623  0.00536465
       1.625           4     2.03534       2.051   0.0060531
       1.625           5     2.07952     2.05671  0.00703295
       1.625           6     2.13342     2.06949   0.0130599
       1.625           7     2.13081     2.07825    0.013823
       1.625           8     2.13967     2.08593   0.0140665
       1.625           9     2.19598     2.09816    0.017007
       1.625          10     2.14321     2.10266   0.0158919
       1.625          11     2.10502     2.10287   0.0144486
       1.625          12     2.12438     2.10467   0.0133552
       1.625          13     2.05034     2.10049   0.0129652
       1.625          14     2.11624     2.10161   0.0120879
       1.625          15      2.1009     2.10156   0.0112821
       1.625          16     2.08962     2.10082   0.0106016
       1.625          17     2.09579     2.10052  0.00998214
       1.625          18     2.10507     2.10078  0.00943078
       1.625          19     2.11344     2.10144  0.00895796
       1.625          20     2.13405     2.10307  0.00865714
        1.65           1     2.02493     2.02493           0
        1.65           2     2.04914     2.03704  0.00855985
        1.65           3     1.99449     2.02285   0.0129089
        1.65           4     2.04044     2.02725   0.0104033
        1.65           5     2.05064     2.03193  0.00931474
        1.65           6     2.00479      2.0274  0.00879241
        1.65           7     2.01314     2.02537  0.00776876
        1.65           8     2.01081     2.02355  0.00700746
        1.65           9     2.08889     2.03081  0.00925488
        1.65          10     2.01667     2.02939  0.00843666
        1.65          11     1.98085     2.02498  0.00874816
        1.65          12      2.0494     2.02702  0.00825245
        1.65          13     2.04156     2.02814  0.00769315
        1.65          14     2.01976     2.02754  0.00716688
        1.65          15     2.03205     2.02784  0.00669541
        1.65          16     1.99951     2.02607  0.00650689
        1.65          17     1.98716     2.02378  0.00651417
        1.65          18     2.06953     2.02632  0.00662963
        1.65          19     2.03338     2.02669  0.00629112
        1.65          20     1.98702     2.02471  0.00628149
       1.675           1     1.99932     1.99932           0
       1.675           2     1.93544     1.96738   0.0225869
       1.675           3     1.94566     1.96014   0.0161769
       1.675           4     1.93889     1.95483   0.0129756
       1.675           5      2.0143     1.96672   0.0148644
       1.675           6     1.98229     1.96932   0.0126115
       1.675           7     2.04195     1.97969   0.0144613
       1.675           8     1.92665     1.97306   0.0140919
       1.675           9     1.95357      1.9709   0.0126914
       1.675          10     1.96367     1.97017   0.0114428
       1.675          11     2.00125       1.973   0.0107458
       1.675          12     1.99188     1.97457  0.00996475
       1.675          13     1.93152     1.97126  0.00973288
       1.675          14     1.99311     1.97282  0.00916192
       1.675          15     1.98666     1.97374  0.00859745
       1.675          16     1.94184     1.97175  0.00828814
       1.675          17     2.04508     1.97606  0.00885218
       1.675          18     1.94096     1.97411  0.00857247
       1.675          19     1.98602     1.97474  0.00814416
       1.675          20     2.00891     1.97645  0.00791413
         1.7           1     1.94232     1.94232           0
         1.7           2      1.9896     1.96596    0.016716
         1.7           3     1.95792     1.96328   0.0113572
         1.7           4     1.90084     1.94767   0.0159775
         1.7           5     1.87504     1.93315   0.0182255
         1.7           6     1.93693     1.93378   0.0151988
         1.7           7     1.88936     1.92743   0.0142905
         1.7           8     1.89051     1.92282   0.0132283
         1.7           9     1.84768     1.91447   0.0141497
         1.7          10     1.88422     1.91144   0.0130539
         1.7          11     1.93545     1.91363   0.0120483
         1.7          12     1.92793     1.91482   0.0111031
         1.7          13     1.93949     1.91672     0.01041
         1.7          14     1.93106     1.91774  0.00971672
         1.7          15      1.9237     1.91814  0.00907706
         1.7          16     1.85766     1.91436  0.00926344
         1.7          17     1.89036     1.91295   0.0088254
         1.7          18     1.91231     1.91291  0.00833517
         1.7          19     1.94543     1.91462   0.0080703
         1.7          20     1.94986     1.91639   0.0078567
       1.725           1     1.83508     1.83508           0
       1.725           2     1.88596     1.86052   0.0179904
       1.725           3     1.86276     1.86127   0.0120091
       1.725           4     1.82955     1.85334   0.0113264
       1.725           5     1.77196     1.83706   0.0171464
       1.725           6     1.84013     1.83757   0.0142963
       1.725           7     1.93802     1.85192   0.0180735
       1.725           8     1.82214      1.8482   0.0161932
       1.725           9     1.81126      1.8441    0.014905
       1.725          10     1.80813      1.8405   0.0138417
       1.725          11     1.87152     1.84332   0.0128675
       1.725          12     1.89893     1.84795   0.0126022
       1.725          13     1.88636     1.85091    0.011974
       1.725          14     1.85395     1.85113   0.0111207
       1.725          15     1.78484     1.84671    0.011223
       1.725          16     1.83021     1.84568   0.0105688
       1.725          17     1.83007     1.84476  0.00998691
       1.725          18     1.86158     1.84569  0.00947574
       1.725          19     1.91242      1.8492   0.0096059
       1.725          20     1.82648     1.84807  0.00919256
        1.75           1     1.76974     1.76974           0
        1.75           2     1.81817     1.79395   0.0171209
        1.75           3     1.78533     1.79108   0.0116529
        1.75           4     1.75081     1.78101   0.0123449
        1.75           5     1.77901     1.78061   0.0098824
        1.75           6     1.81156     1.78577  0.00948636
        1.75           7     1.82982     1.79206   0.0100028
        1.75           8     1.79745     1.79273  0.00877506
        1.75           9     1.77895      1.7912  0.00793254
        1.75          10     1.74733     1.78682  0.00826375
        1.75          11     1.79902     1.78793  0.00758656
        1.75          12     1.77564      1.7869  0.00702308
        1.75          13      1.8448     1.79136  0.00776749
        1.75          14     1.79499     1.79162  0.00721702
        1.75          15     1.78962     1.79148   0.0067371
        1.75          16     1.78625     1.79116  0.00632398
        1.75          17     1.75509     1.78903  0.00629769
        1.75          18      1.8391     1.79182  0.00653332
        1.75          19     1.85596     1.79519  0.00700761
        1.75          20     1.80852     1.79586  0.00668883
       1.775           1     1.73486     1.73486           0
       1.775           2     1.69369     1.71428   0.0145564
       1.775           3      1.7259     1.71815   0.0102067
       1.775           4      1.7484     1.72571   0.0100736
       1.775           5     1.70151     1.72087   0.0091485
       1.775           6     1.71001     1.71906  0.00780095
       1.775           7     1.76092     1.72504  0.00868077
       1.775           8     1.75943     1.72934  0.00859449
       1.775           9     1.71398     1.72763  0.00780722
       1.775          10     1.74695     1.72956  0.00726166
       1.775          11     1.77388     1.73359  0.00763789
       1.775          12      1.7124     1.73183  0.00720276
       1.775          13     1.73032     1.73171  0.00664963
       1.775          14     1.75999     1.73373  0.00647415
       1.775          15     1.68674      1.7306  0.00675811
       1.775          16     1.73056      1.7306  0.00633573
       1.775          17     1.71571     1.72972  0.00602325
       1.775          18     1.76445     1.73165  0.00598966
       1.775          19     1.75286     1.73277  0.00577747
       1.775          20     1.63173     1.72771  0.00737371
         1.8           1     1.64641     1.64641           0
         1.8           2     1.68418     1.66529   0.0133549
         1.8           3     1.64093     1.65717   0.0111014
         1.8           4     1.76803     1.68489   0.0254039
         1.8           5     1.72012     1.69193    0.021278
         1.8           6     1.68438     1.69067   0.0177688
         1.8           7     1.64266     1.68381   0.0165014
         1.8           8     1.70556     1.68653   0.0146608
         1.8           9     1.66021     1.68361   0.0133204
         1.8          10      1.6994     1.68519   0.0120816
         1.8          11     1.68415     1.68509   0.0109836
         1.8          12     1.65319     1.68243   0.0103852
         1.8          13     1.69117     1.68311  0.00960803
         1.8          14      1.7198     1.68573  0.00927236
         1.8          15     1.68134     1.68543  0.00865882
         1.8          16     1.65164     1.68332  0.00837134
         1.8          17     1.69577     1.68405  0.00791089
         1.8          18     1.62422     1.68073  0.00813992
         1.8          19     1.74834     1.68429  0.00845355
         1.8          20     1.71803     1.68597  0.00819751
       1.825           1     1.60302     1.60302           0
       1.825           2     1.60812     1.60557  0.00180322
       1.825           3     1.63837      1.6165   0.0090079
       1.825           4     1.66404     1.62839   0.0123106
       1.825           5      1.6586     1.63443    0.011234
       1.825           6     1.63662     1.63479  0.00936759
       1.825           7     1.61686     1.63223  0.00837231
       1.825           8     1.62596     1.63145  0.00736244
       1.825           9     1.67716     1.63653  0.00810941
       1.825          10     1.63014     1.63589  0.00732358
       1.825          11     1.64923      1.6371  0.00675749
       1.825          12     1.58459     1.63272  0.00747838
       1.825          13     1.67881     1.63627  0.00769764
       1.825          14     1.65485      1.6376  0.00726128
       1.825          15     1.63413     1.63737  0.00678087
       1.825          16     1.62437     1.63655  0.00640549
       1.825          17     1.61135     1.63507   0.0061979
       1.825          18     1.66485     1.63673   0.0060704
       1.825          19     1.63248      1.6365  0.00575502
       1.825          20     1.65916     1.63763  0.00557769
        1.85           1     1.55748     1.55748           0
        1.85           2     1.60744     1.58246   0.0176609
        1.85           3     1.58251     1.58248   0.0117739
        1.85           4      1.6225     1.59248   0.0123722
        1.85           5     1.63567     1.60112   0.0125558
        1.85           6      1.5824       1.598   0.0108441
        1.85           7     1.59818     1.59803  0.00929493
        1.85           8     1.60207     1.59853   0.0081468
        1.85           9     1.59599     1.59825  0.00724648
        1.85          10     1.61534     1.59996  0.00672034
        1.85          11     1.60771     1.60066   0.0061462
        1.85          12     1.58167     1.59908  0.00583416
        1.85          13     1.60327      1.5994  0.00539429
        1.85          14     1.57783     1.59786  0.00522444
        1.85          15     1.62277     1.59952  0.00513331
        1.85          16     1.59176     1.59904  0.00483536
        1.85          17     1.57571     1.59766  0.00474165
        1.85          18     1.63788      1.5999  0.00497686
        1.85          19     1.61867     1.60089  0.00481201
        1.85          20     1.61281     1.60148  0.00460819
       1.875           1     1.51761     1.51761           0
       1.875           2     1.55532     1.53646   0.0133306
       1.875           3     1.50783     1.52692   0.0118196
       1.875           4     1.55667     1.53436   0.0109583
       1.875           5      1.5194     1.53137  0.00916574
       1.875           6     1.53393     1.53179  0.00764809
       1.875           7     1.53715     1.53256  0.00659363
       1.875           8     1.53511     1.53288  0.00577714
       1.875           9     1.56885     1.53688  0.00636957
       1.875          10     1.54753     1.53794  0.00582102
       1.875          11     1.53748      1.5379  0.00529199
       1.875          12     1.59071      1.5423  0.00642519
       1.875          13     1.60478     1.54711  0.00751671
       1.875          14     1.53451     1.54621  0.00703341
       1.875          15     1.52091     1.54452  0.00676366
       1.875          16     1.53995     1.54423  0.00634695
       1.875          17     1.51588     1.54257  0.00618883
       1.875          18     1.50556     1.54051  0.00617711
       1.875          19     1.54868     1.54094  0.00586695
       1.875          20     1.54295     1.54104  0.00557446
         1.9           1     1.48448     1.48448           0
         1.9           2     1.52307     1.50377   0.0136442
         1.9           3     1.47792     1.49516   0.0115001
         1.9           4       1.486     1.49287  0.00885012
         1.9           5     1.54706     1.50371   0.0120051
         1.9           6     1.49556     1.50235   0.0100807
         1.9           7     1.48873      1.5004  0.00882645
         1.9           8     1.45353     1.49454  0.00946996
         1.9           9     1.49692     1.49481  0.00842141
         1.9          10     1.53509     1.49884  0.00848825
         1.9          11     1.52732     1.50142  0.00810185
         1.9          12     1.47131     1.49891   0.0078057
         1.9          13     1.52772     1.50113  0.00751313
         1.9          14     1.53488     1.50354  0.00735311
         1.9          15      1.5097     1.50395  0.00687436
         1.9          16     1.49133     1.50316   0.0064898
         1.9          17     1.53479     1.50502  0.00636912
         1.9          18     1.51387     1.50551  0.00603419
         1.9          19     1.50556     1.50552   0.0057166
         1.9          20     1.52405     1.50644  0.00550538
       1.925           1     1.46097     1.46097           0
       1.925           2     1.46454     1.46275  0.00126434
       1.925           3     1.46807     1.46453  0.00167503
       1.925           4      1.4435     1.45927  0.00472282
       1.925           5     1.48348     1.46411  0.00574789
       1.925           6     1.46502     1.46426  0.00479191
       1.925           7     1.47341     1.46557  0.00428185
       1.925           8     1.49553     1.46932  0.00512912
       1.925           9     1.46225     1.46853  0.00461885
       1.925          10     1.42225      1.4639   0.0060462
       1.925          11     1.44999     1.46264  0.00562725
       1.925          12     1.44714     1.46135  0.00530452
       1.925          13      1.4638     1.46154  0.00489982
       1.925          14     1.46989     1.46213    0.004586
       1.925          15     1.44094     1.46072   0.0044926
       1.925          16     1.45893     1.46061   0.0042132
       1.925          17     1.46173     1.46067  0.00396588
       1.925          18     1.42883      1.4589  0.00412126
       1.925          19     1.48656     1.46036  0.00415337
       1.925          20     1.46309      1.4605  0.00394794
        1.95           1      1.4583      1.4583           0
        1.95           2     1.42233     1.44031   0.0127156
        1.95           3     1.43433     1.43832  0.00863181
        1.95           4      1.4266     1.43539  0.00695314
        1.95           5      1.4487     1.43805  0.00605043
        1.95           6     1.45203     1.44038  0.00547198
        1.95           7     1.46915     1.44449  0.00603997
        1.95           8     1.39438     1.43823  0.00789041
        1.95           9     1.44558     1.43904  0.00705581
        1.95          10      1.4254     1.43768  0.00648087
        1.95          11     1.43383     1.43733  0.00590116
        1.95          12     1.41275     1.43528  0.00575389
        1.95          13     1.41967     1.43408  0.00543512
        1.95          14     1.44738     1.43503  0.00512923
        1.95          15     1.41972     1.43401  0.00488779
        1.95          16     1.41977     1.43312  0.00466262
        1.95          17     1.40222      1.4313  0.00472948
        1.95          18     1.46472     1.43316  0.00481733
        1.95          19     1.44957     1.43402  0.00464055
        1.95          20     1.45638     1.43514  0.00454122
       1.975           1     1.41006     1.41006           0
       1.975           2     1.41268     1.41137 0.000928727
       1.975           3     1.41814     1.41363  0.00194475
       1.975           4      1.4361     1.41924  0.00507847
       1.975           5     1.41903      1.4192  0.00406296
       1.975           6     1.38025     1.41271  0.00682525
       1.975           7     1.38673       1.409  0.00678458
       1.975           8      1.4206     1.41045  0.00608948
       1.975           9     1.36785     1.40571  0.00701537
       1.975          10     1.39816     1.40496  0.00635441
       1.975          11     1.36747     1.40155  0.00662795
       1.975          12     1.40911     1.40218  0.00610549
       1.975          13     1.39574     1.40168  0.00565589
       1.975          14     1.43017     1.40372  0.00560582
       1.975          15     1.43038      1.4055  0.00550662
       1.975          16     1.35233     1.40217  0.00608303
       1.975          17     1.36482     1.39998  0.00610912
       1.975          18     1.40088     1.40003  0.00576993
       1.975          19     1.38194     1.39907  0.00554418
       1.975          20     1.44138     1.40119  0.00565617
           2           1     1.37087     1.37087           0
           2           2     1.33114       1.351   0.0140453
           2           3     1.35363     1.35188  0.00939072
           2           4     1.34731     1.35074  0.00711202
           2           5     1.36951     1.35449  0.00660659
           2           6       1.369     1.35691  0.00593166
           2           7     1.38528     1.36096  0.00631912
           2           8     1.35799     1.36059  0.00554013
           2           9     1.36513      1.3611   0.0049475
           2          10     1.37489     1.36248    0.004641
           2          11     1.32553     1.35912  0.00529699
           2          12     1.37346     1.36031  0.00498862
           2          13     1.33617     1.35845  0.00493855
           2          14     1.31433      1.3553  0.00550016
           2          15     1.33759     1.35412  0.00525875
           2          16     1.34051     1.35327  0.00499844
           2          17     1.38153     1.35493  0.00497311
           2          18     1.36953     1.35574  0.00476245
           2          19      1.3845     1.35726  0.00474622
           2          20      1.3449     1.35664  0.00454895
