#   T     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
       1.175          20    -0.69118   -0.691486  0.00038244
         1.2           1   -0.677524   -0.677524           0
         1.2           2   -0.681896    -0.67971  0.00154574
         1.2           3   -0.680916   -0.680112   0.0010815
         1.2           4   -0.683656   -0.680998  0.00111655
         1.2           5   -0.682644   -0.681327 0.000940515
         1.2           6   -0.683636   -0.681712 0.000858881
         1.2           7   -0.681772   -0.681721 0.000736226
         1.2           8   -0.679812   -0.681482 0.000681757
         1.2           9   -0.684628   -0.681832 0.000689823
         1.2          10   -0.684048   -0.682053 0.000655482
         1.2          11   -0.685904   -0.682403 0.000683007
         1.2          12    -0.68262   -0.682421 0.000626329
         1.2          13   -0.681624    -0.68236 0.000581145
         1.2          14   -0.680412   -0.682221 0.000556042
         1.2          15   -0.681912     -0.6822 0.000519354
         1.2          16   -0.682036    -0.68219 0.000486996
         1.2          17   -0.683696   -0.682279 0.000466337
         1.2          18    -0.68178   -0.682251 0.000441251
         1.2          19   -0.682072   -0.682241 0.000418128
         1.2          20   -0.684452   -0.682352  0.00041157
       1.225           1   -0.674944   -0.674944           0
       1.225           2   -0.673136    -0.67404 0.000639225
       1.225           3   -0.674088   -0.674056  0.00042635
       1.225           4   -0.673316   -0.673871 0.000357655
       1.225           5   -0.673564    -0.67381 0.000291346
       1.225           6   -0.674116   -0.673861 0.000247224
       1.225           7   -0.672976   -0.673734 0.000242063
       1.225           8   -0.673336   -0.673685 0.000216865
       1.225           9   -0.674412   -0.673765 0.000207287
       1.225          10    -0.67164   -0.673553 0.000274695
       1.225          11   -0.673912   -0.673585 0.000251656
       1.225          12   -0.672568   -0.673501 0.000244551
       1.225          13   -0.671348   -0.673335 0.000276169
       1.225          14     -0.6698   -0.673083 0.000353507
       1.225          15    -0.67406   -0.673148 0.000335892
       1.225          16     -0.6726   -0.673114 0.000316639
       1.225          17   -0.673152   -0.673116 0.000298021
       1.225          18    -0.67318   -0.673119 0.000281486
       1.225          19   -0.672476   -0.673085 0.000268699
       1.225          20    -0.67496   -0.673179 0.000271119
        1.25           1   -0.662984   -0.662984           0
        1.25           2   -0.666812   -0.664898   0.0013534
        1.25           3   -0.663032   -0.664276  0.00103538
        1.25           4    -0.66332   -0.664037 0.000803646
        1.25           5     -0.6611    -0.66345 0.000830285
        1.25           6   -0.662968   -0.663369 0.000695773
        1.25           7    -0.66586   -0.663725 0.000681308
        1.25           8    -0.66474   -0.663852  0.00060784
        1.25           9    -0.66416   -0.663886 0.000541264
        1.25          10   -0.664876   -0.663985 0.000496105
        1.25          11   -0.665892   -0.664159 0.000480335
        1.25          12    -0.66426   -0.664167 0.000440382
        1.25          13   -0.662896   -0.664069 0.000417218
        1.25          14      -0.667   -0.664279  0.00043679
        1.25          15   -0.663868   -0.664251 0.000408527
        1.25          16   -0.666632     -0.6644 0.000409197
        1.25          17    -0.66458   -0.664411 0.000385263
        1.25          18   -0.663184   -0.664342 0.000369837
        1.25          19   -0.666324   -0.664447 0.000364781
        1.25          20   -0.668452   -0.664647 0.000397733
       1.275           1   -0.653756   -0.653756           0
       1.275           2    -0.65512   -0.654438 0.000482247
       1.275           3   -0.653728   -0.654201 0.000375102
       1.275           4   -0.655076    -0.65442 0.000339125
       1.275           5   -0.654676   -0.654471 0.000275138
       1.275           6   -0.656088   -0.654741 0.000336274
       1.275           7   -0.652556   -0.654429 0.000408128
       1.275           8    -0.65408   -0.654385  0.00035943
       1.275           9   -0.656436   -0.654613 0.000385018
       1.275          10   -0.653768   -0.654528 0.000355666
       1.275          11    -0.65596   -0.654659 0.000346326
       1.275          12   -0.654964   -0.654684   0.0003184
       1.275          13   -0.653468    -0.65459  0.00030734
       1.275          14   -0.657052   -0.654766 0.000331891
       1.275          15   -0.655952   -0.654845  0.00031904
       1.275          16   -0.656552   -0.654952 0.000316429
       1.275          17   -0.656964    -0.65507 0.000319183
       1.275          18   -0.655832   -0.655113 0.000304242
       1.275          19   -0.655952   -0.655157 0.000291419
       1.275          20   -0.654432   -0.655121 0.000279093
         1.3           1    -0.64636    -0.64636           0
         1.3           2   -0.646416   -0.646388  1.9799e-05
         1.3           3   -0.646716   -0.646497 9.02408e-05
         1.3           4   -0.648268    -0.64694 0.000389289
         1.3           5   -0.644356   -0.646423 0.000557365
         1.3           6   -0.647736   -0.646642 0.000505596
         1.3           7   -0.645316   -0.646453 0.000467509
         1.3           8   -0.645484   -0.646332 0.000424458
         1.3           9   -0.647364   -0.646446 0.000392494
         1.3          10   -0.642936   -0.646095 0.000485465
         1.3          11    -0.64448   -0.645948 0.000463006
         1.3          12    -0.64388   -0.645776 0.000455377
         1.3          13   -0.647544   -0.645912 0.000440188
         1.3          14   -0.648288   -0.646082 0.000440248
         1.3          15    -0.64834   -0.646232 0.000435881
         1.3          16   -0.644308   -0.646112 0.000424907
         1.3          17   -0.646732   -0.646148 0.000401474
         1.3          18   -0.646308   -0.646157 0.000379268
         1.3          19   -0.646112   -0.646155 0.000359314
         1.3          20   -0.647908   -0.646243 0.000351877
       1.325           1   -0.637484   -0.637484           0
       1.325           2   -0.636608   -0.637046 0.000309713
       1.325           3   -0.637796   -0.637296 0.000290342
       1.325           4   -0.641804   -0.638423  0.00100001
       1.325           5   -0.639604   -0.638659 0.000827431
       1.325           6   -0.636732   -0.638338  0.00074928
       1.325           7    -0.64018   -0.638601 0.000686895
       1.325           8   -0.640424   -0.638829 0.000637706
       1.325           9    -0.63894   -0.638841 0.000566969
       1.325          10     -0.6386   -0.638817 0.000510786
       1.325          11    -0.63986   -0.638912 0.000473066
       1.325          12   -0.638304   -0.638861 0.000436349
       1.325          13   -0.635728    -0.63862 0.000464607
       1.325          14   -0.638732   -0.638628 0.000431489
       1.325          15   -0.638016   -0.638587 0.000404649
       1.325          16   -0.636056   -0.638429 0.000409122
       1.325          17    -0.63928   -0.638479 0.000388105
       1.325          18   -0.637764    -0.63844 0.000368572
       1.325          19   -0.635936   -0.638308 0.000371982
       1.325          20   -0.637956    -0.63829 0.000353799
        1.35           1   -0.627892   -0.627892           0
        1.35           2   -0.627268    -0.62758 0.000220617
        1.35           3    -0.62934   -0.628167 0.000501083
        1.35           4   -0.630912   -0.628853 0.000703225
        1.35           5   -0.624716   -0.628026 0.000929607
        1.35           6   -0.629544   -0.628279 0.000808385
        1.35           7   -0.629348   -0.628431 0.000707188
        1.35           8   -0.629436   -0.628557 0.000629839
        1.35           9   -0.628008   -0.628496 0.000562803
        1.35          10   -0.628368   -0.628483 0.000506668
        1.35          11   -0.628492   -0.628484 0.000460608
        1.35          12   -0.627632   -0.628413 0.000427661
        1.35          13   -0.630032   -0.628538 0.000412499
        1.35          14    -0.63094   -0.628709 0.000417206
        1.35          15   -0.628076   -0.628667 0.000391521
        1.35          16    -0.63048    -0.62878 0.000383099
        1.35          17   -0.630068   -0.628856 0.000367976
        1.35          18   -0.627268   -0.628768 0.000357953
        1.35          19   -0.628436    -0.62875 0.000339539
        1.35          20   -0.629572   -0.628791 0.000325038
       1.375           1   -0.618028   -0.618028           0
       1.375           2   -0.621564   -0.619796  0.00125016
       1.375           3   -0.619416   -0.619669 0.000839836
       1.375           4   -0.622108   -0.620279 0.000821897
       1.375           5    -0.62424   -0.621071 0.000966641
       1.375           6   -0.619068   -0.620737 0.000861263
       1.375           7   -0.620076   -0.620643 0.000743389
       1.375           8   -0.623392   -0.620987 0.000725558
       1.375           9   -0.619504   -0.620822 0.000663375
       1.375          10   -0.620732   -0.620813 0.000597099
       1.375          11   -0.621684   -0.620892 0.000548044
       1.375          12   -0.620984     -0.6209 0.000502428
       1.375          13   -0.619272   -0.620774 0.000479126
       1.375          14    -0.62232   -0.620885 0.000457444
       1.375          15   -0.622672   -0.621004 0.000442191
       1.375          16   -0.621596   -0.621041 0.000416099
       1.375          17   -0.623284   -0.621173 0.000412011
       1.375          18   -0.620852   -0.621155 0.000389507
       1.375          19   -0.621904   -0.621195 0.000370996
       1.375          20   -0.620428   -0.621156  0.00035442
         1.4           1   -0.613444   -0.613444           0
         1.4           2   -0.613388   -0.613416  1.9799e-05
         1.4           3   -0.614012   -0.613615 0.000162747
         1.4           4   -0.613656   -0.613625 0.000122388
         1.4           5    -0.61368   -0.613636 9.84033e-05
         1.4           6   -0.611972   -0.613359 0.000266119
         1.4           7   -0.614148   -0.613471 0.000250857
         1.4           8   -0.615644   -0.613743 0.000335727
         1.4           9   -0.611408   -0.613484 0.000385861
         1.4          10   -0.614676   -0.613603 0.000365236
         1.4          11   -0.612896   -0.613539 0.000337638
         1.4          12   -0.612236    -0.61343 0.000326483
         1.4          13    -0.61082   -0.613229 0.000357814
         1.4          14   -0.613236    -0.61323 0.000332256
         1.4          15     -0.6149   -0.613341 0.000328235
         1.4          16   -0.612816   -0.613308 0.000309357
         1.4          17   -0.613932   -0.613345 0.000293327
         1.4          18   -0.613076    -0.61333 0.000277411
         1.4          19   -0.614464    -0.61339 0.000269155
         1.4          20   -0.610272   -0.613234 0.000297432
       1.425           1   -0.606588   -0.606588           0
       1.425           2   -0.607444   -0.607016 0.000302642
       1.425           3   -0.607124   -0.607052 0.000203891
       1.425           4   -0.605876   -0.606758 0.000297003
       1.425           5   -0.607884   -0.606983 0.000311492
       1.425           6   -0.606436   -0.606892 0.000272601
       1.425           7   -0.604732   -0.606583 0.000369066
       1.425           8   -0.606992   -0.606635 0.000326447
       1.425           9   -0.604136   -0.606357 0.000390777
       1.425          10   -0.604332   -0.606154 0.000400742
       1.425          11   -0.603684    -0.60593  0.00042258
       1.425          12    -0.60398   -0.605767 0.000417436
       1.425          13   -0.603052   -0.605558 0.000434451
       1.425          14   -0.608516    -0.60577  0.00045187
       1.425          15    -0.60362   -0.605626 0.000443891
       1.425          16   -0.607396   -0.605737 0.000429705
       1.425          17    -0.60732    -0.60583 0.000414395
       1.425          18   -0.605196   -0.605795 0.000392868
       1.425          19   -0.606072   -0.605809 0.000372461
       1.425          20    -0.60512   -0.605775  0.00035543
        1.45           1   -0.595876   -0.595876           0
        1.45           2   -0.598444    -0.59716 0.000907925
        1.45           3   -0.598028   -0.597449 0.000649752
        1.45           4   -0.600152   -0.598125 0.000761491
        1.45           5   -0.598288   -0.598158  0.00060989
        1.45           6   -0.597048   -0.597973 0.000535547
        1.45           7   -0.597424   -0.597894  0.00046474
        1.45           8    -0.59648   -0.597718 0.000438986
        1.45           9   -0.598484   -0.597803 0.000398386
        1.45          10   -0.593592   -0.597382 0.000536771
        1.45          11   -0.599336   -0.597559 0.000516543
        1.45          12   -0.597952   -0.597592 0.000474533
        1.45          13   -0.598756   -0.597682 0.000446398
        1.45          14   -0.598892   -0.597768 0.000422803
        1.45          15   -0.598288   -0.597803 0.000396035
        1.45          16    -0.60022   -0.597954 0.000399062
        1.45          17    -0.59612   -0.597846 0.000389894
        1.45          18   -0.598716   -0.597894 0.000371217
        1.45          19    -0.59858    -0.59793  0.00035343
        1.45          20   -0.596848   -0.597876 0.000339876
       1.475           1   -0.590236   -0.590236           0
       1.475           2   -0.591136   -0.590686 0.000318198
       1.475           3    -0.58942   -0.590264 0.000404627
       1.475           4   -0.591864   -0.590664 0.000460537
       1.475           5   -0.589196    -0.59037 0.000452439
       1.475           6   -0.588824   -0.590113  0.00044442
       1.475           7     -0.5922   -0.590411  0.00047045
       1.475           8    -0.59296    -0.59073 0.000508225
       1.475           9   -0.590296   -0.590681 0.000454032
       1.475          10     -0.5899   -0.590603 0.000415297
       1.475          11   -0.590028   -0.590551 0.000380821
       1.475          12    -0.59212   -0.590682 0.000370855
       1.475          13   -0.594628   -0.590985 0.000449723
       1.475          14    -0.59072   -0.590966 0.000417999
       1.475          15   -0.589724   -0.590883 0.000398253
       1.475          16   -0.589516   -0.590798 0.000382423
       1.475          17   -0.592296   -0.590886  0.00036994
       1.475          18    -0.59036   -0.590857  0.00035054
       1.475          19   -0.589392    -0.59078 0.000340464
       1.475          20   -0.590824   -0.590782 0.000323448
         1.5           1    -0.58312    -0.58312           0
         1.5           2   -0.583744   -0.583432 0.000220617
         1.5           3   -0.584892   -0.583919 0.000423708
         1.5           4   -0.583076   -0.583708 0.000366429
         1.5           5   -0.582208   -0.583408 0.000397408
         1.5           6   -0.582336   -0.583229 0.000369157
         1.5           7   -0.582668   -0.583149 0.000325013
         1.5           8   -0.584664   -0.583339 0.000335037
         1.5           9    -0.58276   -0.583274 0.000303914
         1.5          10   -0.580588   -0.583006 0.000373841
         1.5          11   -0.581036   -0.582827 0.000380325
         1.5          12     -0.5815   -0.582716 0.000364343
         1.5          13   -0.580912   -0.582577  0.00036178
         1.5          14    -0.58178    -0.58252 0.000340391
         1.5          15   -0.580448   -0.582382 0.000344595
         1.5          16    -0.58152   -0.582328 0.000327243
         1.5          17   -0.582524    -0.58234 0.000308196
         1.5          18     -0.5825   -0.582349 0.000291203
         1.5          19   -0.581056   -0.582281 0.000283713
         1.5          20   -0.582852   -0.582309 0.000270962
       1.525           1   -0.576388   -0.576388           0
       1.525           2   -0.576176   -0.576282 7.49533e-05
       1.525           3    -0.57696   -0.576508 0.000191174
       1.525           4   -0.576184   -0.576427 0.000159621
       1.525           5   -0.578244    -0.57679 0.000349219
       1.525           6    -0.57442   -0.576395 0.000463417
       1.525           7   -0.573944   -0.576045 0.000512731
       1.525           8   -0.575732   -0.576006 0.000450132
       1.525           9   -0.576156   -0.576023 0.000400425
       1.525          10    -0.57484   -0.575904 0.000377444
       1.525          11   -0.576524   -0.575961 0.000347309
       1.525          12    -0.57646   -0.576002 0.000320849
       1.525          13   -0.572928   -0.575766 0.000373282
       1.525          14   -0.573544   -0.575607 0.000378857
       1.525          15   -0.578548   -0.575803 0.000401134
       1.525          16   -0.576396    -0.57584 0.000377771
       1.525          17   -0.576728   -0.575892  0.00035914
       1.525          18   -0.574936   -0.575839 0.000343096
       1.525          19   -0.574432   -0.575765 0.000332938
       1.525          20   -0.576124   -0.575783 0.000316774
        1.55           1   -0.567056   -0.567056           0
        1.55           2   -0.570928   -0.568992  0.00136896
        1.55           3   -0.568592   -0.568859 0.000919109
        1.55           4   -0.568444   -0.568755 0.000695154
        1.55           5   -0.570616   -0.569127 0.000648151
        1.55           6   -0.568664    -0.56905 0.000544704
        1.55           7   -0.566564   -0.568695 0.000571046
        1.55           8   -0.567124   -0.568499 0.000532355
        1.55           9   -0.569724   -0.568635  0.00049031
        1.55          10   -0.568076   -0.568579  0.00044445
        1.55          11   -0.567488    -0.56848 0.000414961
        1.55          12     -0.5683   -0.568465 0.000380651
        1.55          13   -0.568412   -0.568461 0.000351391
        1.55          14   -0.567748    -0.56841 0.000329958
        1.55          15   -0.567396   -0.568342 0.000314806
        1.55          16   -0.567272   -0.568275 0.000302152
        1.55          17   -0.569796   -0.568365 0.000297326
        1.55          18   -0.568252   -0.568358 0.000280873
        1.55          19   -0.567636    -0.56832 0.000268652
        1.55          20    -0.56878   -0.568343   0.0002562
       1.575           1   -0.561208   -0.561208           0
       1.575           2   -0.560376   -0.560792 0.000294156
       1.575           3   -0.560252   -0.560612 0.000245065
       1.575           4   -0.561292   -0.560782 0.000235493
       1.575           5   -0.560736   -0.560773 0.000188574
       1.575           6   -0.562464   -0.561055 0.000301499
       1.575           7    -0.56308   -0.561344 0.000372209
       1.575           8   -0.561508   -0.561365 0.000326247
       1.575           9   -0.564232   -0.561683 0.000417531
       1.575          10   -0.563524   -0.561867 0.000414378
       1.575          11   -0.561592   -0.561842 0.000377462
       1.575          12   -0.563456   -0.561977 0.000369188
       1.575          13   -0.560688   -0.561878 0.000353847
       1.575          14   -0.561684   -0.561864 0.000328842
       1.575          15   -0.561904   -0.561866  0.00030693
       1.575          16   -0.561736   -0.561858 0.000287855
       1.575          17   -0.561848   -0.561858 0.000270923
       1.575          18    -0.56022   -0.561767 0.000270717
       1.575          19   -0.561536   -0.561755 0.000256741
       1.575          20    -0.56268   -0.561801 0.000248039
         1.6           1   -0.558284   -0.558284           0
         1.6           2   -0.555088   -0.556686  0.00112996
         1.6           3   -0.555492   -0.556288 0.000820409
         1.6           4   -0.554536    -0.55585 0.000722831
         1.6           5   -0.557712   -0.556222 0.000667335
         1.6           6   -0.555532   -0.556107 0.000565946
         1.6           7   -0.552948   -0.555656  0.00064025
         1.6           8   -0.552176   -0.555221 0.000692399
         1.6           9     -0.5561   -0.555319 0.000622316
         1.6          10   -0.556276   -0.555414   0.0005674
         1.6          11   -0.551544   -0.555063 0.000615317
         1.6          12   -0.555924   -0.555134 0.000568213
         1.6          13   -0.555076    -0.55513 0.000524522
         1.6          14   -0.555016   -0.555122 0.000487119
         1.6          15   -0.557544   -0.555283 0.000480667
         1.6          16   -0.555708    -0.55531 0.000451358
         1.6          17   -0.555756   -0.555336  0.00042557
         1.6          18   -0.556316    -0.55539 0.000405395
         1.6          19   -0.553536   -0.555293 0.000395634
         1.6          20   -0.553796   -0.555218 0.000382865
       1.625           1   -0.547684   -0.547684           0
       1.625           2   -0.545344   -0.546514 0.000827315
       1.625           3   -0.547168   -0.546732 0.000579554
       1.625           4   -0.548072   -0.547067 0.000522592
       1.625           5   -0.547748   -0.547203 0.000435461
       1.625           6   -0.549028   -0.547507 0.000456909
       1.625           7   -0.545504   -0.547221 0.000472846
       1.625           8    -0.54778   -0.547291 0.000418869
       1.625           9   -0.549496   -0.547536 0.000438159
       1.625          10   -0.546848   -0.547467 0.000399708
       1.625          11   -0.549124   -0.547618  0.00039072
       1.625          12   -0.547796   -0.547633 0.000358442
       1.625          13    -0.54668   -0.547559 0.000338278
       1.625          14    -0.54862   -0.547635 0.000322487
       1.625          15   -0.547264    -0.54761 0.000301935
       1.625          16   -0.549792   -0.547747 0.000312338
       1.625          17   -0.546052   -0.547647 0.000309466
       1.625          18    -0.54754   -0.547641  0.00029233
       1.625          19    -0.54864   -0.547694 0.000281632
       1.625          20   -0.547576   -0.547688 0.000267612
        1.65           1   -0.541696   -0.541696           0
        1.65           2   -0.541348   -0.541522 0.000123037
        1.65           3    -0.54438   -0.542475 0.000782162
        1.65           4   -0.539984   -0.541852 0.000796812
        1.65           5   -0.537748   -0.541031 0.000972272
        1.65           6   -0.540892   -0.541008 0.000810503
        1.65           7   -0.540768   -0.540974 0.000695442
        1.65           8    -0.54206    -0.54111 0.000621626
        1.65           9   -0.541868   -0.541194 0.000558241
        1.65          10   -0.542576   -0.541332 0.000519247
        1.65          11    -0.54106   -0.541307 0.000472631
        1.65          12     -0.5395   -0.541157 0.000456611
        1.65          13   -0.542332   -0.541247 0.000430344
        1.65          14     -0.5416   -0.541272 0.000400343
        1.65          15   -0.541804   -0.541308  0.00037522
        1.65          16    -0.54106   -0.541292 0.000352088
        1.65          17     -0.5409   -0.541269 0.000332132
        1.65          18   -0.541264   -0.541269  0.00031368
        1.65          19   -0.540724    -0.54124 0.000298479
        1.65          20   -0.541792   -0.541268 0.000284827
       1.675           1   -0.536504   -0.536504           0
       1.675           2   -0.534416    -0.53546 0.000738219
       1.675           3   -0.534652   -0.535191 0.000539044
       1.675           4   -0.535912   -0.535371 0.000433399
       1.675           5   -0.535424   -0.535382 0.000346849
       1.675           6   -0.534724   -0.535272 0.000305867
       1.675           7    -0.53576   -0.535342     0.00027
       1.675           8   -0.533564    -0.53512 0.000314676
       1.675           9    -0.53634   -0.535255 0.000307548
       1.675          10   -0.535536   -0.535283 0.000278073
       1.675          11    -0.53606   -0.535354 0.000261607
       1.675          12   -0.533804   -0.535225 0.000269809
       1.675          13   -0.534768    -0.53519 0.000251331
       1.675          14    -0.53568   -0.535225 0.000235808
       1.675          15   -0.534736   -0.535192 0.000222325
       1.675          16   -0.535452   -0.535208 0.000209023
       1.675          17   -0.535216   -0.535209 0.000196728
       1.675          18    -0.53428   -0.535157 0.000192446
       1.675          19   -0.531968   -0.534989 0.000244805
       1.675          20   -0.536088   -0.535044  0.00023865
         1.7           1   -0.528396   -0.528396           0
         1.7           2   -0.528076   -0.528236 0.000113137
         1.7           3    -0.52782   -0.528097 0.000136044
         1.7           4   -0.529356   -0.528412 0.000290985
         1.7           5    -0.52762   -0.528254 0.000272512
         1.7           6    -0.53046   -0.528621 0.000405291
         1.7           7      -0.528   -0.528533  0.00035698
         1.7           8   -0.529664   -0.528674 0.000339218
         1.7           9    -0.52934   -0.528748 0.000309494
         1.7          10   -0.526656   -0.528539 0.000342016
         1.7          11   -0.528472   -0.528533 0.000310978
         1.7          12    -0.52718    -0.52842  0.00030481
         1.7          13   -0.527104   -0.528319 0.000297699
         1.7          14   -0.528208   -0.528311  0.00027654
         1.7          15   -0.527736   -0.528273 0.000260746
         1.7          16   -0.526792    -0.52818 0.000260351
         1.7          17   -0.526288   -0.528069  0.00026777
         1.7          18    -0.52622   -0.527966 0.000271878
         1.7          19     -0.5309    -0.52812 0.000298215
         1.7          20   -0.528256   -0.528127 0.000283382
       1.725           1   -0.519352   -0.519352           0
       1.725           2   -0.525528    -0.52244  0.00218355
       1.725           3   -0.523092   -0.522657  0.00146647
       1.725           4    -0.52494   -0.523228  0.00120579
       1.725           5   -0.522036    -0.52299 0.000987917
       1.725           6   -0.521828   -0.522796  0.00084202
       1.725           7   -0.522316   -0.522727 0.000724518
       1.725           8   -0.521848   -0.522618 0.000642239
       1.725           9   -0.524156   -0.522788 0.000593193
       1.725          10   -0.522972   -0.522807 0.000534158
       1.725          11   -0.521196    -0.52266 0.000505272
       1.725          12    -0.52138   -0.522554 0.000474297
       1.725          13   -0.522636    -0.52256 0.000437855
       1.725          14   -0.525084    -0.52274 0.000442141
       1.725          15   -0.525796   -0.522944 0.000457193
       1.725          16   -0.521144   -0.522832 0.000442243
       1.725          17     -0.5222   -0.522794 0.000417786
       1.725          18   -0.521408   -0.522717 0.000401612
       1.725          19   -0.522212   -0.522691 0.000381354
       1.725          20   -0.524964   -0.522804 0.000378847
        1.75           1   -0.517268   -0.517268           0
        1.75           2   -0.518128   -0.517698 0.000304056
        1.75           3   -0.514276   -0.516557 0.000953154
        1.75           4   -0.515988   -0.516415 0.000725415
        1.75           5   -0.517936   -0.516719 0.000640949
        1.75           6    -0.51744   -0.516839 0.000545266
        1.75           7   -0.517492   -0.516933 0.000475276
        1.75           8   -0.516652   -0.516898 0.000417158
        1.75           9   -0.516388   -0.516841 0.000374629
        1.75          10   -0.515744   -0.516731 0.000352859
        1.75          11   -0.514612   -0.516539 0.000369651
        1.75          12   -0.515768   -0.516474 0.000344379
        1.75          13   -0.519504   -0.516707 0.000388829
        1.75          14   -0.513848   -0.516503 0.000411213
        1.75          15   -0.514576   -0.516375  0.00040337
        1.75          16   -0.517252    -0.51643 0.000381868
        1.75          17   -0.517168   -0.516473 0.000361868
        1.75          18    -0.51534    -0.51641 0.000347195
        1.75          19    -0.51808   -0.516498 0.000339865
        1.75          20   -0.520084   -0.516677 0.000367136
       1.775           1   -0.509368   -0.509368           0
       1.775           2   -0.510744   -0.510056 0.000486489
       1.775           3   -0.510816   -0.510309 0.000384672
       1.775           4   -0.512388   -0.510829 0.000534579
       1.775           5   -0.511328   -0.510929  0.00043688
       1.775           6   -0.512868   -0.511252 0.000468607
       1.775           7   -0.511916   -0.511347 0.000411152
       1.775           8   -0.511536   -0.511371 0.000360437
       1.775           9   -0.511408   -0.511375 0.000320413
       1.775          10   -0.510872   -0.511324 0.000292288
       1.775          11    -0.51262   -0.511442 0.000288473
       1.775          12   -0.511568   -0.511453 0.000264624
       1.775          13   -0.511476   -0.511454 0.000244274
       1.775          14   -0.510408    -0.51138 0.000237988
       1.775          15   -0.510676   -0.511333 0.000226699
       1.775          16   -0.507604     -0.5111 0.000309979
       1.775          17    -0.51026    -0.51105 0.000295654
       1.775          18   -0.506844   -0.510817 0.000359923
       1.775          19   -0.509108   -0.510727 0.000352035
       1.775          20   -0.510224   -0.510702 0.000335329
         1.8           1   -0.503868   -0.503868           0
         1.8           2   -0.503232    -0.50355  0.00022486
         1.8           3   -0.503796   -0.503632 0.000164179
         1.8           4   -0.504196   -0.503773 0.000173415
         1.8           5   -0.507012   -0.504421 0.000595787
         1.8           6   -0.505088   -0.504532 0.000506761
         1.8           7    -0.50672   -0.504845 0.000521936
         1.8           8     -0.5042   -0.504764 0.000462871
         1.8           9   -0.506356   -0.504941 0.000443956
         1.8          10   -0.504444   -0.504891 0.000402332
         1.8          11   -0.504108    -0.50482 0.000372003
         1.8          12   -0.504516   -0.504795 0.000341864
         1.8          13     -0.5058   -0.504872 0.000324196
         1.8          14   -0.506588   -0.504995 0.000323381
         1.8          15   -0.503672   -0.504906 0.000313612
         1.8          16    -0.50478   -0.504899  0.00029411
         1.8          17    -0.50458    -0.50488 0.000277406
         1.8          18   -0.505456   -0.504912 0.000263835
         1.8          19   -0.503908   -0.504859 0.000255184
         1.8          20    -0.50498   -0.504865 0.000242496
       1.825           1    -0.49974    -0.49974           0
       1.825           2   -0.498732   -0.499236 0.000356382
       1.825           3   -0.497784   -0.498752 0.000461106
       1.825           4   -0.497272   -0.498382 0.000471458
       1.825           5    -0.50124   -0.498954 0.000635324
       1.825           6   -0.498404   -0.498862 0.000535999
       1.825           7   -0.498072   -0.498749 0.000471159
       1.825           8   -0.498964   -0.498776 0.000413029
       1.825           9   -0.499644   -0.498872  0.00037823
       1.825          10   -0.500684   -0.499054  0.00038133
       1.825          11   -0.496812    -0.49885 0.000397401
       1.825          12   -0.498684   -0.498836 0.000364524
       1.825          13   -0.498824   -0.498835 0.000336485
       1.825          14    -0.50046   -0.498951 0.000331865
       1.825          15   -0.497368   -0.498846 0.000326092
       1.825          16     -0.4994    -0.49888 0.000307546
       1.825          17   -0.498648   -0.498867 0.000289759
       1.825          18    -0.49894   -0.498871  0.00027369
       1.825          19   -0.499424     -0.4989  0.00026083
       1.825          20   -0.496928   -0.498801 0.000265769
        1.85           1   -0.492884   -0.492884           0
        1.85           2    -0.49568   -0.494282 0.000988535
        1.85           3   -0.491572   -0.493379   0.0009891
        1.85           4    -0.49434   -0.493619  0.00077047
        1.85           5    -0.49466   -0.493827 0.000643893
        1.85           6   -0.491376   -0.493419 0.000653451
        1.85           7   -0.494476    -0.49357 0.000577294
        1.85           8    -0.49174   -0.493341 0.000548571
        1.85           9   -0.492564   -0.493255 0.000494366
        1.85          10     -0.4923   -0.493159 0.000454053
        1.85          11    -0.49374   -0.493212 0.000415834
        1.85          12   -0.493524   -0.493238 0.000381993
        1.85          13   -0.494308    -0.49332 0.000361368
        1.85          14   -0.492812   -0.493284 0.000337375
        1.85          15   -0.492564   -0.493236  0.00031828
        1.85          16   -0.493164   -0.493232 0.000298419
        1.85          17   -0.492388   -0.493182  0.00028496
        1.85          18   -0.493524   -0.493201 0.000269762
        1.85          19   -0.493336   -0.493208 0.000255658
        1.85          20   -0.494128   -0.493254 0.000246978
       1.875           1   -0.489304   -0.489304           0
       1.875           2   -0.490476    -0.48989 0.000414365
       1.875           3   -0.487884   -0.489221 0.000611872
       1.875           4    -0.49022   -0.489471  0.00050729
       1.875           5   -0.486592   -0.488895 0.000655695
       1.875           6     -0.4876   -0.488679  0.00058086
       1.875           7   -0.483944   -0.488003 0.000800082
       1.875           8   -0.486444   -0.487808 0.000723411
       1.875           9   -0.486372   -0.487648 0.000660393
       1.875          10    -0.48762   -0.487646  0.00059436
       1.875          11     -0.4893   -0.487796 0.000559032
       1.875          12   -0.487632   -0.487782 0.000512613
       1.875          13   -0.485764   -0.487627 0.000496136
       1.875          14    -0.48904   -0.487728 0.000470851
       1.875          15    -0.49182   -0.488001  0.00051243
       1.875          16   -0.486516   -0.487908 0.000488734
       1.875          17   -0.488628    -0.48795 0.000461816
       1.875          18   -0.489448   -0.488034 0.000443591
       1.875          19   -0.486152   -0.487935 0.000431157
       1.875          20   -0.486404   -0.487858 0.000416335
         1.9           1    -0.48098    -0.48098           0
