#   T     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         1.9           2   -0.482756   -0.481868 0.000627911
         1.9           3    -0.48174   -0.481825 0.000420054
         1.9           4   -0.482692   -0.482042 0.000366687
         1.9           5   -0.482612   -0.482156 0.000310565
         1.9           6   -0.484032   -0.482469 0.000385288
         1.9           7   -0.480496   -0.482187 0.000420873
         1.9           8   -0.482704   -0.482252 0.000373195
         1.9           9    -0.48198   -0.482221 0.000332946
         1.9          10   -0.482712    -0.48227 0.000303245
         1.9          11   -0.483812   -0.482411 0.000306355
         1.9          12    -0.48076   -0.482273  0.00031017
         1.9          13   -0.482112   -0.482261 0.000286557
         1.9          14   -0.482232   -0.482259 0.000266096
         1.9          15   -0.478896   -0.482034  0.00032952
         1.9          16   -0.482844   -0.482085 0.000312786
         1.9          17   -0.482096   -0.482086 0.000294388
         1.9          18   -0.482268   -0.482096 0.000278207
         1.9          19   -0.480928   -0.482034 0.000270268
         1.9          20   -0.483076   -0.482086 0.000261726
       1.925           1   -0.476512   -0.476512           0
       1.925           2   -0.480292   -0.478402  0.00133643
       1.925           3   -0.477252   -0.478019 0.000944332
       1.925           4    -0.47878   -0.478209 0.000727177
       1.925           5     -0.4768   -0.477927 0.000633997
       1.925           6    -0.47952   -0.478193 0.000581258
       1.925           7   -0.478608   -0.478252  0.00050124
       1.925           8     -0.4773   -0.478133 0.000452491
       1.925           9   -0.476912   -0.477997 0.000422062
       1.925          10     -0.4799   -0.478188 0.000420561
       1.925          11   -0.477928   -0.478164  0.00038299
       1.925          12   -0.475844   -0.477971 0.000396883
       1.925          13     -0.4769   -0.477888 0.000374801
       1.925          14   -0.475088   -0.477688 0.000397839
       1.925          15   -0.475948   -0.477572 0.000387865
       1.925          16   -0.476016   -0.477475 0.000375621
       1.925          17   -0.474164    -0.47728 0.000400852
       1.925          18   -0.476292   -0.477225 0.000382324
       1.925          19   -0.474888   -0.477102  0.00038148
       1.925          20    -0.47578   -0.477036  0.00036809
        1.95           1   -0.473836   -0.473836           0
        1.95           2   -0.472476   -0.473156 0.000480833
        1.95           3   -0.473708    -0.47334 0.000354014
        1.95           4    -0.47166    -0.47292 0.000450329
        1.95           5   -0.472476   -0.472831 0.000368914
        1.95           6   -0.471716   -0.472645 0.000351142
        1.95           7   -0.470932   -0.472401 0.000376747
        1.95           8   -0.470848   -0.472207 0.000376334
        1.95           9   -0.472412   -0.472229 0.000335211
        1.95          10   -0.470024   -0.472009 0.000367135
        1.95          11   -0.471616   -0.471973 0.000335492
        1.95          12     -0.4714   -0.471925 0.000310915
        1.95          13   -0.472952   -0.472004 0.000296859
        1.95          14   -0.473472   -0.472109 0.000293583
        1.95          15   -0.471496   -0.472068 0.000276841
        1.95          16   -0.472136   -0.472073 0.000259571
        1.95          17   -0.470668    -0.47199 0.000257114
        1.95          18   -0.473668   -0.472083 0.000259182
        1.95          19   -0.472404     -0.4721  0.00024609
        1.95          20   -0.472148   -0.472102 0.000233798
       1.975           1   -0.468664   -0.468664           0
       1.975           2   -0.465936     -0.4673 0.000964494
       1.975           3   -0.468812   -0.467804 0.000763405
       1.975           4   -0.470524   -0.468484 0.000821351
       1.975           5   -0.466092   -0.468006 0.000784123
       1.975           6   -0.468412   -0.468073 0.000656355
       1.975           7   -0.468116   -0.468079 0.000562618
       1.975           8   -0.469992   -0.468319 0.000540704
       1.975           9   -0.467332   -0.468209 0.000491611
       1.975          10   -0.467468   -0.468135 0.000447998
       1.975          11   -0.468712   -0.468187 0.000410332
       1.975          12   -0.468016   -0.468173 0.000376386
       1.975          13   -0.470724   -0.468369  0.00039529
       1.975          14   -0.466292   -0.468221 0.000393918
       1.975          15   -0.468604   -0.468246 0.000368484
       1.975          16   -0.465508   -0.468075 0.000383145
       1.975          17   -0.466396   -0.467976 0.000373123
       1.975          18   -0.468636   -0.468013 0.000354188
       1.975          19   -0.467044   -0.467962   0.0003392
       1.975          20     -0.4684   -0.467984 0.000322946
           2           1   -0.463296   -0.463296           0
           2           2    -0.46126   -0.462278 0.000719835
           2           3   -0.461352   -0.461969 0.000542043
           2           4    -0.46084   -0.461687 0.000474397
           2           5   -0.461344   -0.461618 0.000384446
           2           6   -0.463384   -0.461913 0.000418089
           2           7    -0.46186   -0.461905  0.00035843
           2           8    -0.46104   -0.461797 0.000329537
           2           9   -0.461056   -0.461715 0.000303032
           2          10   -0.461304   -0.461674 0.000275498
           2          11    -0.46046   -0.461563 0.000271647
           2          12   -0.462692   -0.461657 0.000264794
           2          13   -0.460176   -0.461543 0.000267823
           2          14   -0.464208   -0.461734 0.000309008
           2          15   -0.463188   -0.461831 0.000303236
           2          16    -0.46088   -0.461771 0.000290046
           2          17   -0.463212   -0.461856 0.000285098
           2          18   -0.461244   -0.461822 0.000271279
           2          19   -0.464156   -0.461945 0.000283453
           2          20   -0.461844    -0.46194 0.000269325
