#   T     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
        1.55          11   -0.568484   -0.568723 0.000428322
        1.55          12   -0.569044    -0.56875 0.000393461
        1.55          13   -0.569096   -0.568777 0.000364094
        1.55          14   -0.570952   -0.568932  0.00036976
        1.55          15   -0.568476   -0.568902 0.000346357
        1.55          16   -0.567064   -0.568787 0.000343224
        1.55          17   -0.565312   -0.568582 0.000379041
        1.55          18   -0.568724    -0.56859 0.000358064
        1.55          19   -0.564996   -0.568401 0.000385968
        1.55          20   -0.569528   -0.568457  0.00037076
       1.575           1   -0.561208   -0.561208           0
       1.575           2    -0.55842   -0.559814 0.000985707
       1.575           3   -0.561804   -0.560477  0.00085157
       1.575           4   -0.562232   -0.560916 0.000743122
       1.575           5   -0.562484    -0.56123 0.000657346
       1.575           6   -0.560308   -0.561076 0.000565449
       1.575           7   -0.562356   -0.561259 0.000513386
       1.575           8   -0.561764   -0.561322 0.000453079
       1.575           9   -0.559768   -0.561149 0.000434394
       1.575          10   -0.561448   -0.561179  0.00039198
       1.575          11   -0.563236   -0.561366 0.000398455
       1.575          12    -0.56068   -0.561309  0.00036933
       1.575          13   -0.560528   -0.561249 0.000345772
       1.575          14   -0.558636   -0.561062 0.000368013
       1.575          15   -0.560732    -0.56104 0.000344137
       1.575          16   -0.560116   -0.560983 0.000327441
       1.575          17   -0.560552   -0.560957 0.000309158
       1.575          18   -0.559276   -0.560864 0.000305765
       1.575          19   -0.561796   -0.560913 0.000293582
       1.575          20    -0.56292   -0.561013 0.000295559
         1.6           1   -0.554348   -0.554348           0
         1.6           2   -0.554964   -0.554656 0.000217789
         1.6           3   -0.553652   -0.554321 0.000309433
         1.6           4   -0.553324   -0.554072 0.000316992
         1.6           5    -0.55412   -0.554082 0.000253739
         1.6           6   -0.554908   -0.554219 0.000246007
         1.6           7   -0.553612   -0.554133 0.000225645
         1.6           8    -0.55568   -0.554326 0.000267806
         1.6           9   -0.556288   -0.554544 0.000314502
         1.6          10   -0.555796   -0.554669 0.000306962
         1.6          11    -0.55336    -0.55455 0.000301247
         1.6          12   -0.554724   -0.554565 0.000276491
         1.6          13   -0.556624   -0.554723 0.000297157
         1.6          14   -0.553172   -0.554612 0.000295865
         1.6          15   -0.555868   -0.554696  0.00028774
         1.6          16    -0.55458   -0.554689 0.000269848
         1.6          17    -0.55432   -0.554667 0.000254845
         1.6          18    -0.55472    -0.55467 0.000240704
         1.6          19   -0.557088   -0.554797 0.000259506
         1.6          20   -0.553356   -0.554725 0.000256342
       1.625           1   -0.547472   -0.547472           0
       1.625           2   -0.546616   -0.547044 0.000302642
       1.625           3   -0.546088   -0.546725 0.000329251
       1.625           4   -0.548484   -0.547165 0.000453827
       1.625           5   -0.547976   -0.547327 0.000390974
       1.625           6    -0.54866   -0.547549 0.000383761
       1.625           7    -0.54868   -0.547711 0.000361335
       1.625           8    -0.54814   -0.547765 0.000320125
       1.625           9   -0.550004   -0.548013 0.000368796
       1.625          10   -0.547016   -0.547914 0.000345138
       1.625          11   -0.547732   -0.547897 0.000314157
       1.625          12   -0.547268   -0.547845 0.000292318
       1.625          13   -0.548668   -0.547908 0.000276608
       1.625          14   -0.549956   -0.548054  0.00029299
       1.625          15   -0.549744   -0.548167 0.000294317
       1.625          16   -0.547628   -0.548133 0.000277843
       1.625          17   -0.547788   -0.548113  0.00026224
       1.625          18   -0.545352    -0.54796 0.000289069
       1.625          19   -0.547548   -0.547938 0.000274666
       1.625          20   -0.547188     -0.5479 0.000263479
        1.65           1    -0.54116    -0.54116           0
        1.65           2   -0.540516   -0.540838 0.000227688
        1.65           3   -0.540692   -0.540789 0.000156907
        1.65           4    -0.53946   -0.540457 0.000310938
        1.65           5   -0.540504   -0.540466 0.000248893
        1.65           6   -0.540692   -0.540504 0.000210232
        1.65           7   -0.541808    -0.54069 0.000249432
        1.65           8   -0.541468   -0.540788  0.00023644
        1.65           9   -0.540288   -0.540732 0.000216584
        1.65          10   -0.540032   -0.540662 0.000205928
        1.65          11   -0.541432   -0.540732 0.000198748
        1.65          12   -0.542008   -0.540838 0.000208702
        1.65          13   -0.540128   -0.540784 0.000199672
        1.65          14   -0.542232   -0.540887  0.00021051
        1.65          15   -0.540648   -0.540871 0.000197079
        1.65          16   -0.539752   -0.540801 0.000196784
        1.65          17   -0.541592   -0.540848 0.000190627
        1.65          18   -0.539636    -0.54078 0.000191555
        1.65          19   -0.541368   -0.540811 0.000183952
        1.65          20   -0.543184    -0.54093 0.000209545
       1.675           1    -0.53392    -0.53392           0
       1.675           2    -0.53402    -0.53397 3.53553e-05
       1.675           3   -0.536272   -0.534737 0.000626968
       1.675           4   -0.533872   -0.534521 0.000506175
       1.675           5   -0.536648   -0.534946 0.000555651
       1.675           6   -0.533196   -0.534655 0.000534165
       1.675           7   -0.534432   -0.534623 0.000458802
       1.675           8    -0.53596    -0.53479 0.000430822
       1.675           9    -0.53532   -0.534849 0.000386957
       1.675          10   -0.533332   -0.534697 0.000376822
       1.675          11   -0.533932   -0.534628 0.000348927
       1.675          12    -0.53498   -0.534657 0.000321083
       1.675          13   -0.537092   -0.534844 0.000346741
       1.675          14   -0.534832   -0.534843 0.000321974
       1.675          15   -0.535436   -0.534883 0.000302923
       1.675          16   -0.534788   -0.534877 0.000284049
       1.675          17   -0.534272   -0.534841  0.00026956
       1.675          18   -0.534752   -0.534836  0.00025463
       1.675          19   -0.535328   -0.534862  0.00024254
       1.675          20      -0.534   -0.534819 0.000234214
         1.7           1   -0.528164   -0.528164           0
         1.7           2   -0.529436     -0.5288  0.00044972
         1.7           3   -0.528452   -0.528684 0.000314418
         1.7           4    -0.52958   -0.528908 0.000305352
         1.7           5   -0.525764   -0.528279 0.000613176
         1.7           6   -0.529088   -0.528414 0.000525589
         1.7           7   -0.527716   -0.528314 0.000459866
         1.7           8   -0.528212   -0.528302 0.000402561
         1.7           9   -0.527996   -0.528268  0.00035926
         1.7          10   -0.530076   -0.528448 0.000366031
         1.7          11    -0.52802   -0.528409 0.000334821
         1.7          12   -0.528376   -0.528407 0.000306931
         1.7          13   -0.529932   -0.528524 0.000304924
         1.7          14   -0.527584   -0.528457 0.000290442
         1.7          15   -0.529092   -0.528499 0.000274149
         1.7          16   -0.528644   -0.528508 0.000257164
         1.7          17   -0.529104   -0.528543 0.000244413
         1.7          18   -0.528244   -0.528527 0.000231399
         1.7          19   -0.530008   -0.528605 0.000231983
         1.7          20   -0.528016   -0.528575 0.000222243
       1.725           1   -0.521908   -0.521908           0
       1.725           2   -0.523812    -0.52286 0.000673166
       1.725           3   -0.523836   -0.523185   0.0005215
       1.725           4   -0.521132   -0.522672 0.000592125
       1.725           5   -0.520472   -0.522232  0.00061585
       1.725           6   -0.519432   -0.521765 0.000666982
       1.725           7   -0.523904   -0.522071 0.000637847
       1.725           8   -0.521744    -0.52203 0.000559423
       1.725           9   -0.522268   -0.522056  0.00049789
       1.725          10   -0.522032   -0.522054 0.000448107
       1.725          11   -0.520736   -0.521934 0.000423086
       1.725          12   -0.524836   -0.522176 0.000451679
       1.725          13   -0.523592   -0.522285 0.000429867
       1.725          14   -0.523428   -0.522367 0.000406843
       1.725          15   -0.521016   -0.522277 0.000389556
       1.725          16   -0.523348   -0.522344  0.00037092
       1.725          17    -0.52224   -0.522337 0.000349151
       1.725          18   -0.521856   -0.522311 0.000330776
       1.725          19   -0.524412   -0.522421 0.000331341
       1.725          20   -0.521824   -0.522391 0.000316117
        1.75           1   -0.516684   -0.516684           0
        1.75           2    -0.51554   -0.516112 0.000404465
        1.75           3   -0.515912   -0.516045 0.000275083
        1.75           4   -0.515836   -0.515993 0.000211232
        1.75           5   -0.516424   -0.516079 0.000185743
        1.75           6   -0.517052   -0.516241  0.00021416
        1.75           7   -0.517464   -0.516416 0.000244636
        1.75           8   -0.515216   -0.516266 0.000255944
        1.75           9   -0.515276   -0.516156 0.000250029
        1.75          10   -0.517328   -0.516273 0.000250996
        1.75          11   -0.515544   -0.516207 0.000236771
        1.75          12   -0.516832   -0.516259 0.000222696
        1.75          13   -0.517972   -0.516391 0.000241422
        1.75          14   -0.516012   -0.516364 0.000225689
        1.75          15   -0.515924   -0.516334 0.000212538
        1.75          16   -0.517192   -0.516388 0.000205902
        1.75          17    -0.51596   -0.516363 0.000195324
        1.75          18   -0.518684   -0.516492 0.000223014
        1.75          19   -0.517992   -0.516571  0.00022482
        1.75          20   -0.516872   -0.516586 0.000214083
       1.775           1   -0.512148   -0.512148           0
       1.775           2   -0.509772    -0.51096 0.000840043
       1.775           3   -0.510512   -0.510811 0.000573148
       1.775           4   -0.511284   -0.510929 0.000441908
       1.775           5   -0.508796   -0.510502 0.000520164
       1.775           6   -0.510604   -0.510519 0.000433746
       1.775           7     -0.5094   -0.510359 0.000400173
       1.775           8   -0.511068   -0.510448  0.00035982
       1.775           9   -0.511376   -0.510551 0.000334288
       1.775          10   -0.512184   -0.510714 0.000338398
       1.775          11   -0.512144   -0.510844 0.000331653
       1.775          12   -0.509352    -0.51072 0.000326501
       1.775          13    -0.50914   -0.510598 0.000323216
       1.775          14   -0.510664   -0.510603 0.000300163
       1.775          15   -0.509476   -0.510528 0.000289405
       1.775          16   -0.512284   -0.510638 0.000291385
       1.775          17    -0.51116   -0.510668 0.000275859
       1.775          18   -0.508564   -0.510552 0.000284232
       1.775          19   -0.510252   -0.510536 0.000269709
       1.775          20   -0.508928   -0.510455 0.000267936
         1.8           1    -0.50464    -0.50464           0
         1.8           2   -0.502788   -0.503714 0.000654781
         1.8           3   -0.504956   -0.504128   0.0005521
         1.8           4   -0.505308   -0.504423 0.000486546
         1.8           5   -0.504248   -0.504388 0.000390493
         1.8           6   -0.503356   -0.504216 0.000361311
         1.8           7   -0.505132   -0.504347 0.000332549
         1.8           8     -0.5053   -0.504466 0.000311593
         1.8           9   -0.504684    -0.50449 0.000277911
         1.8          10   -0.505516   -0.504593 0.000268384
         1.8          11   -0.502372   -0.504391 0.000310779
         1.8          12    -0.50566   -0.504497  0.00030234
         1.8          13   -0.503784   -0.504442  0.00028401
         1.8          14   -0.507324   -0.504648 0.000330007
         1.8          15    -0.50284   -0.504527 0.000329277
         1.8          16    -0.50362   -0.504471 0.000313541
         1.8          17   -0.503696   -0.504425 0.000298389
         1.8          18   -0.504044   -0.504404 0.000282561
         1.8          19   -0.504032   -0.504384 0.000268366
         1.8          20   -0.506548   -0.504492 0.000275895
       1.825           1   -0.499192   -0.499192           0
       1.825           2   -0.498884   -0.499038 0.000108894
       1.825           3   -0.498464   -0.498847 0.000172267
       1.825           4   -0.499556   -0.499024 0.000200694
       1.825           5   -0.499692   -0.499158 0.000200143
       1.825           6   -0.498276   -0.499011 0.000214029
       1.825           7    -0.49874   -0.498972 0.000186914
       1.825           8   -0.500376   -0.499148  0.00023173
       1.825           9   -0.497264   -0.498938 0.000285236
       1.825          10     -0.4991   -0.498954 0.000257171
       1.825          11   -0.497804    -0.49885 0.000254168
       1.825          12     -0.4983   -0.498804 0.000237081
       1.825          13   -0.499584   -0.498864 0.000226309
       1.825          14   -0.499028   -0.498876 0.000210447
       1.825          15   -0.500252   -0.498967 0.000215493
       1.825          16   -0.501536   -0.499128   0.0002549
       1.825          17   -0.497972    -0.49906 0.000248811
       1.825          18     -0.4995   -0.499084 0.000236186
       1.825          19    -0.49852   -0.499055 0.000225616
       1.825          20   -0.500336   -0.499119 0.000223245
        1.85           1   -0.493136   -0.493136           0
        1.85           2   -0.494096   -0.493616 0.000339411
        1.85           3   -0.491452   -0.492895 0.000630937
        1.85           4   -0.494304   -0.493247  0.00056305
        1.85           5   -0.494216   -0.493441 0.000482641
        1.85           6   -0.493788   -0.493499 0.000405655
        1.85           7   -0.494276    -0.49361 0.000362586
        1.85           8   -0.494112   -0.493673 0.000322653
        1.85           9   -0.492796   -0.493575 0.000301142
        1.85          10   -0.493748   -0.493592 0.000271523
        1.85          11   -0.495072   -0.493727 0.000278168
        1.85          12   -0.492648   -0.493637 0.000269126
        1.85          13   -0.494464   -0.493701 0.000255832
        1.85          14   -0.493396   -0.493679 0.000238482
        1.85          15   -0.492624   -0.493609 0.000232721
        1.85          16   -0.492104   -0.493515 0.000236411
        1.85          17    -0.48976   -0.493294 0.000308893
        1.85          18   -0.493648   -0.493313 0.000292359
        1.85          19   -0.494208    -0.49336 0.000280738
        1.85          20   -0.492648   -0.493325 0.000268952
       1.875           1    -0.48836    -0.48836           0
       1.875           2   -0.488696   -0.488528 0.000118794
       1.875           3   -0.484796   -0.487284   0.0010188
       1.875           4   -0.488768   -0.487655 0.000828906
       1.875           5   -0.487384   -0.487601 0.000664894
       1.875           6    -0.48634   -0.487391 0.000586344
       1.875           7   -0.485588   -0.487133 0.000556266
       1.875           8   -0.487292   -0.487153 0.000487087
       1.875           9   -0.488472     -0.4873  0.00045448
       1.875          10   -0.487084   -0.487278 0.000409543
       1.875          11   -0.488556   -0.487394 0.000388442
       1.875          12   -0.490304   -0.487637 0.000425072
       1.875          13   -0.487192   -0.487602 0.000393748
       1.875          14    -0.48828   -0.487651 0.000368585
       1.875          15     -0.4897   -0.487787  0.00036846
       1.875          16    -0.48824   -0.487816 0.000346515
       1.875          17   -0.487824   -0.487816 0.000326132
       1.875          18   -0.488852   -0.487874 0.000313049
       1.875          19   -0.488164   -0.487889 0.000296945
       1.875          20    -0.48608   -0.487799 0.000295553
         1.9           1   -0.483252   -0.483252           0
         1.9           2   -0.482092   -0.482672 0.000410122
         1.9           3   -0.483112   -0.482819  0.00029849
         1.9           4   -0.481668   -0.482531 0.000334934
         1.9           5   -0.484356   -0.482896 0.000422345
         1.9           6   -0.481644   -0.482687 0.000400196
         1.9           7   -0.481704   -0.482547 0.000366852
         1.9           8   -0.482912   -0.482593 0.000323823
         1.9           9    -0.48314   -0.482653 0.000293501
         1.9          10    -0.48368   -0.482756 0.000281535
         1.9          11   -0.482896   -0.482769 0.000256229
         1.9          12   -0.481288   -0.482645 0.000262915
         1.9          13   -0.483492    -0.48271 0.000250627
         1.9          14   -0.482848    -0.48272 0.000232918
         1.9          15   -0.483152   -0.482749 0.000219161
         1.9          16   -0.482448    -0.48273  0.00020627
         1.9          17   -0.481724   -0.482671 0.000202451
         1.9          18   -0.482532   -0.482663 0.000191351
         1.9          19     -0.4814   -0.482597 0.000192486
         1.9          20    -0.48104   -0.482519 0.000197977
       1.925           1     -0.4764     -0.4764           0
       1.925           2   -0.478076   -0.477238 0.000592555
       1.925           3    -0.47816   -0.477545 0.000467999
       1.925           4   -0.477548   -0.477546    0.000351
       1.925           5   -0.479088   -0.477854  0.00039362
       1.925           6   -0.477376   -0.477775 0.000335996
       1.925           7    -0.47504   -0.477384 0.000462341
       1.925           8    -0.47754   -0.477404  0.00040496
       1.925           9   -0.475844    -0.47723 0.000395301
       1.925          10    -0.47704   -0.477211 0.000356229
       1.925          11    -0.47928   -0.477399 0.000370177
       1.925          12   -0.475776   -0.477264 0.000363205
       1.925          13   -0.474368   -0.477041 0.000397759
       1.925          14   -0.477876   -0.477101  0.00037379
       1.925          15   -0.476868   -0.477085 0.000349193
       1.925          16   -0.476696   -0.477061 0.000328215
       1.925          17   -0.478144   -0.477125  0.00031503
       1.925          18   -0.476124   -0.477069 0.000302394
       1.925          19   -0.480048   -0.477226 0.000324588
       1.925          20     -0.4766   -0.477195 0.000309864
        1.95           1   -0.475972   -0.475972           0
        1.95           2   -0.471668    -0.47382  0.00152169
        1.95           3   -0.471352   -0.472997  0.00121668
        1.95           4   -0.473952   -0.473236 0.000935629
        1.95           5   -0.474184   -0.473426 0.000767474
        1.95           6    -0.47234   -0.473245 0.000660545
        1.95           7   -0.473316   -0.473255  0.00056626
        1.95           8   -0.470676   -0.472933  0.00058002
        1.95           9    -0.47436   -0.473091 0.000536822
        1.95          10   -0.472324   -0.473014  0.00048859
        1.95          11   -0.474296   -0.473131 0.000457853
        1.95          12   -0.470532   -0.472914 0.000468128
        1.95          13   -0.471376   -0.472796 0.000446824
        1.95          14   -0.472256   -0.472757 0.000416569
        1.95          15     -0.4715   -0.472674 0.000397143
        1.95          16   -0.471724   -0.472614  0.00037673
        1.95          17   -0.472876    -0.47263 0.000354884
        1.95          18   -0.473356    -0.47267 0.000337455
        1.95          19   -0.472264   -0.472649  0.00032037
        1.95          20   -0.471244   -0.472578 0.000311954
       1.975           1   -0.466696   -0.466696           0
       1.975           2   -0.467448   -0.467072 0.000265872
       1.975           3   -0.467768   -0.467304 0.000259422
       1.975           4   -0.469572   -0.467871 0.000528179
       1.975           5   -0.465396   -0.467376 0.000612015
       1.975           6   -0.465344   -0.467037 0.000596399
       1.975           7   -0.467352   -0.467082 0.000512891
       1.975           8   -0.467804   -0.467173 0.000456645
       1.975           9   -0.466092   -0.467052 0.000421393
       1.975          10   -0.467908   -0.467138 0.000387841
       1.975          11   -0.466512   -0.467081 0.000356734
       1.975          12   -0.468828   -0.467227  0.00035547
       1.975          13   -0.466096    -0.46714   0.0003386
       1.975          14   -0.468044   -0.467204 0.000320516
       1.975          15   -0.466964   -0.467188 0.000299548
       1.975          16   -0.466124   -0.467122 0.000288117
       1.975          17   -0.468072   -0.467178 0.000276538
       1.975          18   -0.468888   -0.467273 0.000277019
       1.975          19   -0.465744   -0.467192 0.000273873
       1.975          20   -0.468448   -0.467255 0.000267281
           2           1   -0.462952   -0.462952           0
           2           2   -0.461124   -0.462038 0.000646296
           2           3   -0.459932   -0.461336 0.000717063
           2           4    -0.46048   -0.461122 0.000568835
           2           5   -0.462232   -0.461344 0.000496502
           2           6   -0.461908   -0.461438 0.000422556
           2           7   -0.465024    -0.46195 0.000596765
           2           8   -0.463836   -0.462186 0.000566813
           2           9   -0.461536   -0.462114 0.000508414
           2          10   -0.462216   -0.462124 0.000457675
           2          11   -0.462668   -0.462173 0.000418732
           2          12   -0.464044   -0.462329 0.000411831
           2          13   -0.461252   -0.462246   0.0003884
           2          14   -0.461692   -0.462207 0.000362671
           2          15   -0.464844   -0.462383 0.000378716
           2          16   -0.461352   -0.462318 0.000360483
           2          17   -0.461568   -0.462274 0.000341969
           2          18   -0.460596   -0.462181 0.000335438
           2          19   -0.464132   -0.462284 0.000333131
           2          20   -0.460036   -0.462171 0.000334894
