#      T        BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
        1.25           6    0.078618    0.076861  0.00309738
        1.25           7    0.077534   0.0769571  0.00265639
        1.25           8     0.08142    0.077515   0.0023822
        1.25           9    0.075282   0.0772669  0.00213039
        1.25          10    0.090796   0.0786198  0.00230729
        1.25          11    0.075718    0.078356  0.00211256
        1.25          12     0.07879   0.0783922  0.00193682
        1.25          13    0.081174   0.0786062  0.00179962
        1.25          14     0.08716   0.0792171  0.00177176
        1.25          15    0.071492   0.0787021  0.00172687
        1.25          16    0.080628   0.0788225  0.00162313
        1.25          17     0.06558   0.0780435  0.00170436
        1.25          18    0.069194   0.0775519  0.00167908
        1.25          19    0.078534   0.0776036   0.0015915
        1.25          20    0.088084   0.0781276  0.00159587
       1.275           1     0.07404     0.07404           0
       1.275           2    0.091004    0.082522  0.00599768
       1.275           3    0.091758   0.0856007  0.00472297
       1.275           4     0.07584   0.0831605   0.0041247
       1.275           5    0.077836   0.0820956  0.00343448
       1.275           6    0.090656   0.0835223  0.00314447
       1.275           7    0.092544   0.0848111  0.00294757
       1.275           8    0.067866    0.082693  0.00325232
       1.275           9     0.09586    0.084156  0.00320315
       1.275          10      0.0619   0.0819304  0.00357333
       1.275          11    0.072764   0.0810971  0.00334424
       1.275          12    0.083656   0.0813103  0.00307234
       1.275          13    0.092116   0.0821415   0.0029463
       1.275          14    0.077952   0.0818423  0.00275101
       1.275          15    0.078004   0.0815864  0.00257948
       1.275          16    0.084958   0.0817971  0.00242685
       1.275          17    0.085096   0.0819912  0.00229184
       1.275          18    0.079026   0.0818264  0.00217043
       1.275          19    0.093752   0.0824541  0.00214503
       1.275          20    0.072744   0.0819686  0.00209201
         1.3           1    0.069658    0.069658           0
         1.3           2     0.08651    0.078084  0.00595808
         1.3           3    0.081684    0.079284  0.00409111
         1.3           4    0.078864    0.079179  0.00306968
         1.3           5    0.086606   0.0806644   0.0027921
         1.3           6    0.083232   0.0810923  0.00235932
         1.3           7     0.08224   0.0812563  0.00202796
         1.3           8    0.084562   0.0816695  0.00181607
         1.3           9    0.082682    0.081782  0.00161777
         1.3          10    0.072352    0.080839  0.00170887
         1.3          11    0.065334   0.0794295  0.00205417
         1.3          12    0.072534   0.0788548  0.00196171
         1.3          13     0.09507   0.0801022  0.00217145
         1.3          14    0.067038    0.079169  0.00220776
         1.3          15     0.07588   0.0789497  0.00207144
         1.3          16     0.06651   0.0781722  0.00208278
         1.3          17    0.076596   0.0780795  0.00196232
         1.3          18    0.077668   0.0780567  0.00185344
         1.3          19    0.072374   0.0777576  0.00177986
         1.3          20    0.071086    0.077424  0.00172184
       1.325           1     0.06662     0.06662           0
       1.325           2    0.056856    0.061738   0.0034521
       1.325           3     0.06862    0.064032  0.00296727
       1.325           4    0.077048    0.067286  0.00359083
       1.325           5      0.0664   0.0671088  0.00287703
       1.325           6    0.077394    0.068823  0.00286302
       1.325           7    0.073046   0.0694263  0.00251677
       1.325           8    0.087714   0.0717123  0.00306953
       1.325           9    0.072634   0.0718147  0.00273018
       1.325          10    0.073334   0.0719666  0.00246138
       1.325          11    0.071716   0.0719438  0.00223773
       1.325          12    0.080524   0.0726588  0.00216247
       1.325          13    0.069598   0.0724234   0.0020089
       1.325          14     0.06519   0.0719067  0.00193071
       1.325          15    0.074112   0.0720537  0.00180758
       1.325          16    0.057328   0.0711334  0.00191463
       1.325          17    0.068104   0.0709552  0.00181028
       1.325          18     0.07176   0.0709999  0.00171026
       1.325          19    0.053376   0.0700723  0.00185481
       1.325          20     0.05937   0.0695372  0.00183764
        1.35           1    0.055852    0.055852           0
        1.35           2    0.069724    0.062788  0.00490449
        1.35           3    0.068306   0.0646273  0.00359807
        1.35           4    0.070724   0.0661515  0.00300408
        1.35           5    0.049004    0.062722  0.00389678
        1.35           6    0.060326   0.0623227  0.00326771
        1.35           7     0.06905   0.0632837  0.00293882
        1.35           8    0.059976   0.0628703  0.00260039
        1.35           9    0.067356   0.0633687  0.00235874
        1.35          10     0.07202   0.0642338    0.002276
        1.35          11    0.062922   0.0641145  0.00207221
        1.35          12      0.0641   0.0641133  0.00189953
        1.35          13    0.072498   0.0647583  0.00185969
        1.35          14    0.066244   0.0648644  0.00172988
        1.35          15    0.055444   0.0642364  0.00172479
        1.35          16    0.066684   0.0643894  0.00162376
        1.35          17    0.070992   0.0647778  0.00157401
        1.35          18    0.055732   0.0642752  0.00156474
        1.35          19    0.074534   0.0648152  0.00157278
        1.35          20    0.069474   0.0650481  0.00151129
       1.375           1     0.06092     0.06092           0
       1.375           2    0.061682    0.061301 0.000269408
       1.375           3     0.07118    0.064594  0.00269472
       1.375           4     0.07108   0.0662155    0.002461
       1.375           5    0.061036   0.0651796  0.00217593
       1.375           6    0.069558   0.0659093  0.00193176
       1.375           7    0.052992    0.064064  0.00237917
       1.375           8    0.059096    0.063443   0.0021613
       1.375           9    0.075808   0.0648169  0.00231704
       1.375          10    0.076232   0.0659584  0.00234976
       1.375          11    0.076026   0.0668736  0.00230752
       1.375          12    0.065288   0.0667415    0.002119
       1.375          13     0.06948   0.0669522  0.00196645
       1.375          14    0.065588   0.0668547   0.0018284
       1.375          15    0.065122   0.0667392  0.00171015
       1.375          16     0.06501   0.0666311  0.00160668
       1.375          17    0.066232   0.0666076  0.00151234
       1.375          18    0.067338   0.0666482  0.00142886
       1.375          19    0.055284   0.0660501  0.00147354
       1.375          20     0.06446   0.0659706    0.001402
         1.4           1    0.060352    0.060352           0
         1.4           2    0.055776    0.058064  0.00161786
         1.4           3     0.06175   0.0592927    0.001473
         1.4           4    0.063136   0.0602535  0.00138307
         1.4           5     0.05689   0.0595808  0.00125947
         1.4           6    0.060896      0.0598  0.00106846
         1.4           7    0.053278   0.0588683   0.0012581
         1.4           8    0.075712   0.0609738  0.00225626
         1.4           9    0.070428   0.0620242  0.00223677
         1.4          10      0.0604   0.0618618  0.00201899
         1.4          11    0.064382   0.0620909   0.0018484
         1.4          12    0.061582   0.0620485  0.00169485
         1.4          13     0.05407   0.0614348  0.00167191
         1.4          14    0.057436   0.0611491   0.0015767
         1.4          15      0.0515   0.0605059  0.00159743
         1.4          16     0.05824   0.0603643  0.00150385
         1.4          17    0.060774   0.0603884  0.00141558
         1.4          18     0.05402   0.0600346  0.00138044
         1.4          19     0.06314    0.060198  0.00131743
         1.4          20    0.057624   0.0600693  0.00125783
       1.425           1    0.052762    0.052762           0
       1.425           2     0.04921    0.050986  0.00125582
       1.425           3     0.05806    0.053344  0.00209945
       1.425           4    0.059846   0.0549695  0.00211211
       1.425           5    0.066382    0.057252  0.00265008
       1.425           6    0.053148    0.056568  0.00229497
       1.425           7    0.064748   0.0577366    0.002245
       1.425           8    0.058192   0.0577935   0.0019651
       1.425           9     0.06412   0.0584964  0.00186826
       1.425          10     0.05486   0.0581328  0.00171646
       1.425          11    0.063196   0.0585931  0.00162096
       1.425          12    0.060706   0.0587692  0.00149541
       1.425          13    0.045522   0.0577502  0.00169232
       1.425          14    0.063422   0.0581553  0.00161921
       1.425          15     0.05946   0.0582423   0.0015136
       1.425          16    0.054492   0.0580079  0.00143703
       1.425          17    0.060138   0.0581332  0.00135795
       1.425          18    0.073168   0.0589684  0.00151781
       1.425          19    0.054076   0.0587109   0.0014596
       1.425          20    0.060898   0.0588203  0.00139071
        1.45           1    0.051262    0.051262           0
        1.45           2    0.060036    0.055649  0.00310208
        1.45           3    0.053466   0.0549213  0.00215171
        1.45           4     0.05498    0.054936  0.00161383
        1.45           5    0.052762   0.0545012  0.00134836
        1.45           6    0.041188   0.0522823  0.00231633
        1.45           7    0.049886     0.05194  0.00201056
        1.45           8    0.057286   0.0526083  0.00186699
        1.45           9    0.055116   0.0528869  0.00168021
        1.45          10    0.048976   0.0524958  0.00155704
        1.45          11    0.052082   0.0524582  0.00141595
        1.45          12      0.0538     0.05257  0.00130236
        1.45          13     0.05733   0.0529362  0.00125259
        1.45          14     0.06647   0.0539029  0.00149017
        1.45          15    0.055432   0.0540048  0.00139431
        1.45          16    0.058562   0.0542896  0.00133594
        1.45          17    0.047598    0.053896  0.00131407
        1.45          18    0.065424   0.0545364  0.00138839
        1.45          19     0.05035   0.0543161  0.00133268
        1.45          20    0.065992   0.0548999  0.00138804
       1.475           1    0.053152    0.053152           0
       1.475           2    0.046486    0.049819  0.00235679
       1.475           3    0.048768   0.0494687  0.00159702
       1.475           4     0.04447    0.048219  0.00161428
       1.475           5    0.047478   0.0480708  0.00129821
       1.475           6    0.054306     0.04911  0.00143886
       1.475           7    0.050114   0.0492534  0.00124044
       1.475           8    0.041286   0.0482575  0.00143037
       1.475           9    0.053582   0.0488491   0.0013884
       1.475          10    0.059738    0.049938  0.00162127
       1.475          11    0.052598   0.0501798  0.00149181
       1.475          12    0.053548   0.0504605  0.00139365
       1.475          13    0.051134   0.0505123   0.0012874
       1.475          14    0.054028   0.0507634  0.00121969
       1.475          15     0.05783   0.0512345  0.00122599
       1.475          16    0.051686   0.0512628  0.00114969
       1.475          17    0.048938    0.051126  0.00109016
       1.475          18    0.064902   0.0518913  0.00127015
       1.475          19    0.053648   0.0519838  0.00120666
       1.475          20    0.050082   0.0518887  0.00115006
         1.5           1    0.053794    0.053794           0
         1.5           2    0.042988    0.048391   0.0038205
         1.5           3    0.053294   0.0500253   0.0028754
         1.5           4    0.043372    0.048362   0.0025934
         1.5           5    0.033886   0.0454668  0.00331816
         1.5           6    0.050434   0.0462947  0.00286655
         1.5           7    0.050668   0.0469194  0.00252421
         1.5           8    0.054982   0.0479273  0.00240146
         1.5           9     0.04747   0.0478764  0.00213517
         1.5          10    0.055442    0.048633  0.00205131
         1.5          11    0.044812   0.0482856  0.00189401
         1.5          12     0.05573    0.048906  0.00183496
         1.5          13    0.050964   0.0490643  0.00170063
         1.5          14    0.055778   0.0495439  0.00164538
         1.5          15    0.056768   0.0500255  0.00160462
         1.5          16    0.049118   0.0499688  0.00150534
         1.5          17     0.05615   0.0503324  0.00146004
         1.5          18     0.05425     0.05055  0.00139506
         1.5          19    0.047848   0.0504078  0.00132886
         1.5          20    0.052092    0.050492  0.00126508
       1.525           1    0.040276    0.040276           0
       1.525           2    0.050812    0.045544  0.00372504
       1.525           3    0.063058    0.051382  0.00537481
       1.525           4    0.045736   0.0499705  0.00421237
       1.525           5    0.050282   0.0500328  0.00337036
       1.525           6     0.05716   0.0512207  0.00301069
       1.525           7    0.040856     0.04974  0.00292209
       1.525           8    0.055396    0.050447  0.00264098
       1.525           9     0.03864   0.0491351  0.00265344
       1.525          10    0.052006   0.0494222  0.00240358
       1.525          11    0.037362   0.0483258  0.00242225
       1.525          12    0.054682   0.0488555  0.00227758
       1.525          13    0.037174   0.0479569  0.00227273
       1.525          14     0.04878   0.0480157  0.00211116
       1.525          15     0.05119   0.0482273  0.00198099
       1.525          16    0.039538   0.0476843  0.00193019
       1.525          17     0.04151   0.0473211   0.0018505
       1.525          18    0.043648    0.047117  0.00175891
       1.525          19    0.050218   0.0472802  0.00167389
       1.525          20    0.045502   0.0471913  0.00159256
        1.55           1     0.05868     0.05868           0
        1.55           2    0.048686    0.053683  0.00353341
        1.55           3    0.053382   0.0535827  0.00235703
        1.55           4     0.04359   0.0510845  0.00279386
        1.55           5    0.046284   0.0501244  0.00239438
        1.55           6    0.043072    0.048949  0.00226552
        1.55           7    0.049654   0.0490497  0.00194411
        1.55           8    0.055138   0.0498108  0.00184405
        1.55           9     0.04774   0.0495807  0.00165345
        1.55          10    0.054762   0.0500988  0.00156718
        1.55          11     0.04296   0.0494498  0.00155328
        1.55          12    0.054076   0.0498353  0.00147091
        1.55          13    0.050486   0.0498854  0.00135861
        1.55          14     0.03482   0.0488093  0.00163304
        1.55          15     0.04292   0.0484167  0.00157066
        1.55          16    0.045088   0.0482086  0.00148621
        1.55          17    0.048234   0.0482101  0.00139879
        1.55          18    0.048112   0.0482047  0.00132109
        1.55          19    0.049774   0.0482873  0.00125413
        1.55          20      0.0487   0.0483079   0.0011916
       1.575           1    0.049146    0.049146           0
       1.575           2    0.048648    0.048897  0.00017607
       1.575           3     0.04116    0.046318  0.00210901
       1.575           4    0.044756   0.0459275  0.00161751
       1.575           5    0.037268   0.0441956  0.00201842
       1.575           6     0.05171    0.045448  0.00203378
       1.575           7    0.042736   0.0450606  0.00177976
       1.575           8    0.051684   0.0458885  0.00173924
       1.575           9    0.044544   0.0457391  0.00155239
       1.575          10    0.036044   0.0447696  0.00167272
       1.575          11    0.043006   0.0446093  0.00152832
       1.575          12    0.043694    0.044533  0.00140286
       1.575          13     0.04811   0.0448082  0.00132166
       1.575          14     0.03283   0.0439526  0.00147847
       1.575          15    0.058616   0.0449301  0.00167214
       1.575          16     0.03515   0.0443189  0.00167564
       1.575          17     0.04549   0.0443878  0.00157849
       1.575          18    0.051314   0.0447726  0.00153698
       1.575          19    0.046876   0.0448833  0.00146007
       1.575          20    0.050402   0.0451592   0.0014129
         1.6           1     0.03464     0.03464           0
         1.6           2     0.04143    0.038035  0.00240063
         1.6           3    0.041078   0.0390493  0.00180201
         1.6           4     0.03726    0.038602  0.00140594
         1.6           5     0.04572   0.0400256  0.00169893
         1.6           6    0.049022    0.041525  0.00196924
         1.6           7    0.042912   0.0417231  0.00169786
         1.6           8    0.043492   0.0419443  0.00149996
         1.6           9    0.041014   0.0418409  0.00133685
         1.6          10    0.047844   0.0424412  0.00133115
         1.6          11     0.04298   0.0424902  0.00121103
         1.6          12    0.048362   0.0429795  0.00120492
         1.6          13    0.049132   0.0434528  0.00120159
         1.6          14    0.035816   0.0429073  0.00123338
         1.6          15    0.039322   0.0426683  0.00117409
         1.6          16    0.050542   0.0431604  0.00119941
         1.6          17    0.048022   0.0434464  0.00116245
         1.6          18     0.03959   0.0432321  0.00111744
         1.6          19    0.050276   0.0436028  0.00111843
         1.6          20    0.038674   0.0433564  0.00108933
       1.625           1    0.051322    0.051322           0
       1.625           2    0.051222    0.051272 3.53553e-05
       1.625           3    0.043116   0.0485533  0.00221991
       1.625           4    0.034394   0.0450135  0.00348853
       1.625           5     0.05187   0.0463848  0.00304845
       1.625           6     0.05031    0.047039  0.00260963
       1.625           7     0.04168   0.0462734  0.00234643
       1.625           8    0.039652   0.0454458  0.00219426
       1.625           9     0.04886   0.0458251  0.00198297
       1.625          10    0.034816   0.0447242  0.00206782
       1.625          11    0.050314   0.0452324  0.00194127
       1.625          12     0.04822   0.0454813  0.00179539
       1.625          13    0.043946   0.0453632  0.00166117
       1.625          14     0.04167   0.0450994  0.00156332
       1.625          15    0.040598   0.0447993  0.00148762
       1.625          16    0.041652   0.0446026  0.00140759
       1.625          17    0.046502   0.0447144  0.00132922
       1.625          18    0.041116   0.0445144  0.00127031
       1.625          19    0.045568   0.0445699  0.00120467
       1.625          20       0.057   0.0451914  0.00129487
        1.65           1    0.036846    0.036846           0
        1.65           2    0.039768    0.038307  0.00103308
        1.65           3    0.046962    0.041192  0.00245421
        1.65           4    0.039088    0.040666  0.00189619
        1.65           5    0.043842   0.0413012  0.00161985
        1.65           6     0.04181    0.041386   0.0013521
        1.65           7    0.032004   0.0400457   0.0016979
        1.65           8     0.04064     0.04012  0.00148729
        1.65           9    0.040386   0.0401496  0.00132233
        1.65          10    0.041998   0.0403344  0.00120295
        1.65          11    0.041426   0.0404336  0.00109767
        1.65          12    0.038094   0.0402387  0.00102337
        1.65          13    0.039876   0.0402108 0.000945029
        1.65          14    0.037722    0.040033 0.000894091
        1.65          15    0.041592   0.0401369 0.000840504
        1.65          16    0.038304   0.0400224 0.000795741
        1.65          17    0.039518   0.0399927 0.000749486
        1.65          18    0.041946   0.0401012 0.000715661
        1.65          19    0.038866   0.0400362 0.000680941
        1.65          20     0.04718   0.0403934 0.000734627
       1.675           1    0.030788    0.030788           0
       1.675           2    0.030392     0.03059 0.000140007
       1.675           3     0.03707     0.03275   0.0017661
       1.675           4    0.037072   0.0338305  0.00162176
       1.675           5     0.03534   0.0341324  0.00132521
       1.675           6     0.03649   0.0345253  0.00116114
       1.675           7    0.027746   0.0335569  0.00133959
       1.675           8    0.036232   0.0338913  0.00121316
       1.675           9     0.03909   0.0344689  0.00120808
       1.675          10     0.03287    0.034309   0.0010978
       1.675          11    0.038362   0.0346775  0.00105803
       1.675          12    0.033582   0.0345862  0.00097379
       1.675          13     0.03967   0.0349772 0.000974247
       1.675          14    0.037338   0.0351459 0.000919136
       1.675          15    0.044558   0.0357733  0.00105043
       1.675          16     0.03705   0.0358531 0.000987803
       1.675          17    0.040386   0.0361198 0.000965014
       1.675          18    0.037326   0.0361868 0.000913726
       1.675          19    0.042382   0.0365128 0.000921979
       1.675          20    0.034932   0.0364338 0.000879262
         1.7           1    0.047826    0.047826           0
         1.7           2    0.034206    0.041016   0.0048154
         1.7           3    0.036518   0.0395167  0.00343576
         1.7           4    0.032422    0.037743  0.00299991
         1.7           5    0.037984   0.0377912  0.00240031
         1.7           6    0.043904     0.03881   0.0022059
         1.7           7     0.03991   0.0389671  0.00189636
         1.7           8    0.036168   0.0386173  0.00169129
         1.7           9     0.04046    0.038822  0.00151571
         1.7          10    0.041788   0.0391186  0.00139286
         1.7          11    0.038132   0.0390289  0.00126912
         1.7          12    0.043472   0.0393992  0.00121617
         1.7          13    0.039988   0.0394445  0.00112346
         1.7          14    0.032294   0.0389337  0.00115348
         1.7          15    0.042814   0.0391924  0.00110521
         1.7          16     0.03489   0.0389235  0.00106835
         1.7          17    0.031118   0.0384644  0.00109975
         1.7          18    0.043682   0.0387542  0.00107618
         1.7          19    0.038866   0.0387601  0.00101955
         1.7          20     0.03399   0.0385216 0.000996081
       1.725           1    0.035216    0.035216           0
       1.725           2     0.03634    0.035778 0.000397394
       1.725           3    0.045176   0.0389107   0.0025715
       1.725           4    0.026362   0.0357735  0.00333181
       1.725           5    0.036606     0.03594   0.0026696
       1.725           6    0.039672    0.036562  0.00229599
       1.725           7     0.03893   0.0369003  0.00199275
       1.725           8    0.035518   0.0367275  0.00175113
       1.725           9    0.032082   0.0362113  0.00163086
       1.725          10    0.039718    0.036562  0.00150501
       1.725          11    0.040374   0.0369085  0.00140752
       1.725          12    0.035388   0.0367818  0.00129592
       1.725          13    0.027818   0.0360923  0.00136742
       1.725          14    0.033278   0.0358913  0.00128444
       1.725          15    0.039076   0.0361036  0.00121623
       1.725          16    0.041772   0.0364579   0.0011907
       1.725          17    0.038768   0.0365938  0.00112838
       1.725          18      0.0347   0.0364886  0.00107059
       1.725          19    0.033192   0.0363151  0.00102821
       1.725          20    0.041176   0.0365581  0.00100511
        1.75           1    0.028304    0.028304           0
        1.75           2    0.035792    0.032048  0.00264741
        1.75           3    0.027408   0.0305013  0.00217021
        1.75           4    0.032328    0.030958  0.00167501
        1.75           5    0.031032   0.0309728  0.00134008
        1.75           6    0.042162   0.0328377  0.00203597
        1.75           7    0.033776   0.0329717  0.00174953
        1.75           8    0.037814    0.033577  0.00163219
        1.75           9     0.03169   0.0333673  0.00146424
        1.75          10    0.040928   0.0341234  0.00150037
        1.75          11    0.030754   0.0338171  0.00139489
        1.75          12    0.045294   0.0347735  0.00157272
        1.75          13    0.023028     0.03387  0.00169147
        1.75          14    0.036886   0.0340854  0.00158431
        1.75          15    0.038244   0.0343627  0.00150275
        1.75          16    0.031478   0.0341824   0.0014196
        1.75          17    0.041172   0.0345935  0.00139436
        1.75          18    0.036594   0.0347047  0.00132132
        1.75          19    0.036018   0.0347738  0.00125358
        1.75          20    0.030052   0.0345377  0.00121293
       1.775           1    0.035384    0.035384           0
       1.775           2    0.034634    0.035009 0.000265165
       1.775           3    0.038128   0.0360487 0.000867095
       1.775           4    0.035598    0.035936 0.000657601
       1.775           5    0.032654   0.0352796 0.000788321
       1.775           6    0.040232    0.036105  0.00099965
       1.775           7    0.036952    0.036226 0.000864135
       1.775           8     0.03624   0.0362278  0.00075612
       1.775           9    0.028188   0.0353344  0.00107752
       1.775          10     0.03188    0.034989  0.00102365
       1.775          11    0.036992   0.0351711 0.000946645
       1.775          12    0.036538    0.035285 0.000874585
       1.775          13    0.034628   0.0352345 0.000808768
       1.775          14    0.037162   0.0353721 0.000762628
       1.775          15    0.027782   0.0348661  0.00086349
       1.775          16    0.039116   0.0351318 0.000849393
       1.775          17    0.036026   0.0351844 0.000801056
       1.775          18     0.04045   0.0354769 0.000808205
       1.775          19    0.039972   0.0357135 0.000799546
       1.775          20    0.037242   0.0357899 0.000763213
         1.8           1     0.02576     0.02576           0
         1.8           2    0.029054    0.027407   0.0011646
         1.8           3    0.032848   0.0292207  0.00167204
         1.8           4    0.033286    0.030237  0.00153209
         1.8           5    0.035124   0.0312144   0.0015055
         1.8           6    0.029982    0.031009  0.00126851
         1.8           7    0.039634   0.0322411  0.00157592
         1.8           8     0.03262   0.0322885  0.00137964
         1.8           9    0.017976   0.0306982  0.00193698
         1.8          10     0.03508   0.0311364  0.00179216
         1.8          11    0.033886   0.0313864  0.00164658
         1.8          12    0.040604   0.0321545    0.001679
         1.8          13    0.035378   0.0324025  0.00156805
         1.8          14    0.038762   0.0328567  0.00152042
         1.8          15    0.037558   0.0331701    0.001451
         1.8          16     0.03239   0.0331214  0.00136113
         1.8          17    0.029874   0.0329304   0.0012944
         1.8          18    0.033364   0.0329544  0.00122271
         1.8          19    0.029056   0.0327493  0.00117545
         1.8          20    0.032954   0.0327595  0.00111672
       1.825           1    0.037284    0.037284           0
       1.825           2    0.036886    0.037085 0.000140714
       1.825           3     0.03565   0.0366067 0.000401666
       1.825           4    0.037126   0.0367365 0.000321549
       1.825           5    0.026714    0.034732  0.00181124
       1.825           6    0.034502   0.0346937  0.00150977
       1.825           7      0.0344   0.0346517  0.00129467
       1.825           8    0.027092   0.0337068  0.00143689
       1.825           9    0.037876     0.03417  0.00134985
       1.825          10    0.030984   0.0338514   0.0012519
       1.825          11    0.041528   0.0345493  0.00131833
       1.825          12     0.03091    0.034246  0.00124286
       1.825          13    0.038324   0.0345597  0.00118619
       1.825          14    0.028552   0.0341306  0.00117652
       1.825          15      0.0358   0.0342419  0.00110334
       1.825          16    0.028564    0.033887  0.00108995
       1.825          17     0.03037   0.0336801  0.00104529
       1.825          18    0.032276   0.0336021 0.000990124
       1.825          19     0.03214   0.0335252 0.000940998
       1.825          20    0.037088   0.0337033 0.000910654
        1.85           1    0.039082    0.039082           0
        1.85           2    0.036566    0.037824  0.00088954
        1.85           3     0.02949    0.035046  0.00234447
        1.85           4      0.0418   0.0367345  0.00228694
        1.85           5    0.035362     0.03646  0.00184595
        1.85           6    0.035464    0.036294  0.00154574
        1.85           7    0.026314   0.0348683  0.00187021
        1.85           8     0.02967   0.0342185  0.00174567
        1.85           9    0.034104   0.0342058  0.00155175
        1.85          10    0.038374   0.0346226  0.00145148
        1.85          11    0.032682   0.0344462  0.00133021
        1.85          12    0.031826   0.0342278  0.00123715
        1.85          13    0.030126   0.0339123  0.00118153
        1.85          14    0.038376   0.0342311  0.00113934
        1.85          15    0.028664     0.03386  0.00112221
        1.85          16    0.032028   0.0337455   0.0010579
        1.85          17      0.0263   0.0333075  0.00108254
        1.85          18    0.032856   0.0332824  0.00102269
        1.85          19    0.034024   0.0333215 0.000969607
        1.85          20    0.040878   0.0336993 0.000992013
       1.875           1    0.036956    0.036956           0
       1.875           2    0.036576    0.036766  0.00013435
       1.875           3    0.029124   0.0342187  0.00208182
       1.875           4     0.02989   0.0331365  0.00182103
       1.875           5    0.024596   0.0314284  0.00211103
       1.875           6    0.037066    0.032368  0.00195715
       1.875           7    0.034766   0.0327106  0.00170728
       1.875           8    0.031198   0.0325215   0.0015043
       1.875           9    0.034398     0.03273  0.00135153
       1.875          10     0.03095    0.032552  0.00122804
       1.875          11    0.030246   0.0323424  0.00113415
       1.875          12    0.029766   0.0321277  0.00105977
       1.875          13    0.028952   0.0318834  0.00100601
       1.875          14    0.025182   0.0314047  0.00104182
       1.875          15    0.028404   0.0312047 0.000991388
       1.875          16    0.030218    0.031143 0.000931342
       1.875          17     0.03208   0.0311981 0.000878187
       1.875          18     0.04143   0.0317666  0.00099653
       1.875          19    0.031912   0.0317742 0.000944111
       1.875          20     0.02891    0.031631 0.000907702
         1.9           1     0.03541     0.03541           0
         1.9           2     0.02559      0.0305  0.00347189
         1.9           3      0.0279   0.0296333  0.00242035
         1.9           4    0.027626   0.0291315  0.00186656
         1.9           5    0.028044    0.028914  0.00150587
         1.9           6     0.03486    0.029905  0.00154698
         1.9           7    0.025936    0.029338  0.00142611
         1.9           8     0.02526   0.0288283  0.00133585
         1.9           9     0.02976   0.0289318  0.00119143
         1.9          10    0.030702   0.0291088  0.00108535
         1.9          11    0.033954   0.0295493  0.00107235
         1.9          12    0.028812   0.0294878 0.000984743
         1.9          13    0.033736   0.0298146 0.000961686
         1.9          14    0.032948   0.0300384 0.000918669
         1.9          15    0.027992    0.029902 0.000867496
         1.9          16    0.034966   0.0302185 0.000869098
         1.9          17    0.016994   0.0294406  0.00111294
         1.9          18    0.022684   0.0290652  0.00111261
         1.9          19    0.032428   0.0292422  0.00106804
         1.9          20     0.02779   0.0291696   0.0010171
       1.925           1    0.025188    0.025188           0
       1.925           2    0.031254    0.028221  0.00214465
       1.925           3    0.028778   0.0284067  0.00143778
       1.925           4    0.026322   0.0278855  0.00116898
       1.925           5    0.032514   0.0288112  0.00124904
       1.925           6    0.029068    0.028854   0.0010416
       1.925           7    0.024854   0.0282826  0.00103778
       1.925           8    0.030174    0.028519 0.000934598
       1.925           9    0.026588   0.0283044 0.000855027
       1.925          10    0.030122   0.0284862 0.000788606
       1.925          11    0.037596   0.0293144  0.00106652
       1.925          12    0.029878   0.0293613  0.00097868
       1.925          13    0.031206   0.0295032 0.000913626
       1.925          14     0.03097    0.029608 0.000854353
       1.925          15    0.025926   0.0293625 0.000831912
       1.925          16     0.02985    0.029393 0.000780475
       1.925          17    0.032166   0.0295561 0.000751417
       1.925          18    0.028082   0.0294742  0.00071412
       1.925          19    0.031192   0.0295646 0.000682234
       1.925          20    0.029364   0.0295546 0.000648196
        1.95           1    0.039044    0.039044           0
        1.95           2    0.022382    0.030713  0.00589091
        1.95           3    0.030936   0.0307873  0.00392774
        1.95           4    0.025814    0.029544  0.00313643
        1.95           5    0.023012   0.0282376  0.00276788
        1.95           6    0.028392   0.0282633  0.00230668
        1.95           7    0.023906   0.0276409  0.00205943
        1.95           8    0.030792   0.0280348  0.00183929
        1.95           9    0.031012   0.0283656  0.00166441
        1.95          10    0.020836   0.0276126  0.00165956
        1.95          11    0.024654   0.0273436  0.00153033
        1.95          12    0.033596   0.0278647  0.00148886
        1.95          13    0.029778   0.0280118  0.00138159
        1.95          14    0.019114   0.0273763  0.00142159
        1.95          15    0.024872   0.0272093  0.00133659
        1.95          16     0.03182   0.0274975  0.00128374
        1.95          17    0.034068    0.027884  0.00126507
        1.95          18    0.036702   0.0283739  0.00128615
        1.95          19     0.02905   0.0284095  0.00121895
        1.95          20     0.03142     0.02856  0.00116726
       1.975           1    0.027494    0.027494           0
       1.975           2    0.034492    0.030993  0.00247417
       1.975           3    0.026686   0.0295573  0.00202355
       1.975           4    0.023988    0.028165  0.00193836
       1.975           5     0.02694     0.02792   0.0015661
       1.975           6    0.027348   0.0278247  0.00130798
       1.975           7    0.024756   0.0273863  0.00119233
       1.975           8    0.022474   0.0267723  0.00119095
       1.975           9    0.026642   0.0267578  0.00105871
       1.975          10    0.029084   0.0269904  0.00097806
       1.975          11    0.019708   0.0263284  0.00109042
       1.975          12     0.02909   0.0265585  0.00102355
       1.975          13    0.032928   0.0270485  0.00105559
       1.975          14    0.025874   0.0269646 0.000983522
       1.975          15    0.026472   0.0269317 0.000918502
       1.975          16    0.022788   0.0266728 0.000896864
       1.975          17    0.026508   0.0266631  0.00084416
       1.975          18    0.029838   0.0268394 0.000815482
